INT	INT	INT	FLOAT	FLOAT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT
478	1256730570	1256730570	12.1324	10.0062	500	100	500	100	500	100	500	100	500	50	500	50	500	200	912152	325005	347887	34789	273968	302616	663703	454524	460542	544718	109630	227262	2198160	0	5000	14390	3443940	69491	69491	48200	-1	-1	-1	-1	-1	-1	-1	-1	540	540	540	540	10174	166000
479	1265848540	1265848540	12.1785	10.0443	500	100	500	100	500	100	500	100	500	50	500	50	500	200	918781	327367	350409	35041	275958	304814	668526	457828	463889	548676	110427	228914	2206800	0	5000	14420	3458330	69774	69774	48300	-1	-1	-1	-1	-1	-1	-1	-1	540	540	540	540	10214	166000
480	1274966511	1274966511	12.2247	10.0824	500	100	500	100	500	100	500	100	500	50	500	50	500	200	925446	329742	352945	35294	277960	307026	673376	461149	467254	552657	111228	230574	2215440	0	5000	14450	3472750	70058	70058	48400	-1	-1	-1	-1	-1	-1	-1	-1	540	540	540	540	10254	166000
481	1284084481	1284084481	12.271	10.1206	500	100	500	100	500	100	500	100	500	50	500	50	500	200	932147	332130	355495	35549	279974	309250	678252	464488	470638	556659	112033	232244	2224080	0	5000	14480	3487200	70343	70343	48500	-1	-1	-1	-1	-1	-1	-1	-1	540	540	540	540	10294	166000
482	1293202452	1293202452	12.3174	10.1589	500	100	500	100	500	100	500	100	500	50	500	50	500	200	938885	334531	358058	35806	281998	311484	683155	467846	474040	560682	112843	233923	2232720	0	5000	14510	3501680	70628	70628	48600	-1	-1	-1	-1	-1	-1	-1	-1	540	540	540	540	10334	166000
483	1302320422	1302320422	12.3639	10.1972	500	100	500	100	500	100	500	100	500	50	500	50	500	200	945660	336945	360635	36064	284032	313732	688084	471222	477460	564728	113657	235611	2241360	0	5000	14540	3516190	70914	70914	48700	-1	-1	-1	-1	-1	-1	-1	-1	540	540	540	540	10376	166000
484	1311438393	1311438393	12.4104	10.2356	500	100	500	100	500	100	500	100	500	50	500	50	500	200	952471	339372	363227	36323	286078	315992	693040	474615	480899	568795	114476	237308	2250000	0	5000	14570	3530730	71201	71201	48800	-1	-1	-1	-1	-1	-1	-1	-1	540	540	540	540	10416	166000
485	1320556363	1320556363	12.4571	10.2741	500	100	500	100	500	100	500	100	500	50	500	50	500	200	959318	341812	365832	36583	288134	318264	698023	478028	484357	572885	115299	239014	2259360	0	5000	14600	3545300	71489	71489	48900	-1	-1	-1	-1	-1	-1	-1	-1	540	540	540	540	10458	166000
486	1329674334	1329674334	12.5038	10.3127	500	100	500	100	500	100	500	100	500	50	500	50	500	200	966203	344265	368451	36845	290202	320548	703032	481459	487833	576996	116127	240729	2268000	0	5000	14630	3559900	71777	71777	49000	-1	-1	-1	-1	-1	-1	-1	-1	540	540	540	540	10498	166000
487	1338792304	1338792304	12.5506	10.3513	500	100	500	100	500	100	500	100	500	50	500	50	500	200	973125	346731	371084	37108	292282	322844	708069	484908	491328	581130	116959	242454	2276640	0	5000	14660	3574530	72067	72067	49100	-1	-1	-1	-1	-1	-1	-1	-1	540	540	540	540	10538	166000
488	1347910275	1347910275	12.5976	10.39	500	100	500	100	500	100	500	100	500	50	500	50	500	200	980084	349211	373732	37373	294372	325154	713132	488376	494842	585286	117795	244188	2286000	0	5000	14690	3589190	72357	72357	49200	-1	-1	-1	-1	-1	-1	-1	-1	540	540	540	540	10580	166000
489	1357028245	1357028245	12.6446	10.4288	500	100	500	100	500	100	500	100	500	50	500	50	500	200	987081	351704	376393	37639	296474	327474	718223	491862	498375	589464	118636	245931	2294640	0	5000	14720	3603880	72648	72648	49300	-1	-1	-1	-1	-1	-1	-1	-1	540	540	540	540	10620	166000
490	1366146216	1366146216	12.6916	10.4676	500	100	500	100	500	100	500	100	500	50	500	50	500	200	994115	354210	379069	37907	298586	329808	723341	495367	501926	593665	119481	247683	2303280	0	5000	14750	3618600	72939	72939	49400	-1	-1	-1	-1	-1	-1	-1	-1	540	540	540	540	10662	166000
491	1375264186	1375264186	12.7388	10.5065	500	100	500	100	500	100	500	100	500	50	500	50	500	200	1001186	356730	381759	38176	300710	332154	728487	498891	505497	597888	120331	249445	2312640	0	5000	14780	3633350	73232	73232	49500	-1	-1	-1	-1	-1	-1	-1	-1	540	540	540	540	10704	166000
492	1384382157	1384382157	12.7861	10.5455	500	100	500	100	500	100	500	100	500	50	500	50	500	200	1008295	359263	384463	38446	302846	334514	733660	502433	509086	602133	121186	251217	2321280	0	5000	14810	3648130	73525	73525	49600	-1	-1	-1	-1	-1	-1	-1	-1	540	540	540	540	10744	166000
493	1393500127	1393500127	12.8334	10.5846	500	100	500	100	500	100	500	100	500	50	500	50	500	200	1015442	361810	387182	38718	304992	336884	738860	505995	512695	606401	122045	252997	2329920	0	5000	14840	3662940	73819	73819	49700	-1	-1	-1	-1	-1	-1	-1	-1	540	540	540	540	10786	166000
494	1402618098	1402618098	12.8808	10.6237	500	100	500	100	500	100	500	100	500	50	500	50	500	200	1022628	364370	389915	38992	307150	339268	744088	509575	516323	610692	122908	254788	2339280	0	5000	14870	3677780	74114	74114	49800	-1	-1	-1	-1	-1	-1	-1	-1	540	540	540	540	10828	166000
495	1411736068	1411736068	12.9284	10.6629	500	100	500	100	500	100	500	100	500	50	500	50	500	200	1029851	366944	392663	39266	309320	341664	749344	513175	519970	615006	123777	256587	2348640	0	5000	14900	3692650	74409	74409	49900	-1	-1	-1	-1	-1	-1	-1	-1	540	540	540	540	10870	166000
496	1420854039	1420854039	12.976	10.7022	500	100	500	100	500	100	500	100	500	50	500	50	500	200	1037112	369531	395425	39543	311500	344074	754628	516793	523637	619342	124649	258397	2357280	0	5000	14930	3707550	74706	74706	50000	-1	-1	-1	-1	-1	-1	-1	-1	540	540	540	540	10910	166000
497	1429972009	1429972009	13.0237	10.7415	500	100	500	100	500	100	500	100	500	50	500	50	500	200	1044412	372133	398202	39820	313694	346496	759940	520431	527323	623702	125527	260215	2365920	0	5000	14960	3722480	75003	75003	50100	-1	-1	-1	-1	-1	-1	-1	-1	540	540	540	540	10952	166000
498	1439089980	1439089980	13.0714	10.7809	500	100	500	100	500	100	500	100	500	50	500	50	500	200	1051751	374747	400993	40099	315898	348930	765279	524088	531028	628084	126409	262044	2375280	0	5000	14990	3737440	75301	75301	50200	-1	-1	-1	-1	-1	-1	-1	-1	540	540	540	540	10994	166000
499	1448207950	1448207950	13.1193	10.8204	500	100	500	100	500	100	500	100	500	50	500	50	500	200	1059128	377376	403799	40380	318114	351378	770647	527764	534753	632490	127296	263882	2383920	0	5000	15020	3752430	75600	75600	50300	-1	-1	-1	-1	-1	-1	-1	-1	540	540	540	540	11036	166000
500	1457325921	1457325921	13.1673	10.86	500	100	500	100	500	100	500	100	500	50	500	50	500	200	1066544	380019	406620	40662	320340	353838	776043	531459	538497	636919	128187	265730	2393280	0	5000	15050	3767450	75900	75900	50400	-1	-1	-1	-1	-1	-1	-1	-1	540	540	540	540	11078	166000
