INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT
894	福克斯·爱迪生	85	1	17760	313103	300103	304103	307103	308103	309103	306103	301103	1	10101	104	105	106	107	8	90	220	140	673	822	1664	215	255	293
895	霍尔·马克	85	1	17712	313103	300103	304103	307103	308103	309103	306103	301103	1	10101	104	105	106	107	8	90	220	140	668	812	1704	220	253	300
896	杰瑞·劳伦特	83	0	16272	213103	200103	204103	207103	208103	209103	206103	201103	1	10001	4	5	6	8	220	90	8	140	580	710	2426	148	314	180
897	希尔·赫达	83	0	16168	213103	200103	204103	207103	208103	209103	206103	201103	1	10001	4	5	6	8	220	90	8	140	580	699	2449	148	313	177
898	艾德·班奈特	83	0	16052	213103	200103	204103	207103	208103	209103	206103	201103	1	10001	4	5	6	8	220	90	8	140	571	691	2471	148	312	178
899	肖特·伯尼	85	1	17620	313103	300103	304103	307103	308103	309103	306103	301103	1	10101	104	105	106	107	8	90	220	140	655	814	1670	219	260	296
900	杰瑞·科尔	85	1	17716	313103	300103	304103	307103	308103	309103	306103	301103	1	10101	104	105	106	107	8	90	220	140	655	823	1697	217	261	295
901	玛丽安·诺伊尔	83	2	16144	413103	400103	404103	407103	408103	409103	406103	401103	1	10201	204	205	206	207	90	220	8	140	612	743	2012	139	237	218
902	艾达·格瑞塔	80	2	15868	413103	400103	404103	407103	408103	409103	406103	401103	1	10201	204	205	206	207	90	220	8	140	595	734	1980	137	235	215
903	贝克·唐纳德	83	0	16048	213103	200103	204103	207103	208103	209103	206103	201103	1	10001	4	5	6	8	220	90	8	140	566	691	2458	145	320	176
904	福克斯·博格斯	83	0	16136	213103	200103	204103	207103	208103	209103	206103	201103	1	10001	4	5	6	8	220	90	8	140	571	697	2450	148	317	180
905	艾琳·埃莉卡	83	2	16148	413103	400103	404103	407103	408103	409103	406103	401103	1	10201	204	205	206	207	90	220	8	140	609	747	1966	138	239	220
906	巴奈特·阿尔瓦	83	0	16088	213103	200103	204103	207103	208103	209103	206103	201103	1	10001	4	5	6	8	220	90	8	140	568	694	2449	147	319	178
907	艾德·赫尔曼	85	1	17652	313103	300103	304103	307103	308103	309103	306103	301103	1	10101	104	105	106	107	8	90	220	140	666	806	1666	221	257	300
908	艾丽莎·梅维丝	83	2	16064	413103	400103	404103	407103	408103	409103	406103	401103	1	10201	204	205	206	207	90	220	8	140	606	738	2002	140	239	218
909	艾米瑞达·海蒂	83	2	16072	413103	400103	404103	407103	408103	409103	406103	401103	1	10201	204	205	206	207	90	220	8	140	611	737	1985	137	239	217
910	乔治·艾文	83	0	16224	213103	200103	204103	207103	208103	209103	206103	201103	1	10001	4	5	6	8	220	90	8	140	575	707	2411	147	319	179
911	雷克·艾尔玛	85	1	17708	313103	300103	304103	307103	308103	309103	306103	301103	1	10101	104	105	106	107	8	90	220	140	672	809	1689	220	255	298
912	修·劳瑞恩	85	1	17568	313103	300103	304103	307103	308103	309103	306103	301103	1	10101	104	105	106	107	8	90	220	140	666	799	1694	217	257	294
913	杰瑞·史蒂文	85	1	17668	313103	300103	304103	307103	308103	309103	306103	301103	1	10101	104	105	106	107	8	90	220	140	655	817	1702	215	257	299
914	福克斯·凯希	83	0	16100	213103	200103	204103	207103	208103	209103	206103	201103	1	10001	4	5	6	8	220	90	8	140	576	699	2414	146	313	176
915	贝克·霍根	85	1	17660	313103	300103	304103	307103	308103	309103	306103	301103	1	10101	104	105	106	107	8	90	220	140	665	811	1687	220	255	297
916	雷克·奥斯卡	85	1	17508	313103	300103	304103	307103	308103	309103	306103	301103	1	10101	104	105	106	107	8	90	220	140	657	803	1688	217	254	295
917	简·贝基	83	2	16028	413103	400103	404103	407103	408103	409103	406103	401103	1	10201	204	205	206	207	90	220	8	140	599	745	2001	137	239	214
918	保拉·阿黛儿	83	2	16012	413103	400103	404103	407103	408103	409103	406103	401103	1	10201	204	205	206	207	90	220	8	140	604	740	1988	137	236	216
919	斯特林·巴泽尔	83	0	16060	213103	200103	204103	207103	208103	209103	206103	201103	1	10001	4	5	6	8	220	90	8	140	565	694	2456	145	320	176
920	肯特·塞西	85	1	17588	313103	300103	304103	307103	308103	309103	306103	301103	1	10101	104	105	106	107	8	90	220	140	660	802	1697	219	258	298
921	艾玛·康斯坦斯	80	2	15948	413103	400103	404103	407103	408103	409103	406103	401103	1	10201	204	205	206	207	90	220	8	140	598	741	1958	136	236	216
922	艾登·哈乐德	83	0	16060	213103	200103	204103	207103	208103	209103	206103	201103	1	10001	4	5	6	8	220	90	8	140	568	693	2455	144	317	177
923	米勒·德	83	0	16096	213103	200103	204103	207103	208103	209103	206103	201103	1	10001	4	5	6	8	220	90	8	140	569	698	2449	147	314	179
924	霍尔·布鲁斯	83	0	16092	213103	200103	204103	207103	208103	209103	206103	201103	1	10001	4	5	6	8	220	90	8	140	566	705	2437	145	314	176
925	伊芙·菲奥纳	83	2	16072	413103	400103	404103	407103	408103	409103	406103	401103	1	10201	204	205	206	207	90	220	8	140	608	741	2003	137	238	215
926	郎曼·布雷尔	85	1	17456	313103	300103	304103	307103	308103	309103	306103	301103	1	10101	104	105	106	107	8	90	220	140	654	800	1667	214	257	294
927	巴奈特·艾比盖	85	1	17616	313103	300103	304103	307103	308103	309103	306103	301103	1	10101	104	105	106	107	8	90	220	140	657	813	1685	215	254	299
928	雷克·盖	83	0	16044	213103	200103	204103	207103	208103	209103	206103	201103	1	10001	4	5	6	8	220	90	8	140	573	689	2413	144	319	176
929	特纳·哈瑞斯	83	0	16048	213103	200103	204103	207103	208103	209103	206103	201103	1	10001	4	5	6	8	220	90	8	140	565	700	2419	144	314	178
930	艾米瑞达·黛娜	83	2	16044	413103	400103	404103	407103	408103	409103	406103	401103	1	10201	204	205	206	207	90	220	8	140	606	740	1970	137	238	218
931	芬格·安	85	1	17612	313103	300103	304103	307103	308103	309103	306103	301103	1	10101	104	105	106	107	8	90	220	140	658	815	1680	215	254	296
932	巴奈特·科迪	83	0	16120	213103	200103	204103	207103	208103	209103	206103	201103	1	10001	4	5	6	8	220	90	8	140	569	697	2460	144	319	177
933	亚当·安迪	83	0	16024	213103	200103	204103	207103	208103	209103	206103	201103	1	10001	4	5	6	8	220	90	8	140	567	691	2427	146	317	178
934	汉德·加百利	85	1	17556	313103	300103	304103	307103	308103	309103	306103	301103	1	10101	104	105	106	107	8	90	220	140	656	813	1666	218	255	293
935	巴罗·艾文	85	1	17596	313103	300103	304103	307103	308103	309103	306103	301103	1	10101	104	105	106	107	8	90	220	140	666	810	1660	218	254	293
936	本·凯撒	83	0	16156	213103	200103	204103	207103	208103	209103	206103	201103	1	10001	4	5	6	8	220	90	8	140	575	698	2457	145	316	178
937	巴克·多洛雷斯	85	1	17568	313103	300103	304103	307103	308103	309103	306103	301103	1	10101	104	105	106	107	8	90	220	140	658	812	1666	215	254	295
938	苏珊·玛佩尔	80	2	15976	413103	400103	404103	407103	408103	409103	406103	401103	1	10201	204	205	206	207	90	220	8	140	598	741	1994	136	235	217
939	米尔·伦道夫	83	0	16104	213103	200103	204103	207103	208103	209103	206103	201103	1	10001	4	5	6	8	220	90	8	140	575	694	2432	145	316	178
940	伯德·奥特曼	85	1	17572	313103	300103	304103	307103	308103	309103	306103	301103	1	10101	104	105	106	107	8	90	220	140	661	807	1681	214	257	293
941	贝克·布鲁克	83	0	16032	213103	200103	204103	207103	208103	209103	206103	201103	1	10001	4	5	6	8	220	90	8	140	570	691	2411	146	317	178
942	苏珊·昆蒂娜	80	2	15912	413103	400103	404103	407103	408103	409103	406103	401103	1	10201	204	205	206	207	90	220	8	140	595	735	1966	137	238	218
943	霍尔·布兹	85	1	17504	313103	300103	304103	307103	308103	309103	306103	301103	1	10101	104	105	106	107	8	90	220	140	657	801	1687	215	254	297
944	贝克·班奈特	83	0	16056	213103	200103	204103	207103	208103	209103	206103	201103	1	10001	4	5	6	8	220	90	8	140	565	699	2430	146	316	177
945	史密斯·雅各布	83	0	16064	213103	200103	204103	207103	208103	209103	206103	201103	1	10001	4	5	6	8	220	90	8	140	571	694	2440	146	314	178
946	克顿·柏格	83	0	16028	213103	200103	204103	207103	208103	209103	206103	201103	1	10001	4	5	6	8	220	90	8	140	569	695	2423	144	312	178
947	克顿·埃尔韦拉	85	1	17528	313103	300103	304103	307103	308103	309103	306103	301103	1	10101	104	105	106	107	8	90	220	140	661	801	1663	217	257	295
948	妮可·爱沙拉	80	2	15972	413103	400103	404103	407103	408103	409103	406103	401103	1	10201	204	205	206	207	90	220	8	140	602	737	1967	138	237	217
949	巴德·乔治	80	0	15972	213103	200103	204103	207103	208103	209103	206103	201103	1	10001	4	5	6	8	220	90	8	140	564	693	2435	146	313	176
950	霍克·巴克	83	0	16140	213103	200103	204103	207103	208103	209103	206103	201103	1	10001	4	5	6	8	220	90	8	140	572	700	2435	146	317	178
951	米勒·赫尔曼	83	0	16000	213103	200103	204103	207103	208103	209103	206103	201103	1	10001	4	5	6	8	220	90	8	140	568	693	2419	145	312	178
952	库克·卡玛	83	0	16084	213103	200103	204103	207103	208103	209103	206103	201103	1	10001	4	5	6	8	220	90	8	140	570	699	2435	144	314	177
953	苏·堂娜	80	2	15864	413103	400103	404103	407103	408103	409103	406103	401103	1	10201	204	205	206	207	90	220	8	140	600	726	1973	138	235	218
954	霍克·斯考特	85	1	17568	313103	300103	304103	307103	308103	309103	306103	301103	1	10101	104	105	106	107	8	90	220	140	658	810	1672	216	256	294
955	巴奈特·丹尼斯	83	0	16000	213103	200103	204103	207103	208103	209103	206103	201103	1	10001	4	5	6	8	220	90	8	140	568	691	2429	145	314	177
956	保拉·玛丽莲	80	2	15864	413103	400103	404103	407103	408103	409103	406103	401103	1	10201	204	205	206	207	90	220	8	140	597	731	1984	137	234	216
957	韦尔·埃尔维斯	85	1	17448	313103	300103	304103	307103	308103	309103	306103	301103	1	10101	104	105	106	107	8	90	220	140	656	799	1677	214	254	294
958	苏·苏菲尔	80	2	15900	413103	400103	404103	407103	408103	409103	406103	401103	1	10201	204	205	206	207	90	220	8	140	598	735	1959	137	236	216
959	保拉·劳拉	80	2	15852	413103	400103	404103	407103	408103	409103	406103	401103	1	10201	204	205	206	207	90	220	8	140	594	734	1977	138	235	214
960	卡特·哈瑞斯	85	1	17464	313103	300103	304103	307103	308103	309103	306103	301103	1	10101	104	105	106	107	8	90	220	140	656	801	1667	215	254	295
961	巴克·罗文	83	0	16024	213103	200103	204103	207103	208103	209103	206103	201103	1	10001	4	5	6	8	220	90	8	140	568	694	2429	145	316	175
962	布鲁克·克雷尔	85	1	17456	313103	300103	304103	307103	308103	309103	306103	301103	1	10101	104	105	106	107	8	90	220	140	653	803	1674	216	253	295
963	玛莎·卡莎尼娅	80	2	15924	413103	400103	404103	407103	408103	409103	406103	401103	1	10201	204	205	206	207	90	220	8	140	600	733	1979	138	237	216
964	巴克·弗罗拉	80	0	15968	213103	200103	204103	207103	208103	209103	206103	201103	1	10001	4	5	6	8	220	90	8	140	565	691	2429	145	314	176
965	伍德·菲比	80	0	15996	213103	200103	204103	207103	208103	209103	206103	201103	1	10001	4	5	6	8	220	90	8	140	570	690	2424	145	314	176
966	艾比·艾娃	80	2	15824	413103	400103	404103	407103	408103	409103	406103	401103	1	10201	204	205	206	207	90	220	8	140	595	728	1972	137	235	216
967	凯尔西·惠特尼	80	2	15844	413103	400103	404103	407103	408103	409103	406103	401103	1	10201	204	205	206	207	90	220	8	140	599	727	1961	137	237	215
968	贝克·柏特莱姆	83	0	16036	213103	200103	204103	207103	208103	209103	206103	201103	1	10001	4	5	6	8	220	90	8	140	567	696	2425	145	315	177
969	乔治·哈里森	80	0	15960	213103	200103	204103	207103	208103	209103	206103	201103	1	10001	4	5	6	8	220	90	8	140	564	695	2411	145	312	176
970	韦尔·贾斯特	80	0	15992	213103	200103	204103	207103	208103	209103	206103	201103	1	10001	4	5	6	8	220	90	8	140	568	690	2422	144	315	177
971	艾米瑞达·黛米	80	2	15868	413103	400103	404103	407103	408103	409103	406103	401103	1	10201	204	205	206	207	90	220	8	140	599	730	1968	137	235	216
972	亚伦·安东莞	85	1	17472	313103	300103	304103	307103	308103	309103	306103	301103	1	10101	104	105	106	107	8	90	220	140	656	804	1657	215	254	294
973	大卫·亚伦	85	1	17456	313103	300103	304103	307103	308103	309103	306103	301103	1	10101	104	105	106	107	8	90	220	140	655	802	1657	215	255	294
974	保拉·戴夫	80	2	15824	413103	400103	404103	407103	408103	409103	406103	401103	1	10201	204	205	206	207	90	220	8	140	596	729	1965	137	235	215
975	芭比·微微妮	80	2	15848	413103	400103	404103	407103	408103	409103	406103	401103	1	10201	204	205	206	207	90	220	8	140	596	732	1964	136	234	216
976	珀尔·桃瑞丝	80	2	15832	413103	400103	404103	407103	408103	409103	406103	401103	1	10201	204	205	206	207	90	220	8	140	596	729	1962	137	236	215
977	帕姬·英格丽德	80	2	15840	413103	400103	404103	407103	408103	409103	406103	401103	1	10201	204	205	206	207	90	220	8	140	594	732	1973	137	236	214
978	修·欧尼斯特	80	0	15996	213103	200103	204103	207103	208103	209103	206103	201103	1	10001	4	5	6	8	220	90	8	140	567	694	2423	144	313	176
979	本·奥古斯特	80	0	15956	213103	200103	204103	207103	208103	209103	206103	201103	1	10001	4	5	6	8	220	90	8	140	566	690	2414	145	314	176
980	韦尔·梅森	85	1	17452	313103	300103	304103	307103	308103	309103	306103	301103	1	10101	104	105	106	107	8	90	220	140	656	803	1658	215	254	292
981	米勒·埃里克	80	0	15956	213103	200103	204103	207103	208103	209103	206103	201103	1	10001	4	5	6	8	220	90	8	140	566	690	2416	144	314	176
982	艾比·萨妮	80	2	15816	413103	400103	404103	407103	408103	409103	406103	401103	1	10201	204	205	206	207	90	220	8	140	598	726	1964	137	235	215
983	玛西娅·梅	80	2	15820	413103	400103	404103	407103	408103	409103	406103	401103	1	10201	204	205	206	207	90	220	8	140	594	730	1968	137	235	215
984	郎曼·杰西	80	0	15920	213103	200103	204103	207103	208103	209103	206103	201103	1	10001	4	5	6	8	220	90	8	140	564	689	2411	144	313	176
985	保拉·埃莉诺	80	2	15812	413103	400103	404103	407103	408103	409103	406103	401103	1	10201	204	205	206	207	90	220	8	140	597	727	1959	137	235	215
986	杰瑞·奥斯卡	85	1	17420	313103	300103	304103	307103	308103	309103	306103	301103	1	10101	104	105	106	107	8	90	220	140	654	800	1661	214	254	293
987	雷克·布里奇特	80	0	15928	213103	200103	204103	207103	208103	209103	206103	201103	1	10001	4	5	6	8	220	90	8	140	564	691	2412	145	312	176
988	布莱恩·麦克	80	0	15956	213103	200103	204103	207103	208103	209103	206103	201103	1	10001	4	5	6	8	220	90	8	140	566	691	2414	144	313	176
989	贝克·杰瑞	85	1	17420	313103	300103	304103	307103	308103	309103	306103	301103	1	10101	104	105	106	107	8	90	220	140	654	801	1661	214	253	293
990	凯拉·阿蜜莉雅	80	2	15816	413103	400103	404103	407103	408103	409103	406103	401103	1	10201	204	205	206	207	90	220	8	140	596	729	1963	137	235	214
991	伯德·朱恩	80	0	15928	213103	200103	204103	207103	208103	209103	206103	201103	1	10001	4	5	6	8	220	90	8	140	564	691	2411	144	313	175
992	卡特·以利亚	80	0	15924	213103	200103	204103	207103	208103	209103	206103	201103	1	10001	4	5	6	8	220	90	8	140	564	690	2416	144	312	176
993	卡门·耶达	80	2	15788	413103	400103	404103	407103	408103	409103	406103	401103	1	10201	204	205	206	207	90	220	8	140	595	726	1958	136	235	215
994	贝克·兰德尔	80	0	15924	213103	200103	204103	207103	208103	209103	206103	201103	1	10001	4	5	6	8	220	90	8	140	564	690	2414	144	313	175
995	享特·兰斯	85	1	17396	313103	300103	304103	307103	308103	309103	306103	301103	1	10101	104	105	106	107	8	90	220	140	653	799	1660	214	253	293
996	韦尔·乔纳森	85	1	17400	313103	300103	304103	307103	308103	309103	306103	301103	1	10101	104	105	106	107	8	90	220	140	654	800	1657	215	253	292
997	雷克·克莱得	80	0	15912	213103	200103	204103	207103	208103	209103	206103	201103	1	10001	4	5	6	8	220	90	8	140	564	690	2412	144	312	175
998	妮可·琪	80	2	15780	413103	400103	404103	407103	408103	409103	406103	401103	1	10201	204	205	206	207	90	220	8	140	595	727	1958	136	234	214
999	伯德·卡斯帕	80	0	15912	213103	200103	204103	207103	208103	209103	206103	201103	1	10001	4	5	6	8	220	90	8	140	564	690	2411	144	312	175
1000	汉德·克雷尔	85	1	17384	313103	300103	304103	307103	308103	309103	306103	301103	1	10101	104	105	106	107	8	90	220	140	653	799	1656	214	253	292
