INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING
50040	基地守卫者	1	50040	0	4	400	10	10	10	10	36610	40271	36610	40271	489	5511	5511	0	1338652284	1000	0	12000	0	20000	6155	8863	100	0	0	0	0	0	0	0	0	0	0	0	1109	1004	1011	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
50041	基地守卫者	1	50041	0	5	400	10	10	10	10	36610	40271	36610	40271	489	5511	5511	0	1338652284	1000	0	12000	0	20000	6155	8863	100	0	0	0	0	0	0	0	0	0	0	0	1109	1004	1011	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
52000	据点1红旗	1	52000	0	1	1	2	2	2	2	32	40	32	40	0	50	50	0	11	0	0	12000	0	20000	0	15	0	0	0	0	0	0	0	0	0	0	0	0	1009	1009	1004	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
52001	据点2红旗	1	52001	0	1	1	2	2	2	2	32	40	32	40	0	50	50	0	11	0	0	12000	0	20000	0	15	0	0	0	0	0	0	0	0	0	0	0	0	1009	1009	1004	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
52002	据点3红旗	1	52002	0	1	1	2	2	2	2	32	40	32	40	0	50	50	0	11	0	0	12000	0	20000	0	15	0	0	0	0	0	0	0	0	0	0	0	0	1009	1009	1004	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
52003	据点1蓝旗	1	52003	0	1	1	2	2	2	2	32	40	32	40	0	50	50	0	11	0	0	12000	0	20000	0	15	0	0	0	0	0	0	0	0	0	0	0	0	1009	1009	1004	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
52004	据点2蓝旗	1	52004	0	1	1	2	2	2	2	32	40	32	40	0	50	50	0	11	0	0	12000	0	20000	0	15	0	0	0	0	0	0	0	0	0	0	0	0	1009	1009	1004	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
52005	据点3蓝旗	1	52005	0	1	1	2	2	2	2	32	40	32	40	0	50	50	0	11	0	0	12000	0	20000	0	15	0	0	0	0	0	0	0	0	0	0	0	0	1009	1009	1004	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
55000	古堡幽灵	2	55000	0	2	130	10	10	10	10	3527	3880	3527	3880	58	579	579	168	89710	100	0	12000	0	20000	1070	1241	0	0	0	0	350	0	0	0	0	0	0	0	1000	4004	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
55001	古堡女妖	2	55001	0	2	130	10	10	10	10	3527	3880	3527	3880	58	579	579	168	89710	100	0	12000	0	20000	1070	1241	0	0	0	0	350	0	0	0	0	0	0	0	1000	4004	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
55002	古堡恶魔	2	55002	0	2	130	10	10	10	10	3527	3880	3527	3880	58	579	579	168	89710	100	0	12000	0	20000	1070	1241	0	0	0	0	350	0	0	0	0	0	0	0	1000	4004	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
55100	古堡幽灵	2	55100	0	2	160	10	10	10	10	5188	5734	5188	5734	79	877	877	253	143132	100	0	12000	0	20000	1407	1827	0	0	0	0	350	0	0	0	0	0	0	0	1000	4002	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
55101	古堡女妖	2	55101	0	2	160	10	10	10	10	5188	5734	5188	5734	79	877	877	253	143132	100	0	12000	0	20000	1407	1827	0	0	0	0	350	0	0	0	0	0	0	0	1000	4002	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
55102	古堡恶魔	2	55102	0	2	160	10	10	10	10	5188	5734	5188	5734	79	877	877	253	143132	100	0	12000	0	20000	1407	1827	0	0	0	0	350	0	0	0	0	0	0	0	1000	4002	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
55200	古堡幽灵	2	55200	0	2	210	10	10	10	10	10296	11380	10296	11380	152	1689	1689	531	425272	100	0	12000	0	20000	2382	3198	0	0	0	0	350	0	0	0	0	0	0	0	1000	4002	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
55201	古堡女妖	2	55201	0	2	210	10	10	10	10	10296	11380	10296	11380	152	1689	1689	531	425272	100	0	12000	0	20000	2382	3198	0	0	0	0	350	0	0	0	0	0	0	0	1000	4002	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
55202	古堡恶魔	2	55202	0	2	210	10	10	10	10	10296	11380	10296	11380	152	1689	1689	531	425272	100	0	12000	0	20000	2382	3198	0	0	0	0	350	0	0	0	0	0	0	0	1000	4002	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
55300	古堡幽灵	2	55300	0	2	260	10	10	10	10	15575	17215	15575	17215	227	2527	2527	801	847213	100	0	12000	0	20000	3329	4471	0	0	0	0	350	0	0	0	0	0	0	0	1021	4002	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
55301	古堡女妖	2	55301	0	2	260	10	10	10	10	15575	17215	15575	17215	227	2527	2527	801	847213	100	0	12000	0	20000	3329	4471	0	0	0	0	350	0	0	0	0	0	0	0	1021	4002	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
55302	古堡恶魔	2	55302	0	2	260	10	10	10	10	15575	17215	15575	17215	227	2527	2527	801	847213	100	0	12000	0	20000	3329	4471	0	0	0	0	350	0	0	0	0	0	0	0	1021	4002	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
55400	古堡幽灵	2	55400	0	2	310	10	10	10	10	13742	15705	13742	15705	268	3016	3016	961	766994	100	0	12000	0	20000	3806	5173	0	0	0	0	250	0	0	0	0	0	0	0	1000	4014	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
55401	古堡女妖	2	55401	0	2	310	10	10	10	10	13742	15705	13742	15705	268	3016	3016	961	766994	100	0	12000	0	20000	3806	5173	0	0	0	0	250	0	0	0	0	0	0	0	1000	4014	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
55402	古堡恶魔	2	55402	0	2	310	10	10	10	10	13742	15705	13742	15705	268	3016	3016	961	766994	100	0	12000	0	20000	3806	5173	0	0	0	0	250	0	0	0	0	0	0	0	1000	4014	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
55500	古堡幽灵	2	55500	0	2	360	10	10	10	10	19111	21842	19111	21842	368	4158	4158	1336	1348715	100	0	12000	0	20000	4838	6742	0	0	0	0	250	0	0	0	0	0	0	0	1000	4014	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
55501	古堡女妖	2	55501	0	2	360	10	10	10	10	19111	21842	19111	21842	368	4158	4158	1336	1348715	100	0	12000	0	20000	4838	6742	0	0	0	0	250	0	0	0	0	0	0	0	1000	4014	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
55502	古堡恶魔	2	55502	0	2	360	10	10	10	10	19111	21842	19111	21842	368	4158	4158	1336	1348715	100	0	12000	0	20000	4838	6742	0	0	0	0	250	0	0	0	0	0	0	0	1000	4014	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
58999	古堡宝龛	2	58999	0	2	100	10	10	10	10	4250	4474	4250	4474	63	0	0	0	40000	100	0	12000	0	20000	1209	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	1004	1011	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
59000	名字测试	2	59000	0	2	100	10	10	10	10	4250	4474	4250	4474	63	0	0	0	1000000	100	0	12000	0	20000	1209	0	0	0	0	0	0	0	0	0	0	0	0	0	1500	1004	1011	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
59500	烧鸡王	2	59500	0	2	100	10	10	10	10	4250	4474	4250	4474	63	0	0	0	100000	100	0	12000	0	20000	1209	0	0	0	0	0	0	0	0	0	0	0	0	0	1500	1004	1011	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
60000	地精	1	60000	0	1	20	10	10	10	10	0	0	0	0	0	0	0	0	0	500	2000	12000	1000	20000	0	0	100000	2800	0	0	400	0	0	0	0	0	0	0	2100	6000	6001	6002	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
60001	地精	1	60001	0	1	20	10	10	10	10	0	0	0	0	0	0	0	0	0	500	2000	12000	1000	20000	0	0	100000	2800	0	0	400	0	0	0	0	0	0	0	2100	6003	6004	6005	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
60002	地精	1	60002	0	1	20	10	10	10	10	0	0	0	0	0	0	0	0	0	500	2000	12000	1000	20000	0	0	100000	2800	0	0	400	0	0	0	0	0	0	0	2100	6006	6007	6008	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
60003	地精	1	60003	0	1	20	10	10	10	10	0	0	0	0	0	0	0	0	0	500	2000	12000	1000	20000	0	0	100000	2800	0	0	400	0	0	0	0	0	0	0	2100	6009	6010	6011	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
60004	地精	1	60004	0	1	20	10	10	10	10	0	0	0	0	0	0	0	0	0	500	2000	12000	1000	20000	0	0	100000	2800	0	0	400	0	0	0	0	0	0	0	2100	6012	6013	6014	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
60005	蛮荒巨人	1	60005	0	1	20	10	10	10	10	0	0	0	0	0	0	0	0	0	500	2000	12000	1000	20000	0	0	100000	2800	0	0	400	0	0	0	0	0	0	0	2101	6015	6016	6017	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
60006	蛮荒巨人	1	60006	0	1	20	10	10	10	10	0	0	0	0	0	0	0	0	0	500	2000	12000	1000	20000	0	0	100000	2800	0	0	400	0	0	0	0	0	0	0	2101	6018	6019	6020	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
60007	蛮荒巨人	1	60007	0	1	20	10	10	10	10	0	0	0	0	0	0	0	0	0	500	2000	12000	1000	20000	0	0	100000	2800	0	0	400	0	0	0	0	0	0	0	2101	6021	6022	6023	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
60008	蛮荒巨人	1	60008	0	1	20	10	10	10	10	0	0	0	0	0	0	0	0	0	500	2000	12000	1000	20000	0	0	100000	2800	0	0	400	0	0	0	0	0	0	0	2101	6024	6025	6026	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
60009	蛮荒巨人	1	60009	0	1	20	10	10	10	10	0	0	0	0	0	0	0	0	0	500	2000	12000	1000	20000	0	0	100000	2800	0	0	400	0	0	0	0	0	0	0	2101	6027	6028	6029	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
60010	蓝魔巨人	1	60010	0	1	20	10	10	10	10	0	0	0	0	0	0	0	0	0	500	2000	12000	1000	20000	0	0	100000	2800	0	0	400	0	0	0	0	0	0	0	2101	6030	6031	6032	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
60011	蓝魔巨人	1	60011	0	1	20	10	10	10	10	0	0	0	0	0	0	0	0	0	500	2000	12000	1000	20000	0	0	100000	2800	0	0	400	0	0	0	0	0	0	0	2101	6033	6034	6035	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
60012	蓝魔巨人	1	60012	0	1	20	10	10	10	10	0	0	0	0	0	0	0	0	0	500	2000	12000	1000	20000	0	0	100000	2800	0	0	400	0	0	0	0	0	0	0	2101	6036	6037	6038	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
60013	蓝魔巨人	1	60013	0	1	20	10	10	10	10	0	0	0	0	0	0	0	0	0	500	2000	12000	1000	20000	0	0	100000	2800	0	0	400	0	0	0	0	0	0	0	2101	6039	6040	6041	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
60014	蓝魔巨人	1	60014	0	1	20	10	10	10	10	0	0	0	0	0	0	0	0	0	500	2000	12000	1000	20000	0	0	100000	2800	0	0	400	0	0	0	0	0	0	0	2101	6042	6043	6044	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
60015	霜雪巨人	1	60015	0	1	20	10	10	10	10	0	0	0	0	0	0	0	0	0	500	2000	12000	1000	20000	0	0	100000	2800	0	0	400	0	0	0	0	0	0	0	2101	6045	6046	6047	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
60016	霜雪巨人	1	60016	0	1	20	10	10	10	10	0	0	0	0	0	0	0	0	0	500	2000	12000	1000	20000	0	0	100000	2800	0	0	400	0	0	0	0	0	0	0	2101	6048	6049	6050	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
60017	霜雪巨人	1	60017	0	1	20	10	10	10	10	0	0	0	0	0	0	0	0	0	500	2000	12000	1000	20000	0	0	100000	2800	0	0	400	0	0	0	0	0	0	0	2101	6051	6052	6053	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
60018	霜雪巨人	1	60018	0	1	20	10	10	10	10	0	0	0	0	0	0	0	0	0	500	2000	12000	1000	20000	0	0	100000	2800	0	0	400	0	0	0	0	0	0	0	2101	6054	6055	6056	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
60019	霜雪巨人	1	60019	0	1	20	10	10	10	10	0	0	0	0	0	0	0	0	0	500	2000	12000	1000	20000	0	0	100000	2800	0	0	400	0	0	0	0	0	0	0	2101	6057	6058	6059	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
60020	美人鱼	1	60020	1	1	20	10	10	10	10	0	0	0	0	0	0	0	0	0	500	2000	12000	1000	20000	0	0	100000	2800	0	0	400	0	0	0	0	0	0	0	2100	6060	6061	6062	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
60021	美人鱼	1	60021	1	1	20	10	10	10	10	0	0	0	0	0	0	0	0	0	500	2000	12000	1000	20000	0	0	100000	2800	0	0	400	0	0	0	0	0	0	0	2100	6063	6064	6065	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
60022	美人鱼	1	60022	1	1	20	10	10	10	10	0	0	0	0	0	0	0	0	0	500	2000	12000	1000	20000	0	0	100000	2800	0	0	400	0	0	0	0	0	0	0	2100	6066	6067	6068	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
60023	美人鱼	1	60023	1	1	20	10	10	10	10	0	0	0	0	0	0	0	0	0	500	2000	12000	1000	20000	0	0	100000	2800	0	0	400	0	0	0	0	0	0	0	2100	6069	6070	6071	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
60024	美人鱼	1	60024	1	1	20	10	10	10	10	0	0	0	0	0	0	0	0	0	500	2000	12000	1000	20000	0	0	100000	2800	0	0	400	0	0	0	0	0	0	0	2100	6072	6073	6074	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
60025	魔域战士	1	60025	0	1	20	10	10	10	10	0	0	0	0	0	0	0	0	0	500	2000	12000	1000	20000	0	0	100000	2800	0	0	400	0	0	0	0	0	0	0	2101	6075	6076	6077	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
60026	魔域战士	1	60026	0	1	20	10	10	10	10	0	0	0	0	0	0	0	0	0	500	2000	12000	1000	20000	0	0	100000	2800	0	0	400	0	0	0	0	0	0	0	2101	6078	6079	6080	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
60027	魔域战士	1	60027	0	1	20	10	10	10	10	0	0	0	0	0	0	0	0	0	500	2000	12000	1000	20000	0	0	100000	2800	0	0	400	0	0	0	0	0	0	0	2101	6081	6082	6083	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
60028	魔域战士	1	60028	0	1	20	10	10	10	10	0	0	0	0	0	0	0	0	0	500	2000	12000	1000	20000	0	0	100000	2800	0	0	400	0	0	0	0	0	0	0	2101	6084	6085	6086	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
60029	魔域战士	1	60029	0	1	20	10	10	10	10	0	0	0	0	0	0	0	0	0	500	2000	12000	1000	20000	0	0	100000	2800	0	0	400	0	0	0	0	0	0	0	2101	6087	6088	6089	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
60030	赤炎幼龙	1	60030	0	1	20	10	10	10	10	0	0	0	0	0	0	0	0	0	500	2000	12000	1000	20000	0	0	100000	2800	0	0	400	0	0	0	0	0	0	0	2100	6090	6091	6092	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
60031	赤炎幼龙	1	60031	0	1	20	10	10	10	10	0	0	0	0	0	0	0	0	0	500	2000	12000	1000	20000	0	0	100000	2800	0	0	400	0	0	0	0	0	0	0	2100	6093	6094	6095	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
60032	赤炎幼龙	1	60032	0	1	20	10	10	10	10	0	0	0	0	0	0	0	0	0	500	2000	12000	1000	20000	0	0	100000	2800	0	0	400	0	0	0	0	0	0	0	2100	6096	6097	6098	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
60033	赤炎幼龙	1	60033	0	1	20	10	10	10	10	0	0	0	0	0	0	0	0	0	500	2000	12000	1000	20000	0	0	100000	2800	0	0	400	0	0	0	0	0	0	0	2100	6099	6100	6101	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
60034	赤炎幼龙	1	60034	0	1	20	10	10	10	10	0	0	0	0	0	0	0	0	0	500	2000	12000	1000	20000	0	0	100000	2800	0	0	400	0	0	0	0	0	0	0	2100	6102	6103	6104	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
60035	雪魔虫	1	60035	0	1	20	10	10	10	10	0	0	0	0	0	0	0	0	0	500	2000	12000	1000	20000	0	0	100000	2800	0	0	400	0	0	0	0	0	0	0	2100	6105	6106	6107	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
60036	雪魔虫	1	60036	0	1	20	10	10	10	10	0	0	0	0	0	0	0	0	0	500	2000	12000	1000	20000	0	0	100000	2800	0	0	400	0	0	0	0	0	0	0	2100	6108	6109	6110	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
60037	雪魔虫	1	60037	0	1	20	10	10	10	10	0	0	0	0	0	0	0	0	0	500	2000	12000	1000	20000	0	0	100000	2800	0	0	400	0	0	0	0	0	0	0	2100	6111	6112	6113	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
60038	雪魔虫	1	60038	0	1	20	10	10	10	10	0	0	0	0	0	0	0	0	0	500	2000	12000	1000	20000	0	0	100000	2800	0	0	400	0	0	0	0	0	0	0	2100	6114	6115	6116	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
60039	雪魔虫	1	60039	0	1	20	10	10	10	10	0	0	0	0	0	0	0	0	0	500	2000	12000	1000	20000	0	0	100000	2800	0	0	400	0	0	0	0	0	0	0	2100	6117	6118	6119	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
60040	海怪	1	60040	0	1	20	10	10	10	10	0	0	0	0	0	0	0	0	0	500	2000	12000	1000	20000	0	0	100000	2800	0	0	400	0	0	0	0	0	0	0	2100	6120	6121	6122	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
60041	海怪	1	60041	0	1	20	10	10	10	10	0	0	0	0	0	0	0	0	0	500	2000	12000	1000	20000	0	0	100000	2800	0	0	400	0	0	0	0	0	0	0	2100	6123	6124	6125	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
60042	海怪	1	60042	0	1	20	10	10	10	10	0	0	0	0	0	0	0	0	0	500	2000	12000	1000	20000	0	0	100000	2800	0	0	400	0	0	0	0	0	0	0	2100	6126	6127	6128	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
60043	海怪	1	60043	0	1	20	10	10	10	10	0	0	0	0	0	0	0	0	0	500	2000	12000	1000	20000	0	0	100000	2800	0	0	400	0	0	0	0	0	0	0	2100	6129	6130	6131	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
60044	海怪	1	60044	0	1	20	10	10	10	10	0	0	0	0	0	0	0	0	0	500	2000	12000	1000	20000	0	0	100000	2800	0	0	400	0	0	0	0	0	0	0	2100	6132	6133	6134	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
60045	铁齿怪	1	60045	0	1	20	10	10	10	10	0	0	0	0	0	0	0	0	0	500	2000	12000	1000	20000	0	0	100000	2800	0	0	400	0	0	0	0	0	0	0	2101	6135	6136	6137	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
60046	铁齿怪	1	60046	0	1	20	10	10	10	10	0	0	0	0	0	0	0	0	0	500	2000	12000	1000	20000	0	0	100000	2800	0	0	400	0	0	0	0	0	0	0	2101	6138	6139	6140	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
60047	铁齿怪	1	60047	0	1	20	10	10	10	10	0	0	0	0	0	0	0	0	0	500	2000	12000	1000	20000	0	0	100000	2800	0	0	400	0	0	0	0	0	0	0	2101	6141	6142	6143	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
60048	铁齿怪	1	60048	0	1	20	10	10	10	10	0	0	0	0	0	0	0	0	0	500	2000	12000	1000	20000	0	0	100000	2800	0	0	400	0	0	0	0	0	0	0	2101	6144	6145	6146	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
60049	铁齿怪	1	60049	0	1	20	10	10	10	10	0	0	0	0	0	0	0	0	0	500	2000	12000	1000	20000	0	0	100000	2800	0	0	400	0	0	0	0	0	0	0	2101	6147	6148	6149	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
60050	红魔龙	1	60050	0	1	20	10	10	10	10	0	0	0	0	0	0	0	0	0	500	2000	12000	1000	20000	0	0	100000	2800	0	0	400	0	0	0	0	0	0	0	2105	6150	6151	6152	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
60051	红魔龙	1	60051	0	1	20	10	10	10	10	0	0	0	0	0	0	0	0	0	500	2000	12000	1000	20000	0	0	100000	2800	0	0	400	0	0	0	0	0	0	0	2105	6153	6154	6155	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
60052	红魔龙	1	60052	0	1	20	10	10	10	10	0	0	0	0	0	0	0	0	0	500	2000	12000	1000	20000	0	0	100000	2800	0	0	400	0	0	0	0	0	0	0	2105	6156	6157	6158	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
60053	红魔龙	1	60053	0	1	20	10	10	10	10	0	0	0	0	0	0	0	0	0	500	2000	12000	1000	20000	0	0	100000	2800	0	0	400	0	0	0	0	0	0	0	2105	6159	6160	6161	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
60054	红魔龙	1	60054	0	1	20	10	10	10	10	0	0	0	0	0	0	0	0	0	500	2000	12000	1000	20000	0	0	100000	2800	0	0	400	0	0	0	0	0	0	0	2105	6162	6163	6164	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
60055	树人	1	60055	0	1	20	10	10	10	10	0	0	0	0	0	0	0	0	0	500	2000	12000	1000	20000	0	0	100000	2800	0	0	400	0	0	0	0	0	0	0	2101	6165	6166	6167	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
60056	树人	1	60056	0	1	20	10	10	10	10	0	0	0	0	0	0	0	0	0	500	2000	12000	1000	20000	0	0	100000	2800	0	0	400	0	0	0	0	0	0	0	2101	6168	6169	6170	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
60057	树人	1	60057	0	1	20	10	10	10	10	0	0	0	0	0	0	0	0	0	500	2000	12000	1000	20000	0	0	100000	2800	0	0	400	0	0	0	0	0	0	0	2101	6171	6172	6173	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
60058	树人	1	60058	0	1	20	10	10	10	10	0	0	0	0	0	0	0	0	0	500	2000	12000	1000	20000	0	0	100000	2800	0	0	400	0	0	0	0	0	0	0	2101	6174	6175	6176	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
60059	树人	1	60059	0	1	20	10	10	10	10	0	0	0	0	0	0	0	0	0	500	2000	12000	1000	20000	0	0	100000	2800	0	0	400	0	0	0	0	0	0	0	2101	6177	6178	6179	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
