INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT
60000	1星哥布林	1100011	5	4194336	1	60000	0	1	-1	-1	0	-1	0	500	-1	-1	-1	-1	60000	0	1	1	9999	1	10	0	-1	-1	-1	-1	1	0	0	-1	-1	0	0	0
60001	2星哥布林	1100011	5	4194336	1	60000	1	1	-1	-1	0	-1	0	500	-1	-1	-1	-1	60001	0	1	1	9999	1	10	0	-1	-1	-1	-1	1	0	0	-1	-1	0	0	0
60002	3星哥布林	1100011	5	4194336	1	60000	2	1	-1	-1	0	-1	0	500	-1	-1	-1	-1	60002	0	1	1	9999	1	10	0	-1	-1	-1	-1	1	0	0	-1	-1	0	0	0
60003	4星哥布林	1100011	5	4194336	1	60000	3	1	-1	-1	0	-1	0	500	-1	-1	-1	-1	60003	0	1	1	9999	1	10	0	-1	-1	-1	-1	1	0	0	-1	-1	0	0	0
60004	5星哥布林	1100011	5	4194336	1	60000	4	1	-1	-1	0	-1	0	500	-1	-1	-1	-1	60004	0	1	1	9999	1	10	0	-1	-1	-1	-1	1	0	0	-1	-1	0	0	0
60005	1星巨人	1100004	5	4194336	1	60000	0	1	-1	-1	0	-1	0	500	-1	-1	-1	-1	60005	0	1	1	9999	1	10	0	-1	-1	-1	-1	1	0	0	-1	-1	0	0	0
60006	2星巨人	1100004	5	4194336	1	60000	1	1	-1	-1	0	-1	0	500	-1	-1	-1	-1	60006	0	1	1	9999	1	10	0	-1	-1	-1	-1	1	0	0	-1	-1	0	0	0
60007	3星巨人	1100004	5	4194336	1	60000	2	1	-1	-1	0	-1	0	500	-1	-1	-1	-1	60007	0	1	1	9999	1	10	0	-1	-1	-1	-1	1	0	0	-1	-1	0	0	0
60008	4星巨人	1100004	5	4194336	1	60000	3	1	-1	-1	0	-1	0	500	-1	-1	-1	-1	60008	0	1	1	9999	1	10	0	-1	-1	-1	-1	1	0	0	-1	-1	0	0	0
60009	5星巨人	1100004	5	4194336	1	60000	4	1	-1	-1	0	-1	0	500	-1	-1	-1	-1	60009	0	1	1	9999	1	10	0	-1	-1	-1	-1	1	0	0	-1	-1	0	0	0
60010	1星蓝魔巨人	1100018	5	4194336	1	60000	0	1	-1	-1	0	-1	0	500	-1	-1	-1	-1	60010	0	1	1	9999	1	10	0	-1	-1	-1	-1	1	0	0	-1	-1	0	0	0
60011	2星蓝魔巨人	1100018	5	4194336	1	60000	1	1	-1	-1	0	-1	0	500	-1	-1	-1	-1	60011	0	1	1	9999	1	10	0	-1	-1	-1	-1	1	0	0	-1	-1	0	0	0
60012	3星蓝魔巨人	1100018	5	4194336	1	60000	2	1	-1	-1	0	-1	0	500	-1	-1	-1	-1	60012	0	1	1	9999	1	10	0	-1	-1	-1	-1	1	0	0	-1	-1	0	0	0
60013	4星蓝魔巨人	1100018	5	4194336	1	60000	3	1	-1	-1	0	-1	0	500	-1	-1	-1	-1	60013	0	1	1	9999	1	10	0	-1	-1	-1	-1	1	0	0	-1	-1	0	0	0
60014	5星蓝魔巨人	1100018	5	4194336	1	60000	4	1	-1	-1	0	-1	0	500	-1	-1	-1	-1	60014	0	1	1	9999	1	10	0	-1	-1	-1	-1	1	0	0	-1	-1	0	0	0
60015	1星霜雪巨人	1100020	5	4194336	1	60000	0	1	-1	-1	0	-1	0	500	-1	-1	-1	-1	60015	0	1	1	9999	1	10	0	-1	-1	-1	-1	1	0	0	-1	-1	0	0	0
60016	2星霜雪巨人	1100020	5	4194336	1	60000	1	1	-1	-1	0	-1	0	500	-1	-1	-1	-1	60016	0	1	1	9999	1	10	0	-1	-1	-1	-1	1	0	0	-1	-1	0	0	0
60017	3星霜雪巨人	1100020	5	4194336	1	60000	2	1	-1	-1	0	-1	0	500	-1	-1	-1	-1	60017	0	1	1	9999	1	10	0	-1	-1	-1	-1	1	0	0	-1	-1	0	0	0
60018	4星霜雪巨人	1100020	5	4194336	1	60000	3	1	-1	-1	0	-1	0	500	-1	-1	-1	-1	60018	0	1	1	9999	1	10	0	-1	-1	-1	-1	1	0	0	-1	-1	0	0	0
60019	5星霜雪巨人	1100020	5	4194336	1	60000	4	1	-1	-1	0	-1	0	500	-1	-1	-1	-1	60019	0	1	1	9999	1	10	0	-1	-1	-1	-1	1	0	0	-1	-1	0	0	0
60020	1星美人鱼	1100041	5	4194336	1	60000	0	1	-1	-1	0	-1	0	500	-1	-1	-1	-1	60020	0	1	1	9999	1	10	0	-1	-1	-1	-1	1	0	0	-1	-1	0	0	0
60021	2星美人鱼	1100041	5	4194336	1	60000	1	1	-1	-1	0	-1	0	500	-1	-1	-1	-1	60021	0	1	1	9999	1	10	0	-1	-1	-1	-1	1	0	0	-1	-1	0	0	0
60022	3星美人鱼	1100041	5	4194336	1	60000	2	1	-1	-1	0	-1	0	500	-1	-1	-1	-1	60022	0	1	1	9999	1	10	0	-1	-1	-1	-1	1	0	0	-1	-1	0	0	0
60023	4星美人鱼	1100041	5	4194336	1	60000	3	1	-1	-1	0	-1	0	500	-1	-1	-1	-1	60023	0	1	1	9999	1	10	0	-1	-1	-1	-1	1	0	0	-1	-1	0	0	0
60024	5星美人鱼	1100041	5	4194336	1	60000	4	1	-1	-1	0	-1	0	500	-1	-1	-1	-1	60024	0	1	1	9999	1	10	0	-1	-1	-1	-1	1	0	0	-1	-1	0	0	0
60025	1星魔域战士	1100032	5	4194336	1	60000	0	1	-1	-1	0	-1	0	500	-1	-1	-1	-1	60025	0	1	1	9999	1	10	0	-1	-1	-1	-1	1	0	0	-1	-1	0	0	0
60026	2星魔域战士	1100032	5	4194336	1	60000	1	1	-1	-1	0	-1	0	500	-1	-1	-1	-1	60026	0	1	1	9999	1	10	0	-1	-1	-1	-1	1	0	0	-1	-1	0	0	0
60027	3星魔域战士	1100032	5	4194336	1	60000	2	1	-1	-1	0	-1	0	500	-1	-1	-1	-1	60027	0	1	1	9999	1	10	0	-1	-1	-1	-1	1	0	0	-1	-1	0	0	0
60028	4星魔域战士	1100032	5	4194336	1	60000	3	1	-1	-1	0	-1	0	500	-1	-1	-1	-1	60028	0	1	1	9999	1	10	0	-1	-1	-1	-1	1	0	0	-1	-1	0	0	0
60029	5星魔域战士	1100032	5	4194336	1	60000	4	1	-1	-1	0	-1	0	500	-1	-1	-1	-1	60029	0	1	1	9999	1	10	0	-1	-1	-1	-1	1	0	0	-1	-1	0	0	0
60030	1星幼龙	1100001	5	4194336	1	60000	0	1	-1	-1	0	-1	0	500	-1	-1	-1	-1	60030	0	1	1	9999	1	10	0	-1	-1	-1	-1	1	0	0	-1	-1	0	0	0
60031	2星幼龙	1100001	5	4194336	1	60000	1	1	-1	-1	0	-1	0	500	-1	-1	-1	-1	60031	0	1	1	9999	1	10	0	-1	-1	-1	-1	1	0	0	-1	-1	0	0	0
60032	3星幼龙	1100001	5	4194336	1	60000	2	1	-1	-1	0	-1	0	500	-1	-1	-1	-1	60032	0	1	1	9999	1	10	0	-1	-1	-1	-1	1	0	0	-1	-1	0	0	0
60033	4星幼龙	1100001	5	4194336	1	60000	3	1	-1	-1	0	-1	0	500	-1	-1	-1	-1	60033	0	1	1	9999	1	10	0	-1	-1	-1	-1	1	0	0	-1	-1	0	0	0
60034	5星幼龙	1100001	5	4194336	1	60000	4	1	-1	-1	0	-1	0	500	-1	-1	-1	-1	60034	0	1	1	9999	1	10	0	-1	-1	-1	-1	1	0	0	-1	-1	0	0	0
60035	1星雪魔虫	1100016	5	4194336	1	60000	0	1	-1	-1	0	-1	0	500	-1	-1	-1	-1	60035	0	1	1	9999	1	10	0	-1	-1	-1	-1	1	0	0	-1	-1	0	0	0
60036	2星雪魔虫	1100016	5	4194336	1	60000	1	1	-1	-1	0	-1	0	500	-1	-1	-1	-1	60036	0	1	1	9999	1	10	0	-1	-1	-1	-1	1	0	0	-1	-1	0	0	0
60037	3星雪魔虫	1100016	5	4194336	1	60000	2	1	-1	-1	0	-1	0	500	-1	-1	-1	-1	60037	0	1	1	9999	1	10	0	-1	-1	-1	-1	1	0	0	-1	-1	0	0	0
60038	4星雪魔虫	1100016	5	4194336	1	60000	3	1	-1	-1	0	-1	0	500	-1	-1	-1	-1	60038	0	1	1	9999	1	10	0	-1	-1	-1	-1	1	0	0	-1	-1	0	0	0
60039	5星雪魔虫	1100016	5	4194336	1	60000	4	1	-1	-1	0	-1	0	500	-1	-1	-1	-1	60039	0	1	1	9999	1	10	0	-1	-1	-1	-1	1	0	0	-1	-1	0	0	0
60040	1星鱼怪	1100043	5	4194336	1	60000	0	1	-1	-1	0	-1	0	500	-1	-1	-1	-1	60040	0	1	1	9999	1	10	0	-1	-1	-1	-1	1	0	0	-1	-1	0	0	0
60041	2星鱼怪	1100043	5	4194336	1	60000	1	1	-1	-1	0	-1	0	500	-1	-1	-1	-1	60041	0	1	1	9999	1	10	0	-1	-1	-1	-1	1	0	0	-1	-1	0	0	0
60042	3星鱼怪	1100043	5	4194336	1	60000	2	1	-1	-1	0	-1	0	500	-1	-1	-1	-1	60042	0	1	1	9999	1	10	0	-1	-1	-1	-1	1	0	0	-1	-1	0	0	0
60043	4星鱼怪	1100043	5	4194336	1	60000	3	1	-1	-1	0	-1	0	500	-1	-1	-1	-1	60043	0	1	1	9999	1	10	0	-1	-1	-1	-1	1	0	0	-1	-1	0	0	0
60044	5星鱼怪	1100043	5	4194336	1	60000	4	1	-1	-1	0	-1	0	500	-1	-1	-1	-1	60044	0	1	1	9999	1	10	0	-1	-1	-1	-1	1	0	0	-1	-1	0	0	0
60045	1星铁齿怪	1100047	5	4194336	1	60000	0	1	-1	-1	0	-1	0	500	-1	-1	-1	-1	60045	0	1	1	9999	1	10	0	-1	-1	-1	-1	1	0	0	-1	-1	0	0	0
60046	2星铁齿怪	1100047	5	4194336	1	60000	1	1	-1	-1	0	-1	0	500	-1	-1	-1	-1	60046	0	1	1	9999	1	10	0	-1	-1	-1	-1	1	0	0	-1	-1	0	0	0
60047	3星铁齿怪	1100047	5	4194336	1	60000	2	1	-1	-1	0	-1	0	500	-1	-1	-1	-1	60047	0	1	1	9999	1	10	0	-1	-1	-1	-1	1	0	0	-1	-1	0	0	0
60048	4星铁齿怪	1100047	5	4194336	1	60000	3	1	-1	-1	0	-1	0	500	-1	-1	-1	-1	60048	0	1	1	9999	1	10	0	-1	-1	-1	-1	1	0	0	-1	-1	0	0	0
60049	5星铁齿怪	1100047	5	4194336	1	60000	4	1	-1	-1	0	-1	0	500	-1	-1	-1	-1	60049	0	1	1	9999	1	10	0	-1	-1	-1	-1	1	0	0	-1	-1	0	0	0
60050	1星红魔龙	1100058	5	4194336	1	60000	0	1	-1	-1	0	-1	0	500	-1	-1	-1	-1	60050	0	1	1	9999	1	10	0	-1	-1	-1	-1	1	0	0	-1	-1	0	0	0
60051	2星红魔龙	1100058	5	4194336	1	60000	1	1	-1	-1	0	-1	0	500	-1	-1	-1	-1	60051	0	1	1	9999	1	10	0	-1	-1	-1	-1	1	0	0	-1	-1	0	0	0
60052	3星红魔龙	1100058	5	4194336	1	60000	2	1	-1	-1	0	-1	0	500	-1	-1	-1	-1	60052	0	1	1	9999	1	10	0	-1	-1	-1	-1	1	0	0	-1	-1	0	0	0
60053	4星红魔龙	1100058	5	4194336	1	60000	3	1	-1	-1	0	-1	0	500	-1	-1	-1	-1	60053	0	1	1	9999	1	10	0	-1	-1	-1	-1	1	0	0	-1	-1	0	0	0
60054	5星红魔龙	1100058	5	4194336	1	60000	4	1	-1	-1	0	-1	0	500	-1	-1	-1	-1	60054	0	1	1	9999	1	10	0	-1	-1	-1	-1	1	0	0	-1	-1	0	0	0
60055	1星树人	1100013	5	4194336	1	60000	0	1	-1	-1	0	-1	0	500	-1	-1	-1	-1	60055	0	1	1	9999	1	10	0	-1	-1	-1	-1	1	0	0	-1	-1	0	0	0
60056	2星树人	1100013	5	4194336	1	60000	1	1	-1	-1	0	-1	0	500	-1	-1	-1	-1	60056	0	1	1	9999	1	10	0	-1	-1	-1	-1	1	0	0	-1	-1	0	0	0
60057	3星树人	1100013	5	4194336	1	60000	2	1	-1	-1	0	-1	0	500	-1	-1	-1	-1	60057	0	1	1	9999	1	10	0	-1	-1	-1	-1	1	0	0	-1	-1	0	0	0
60058	4星树人	1100013	5	4194336	1	60000	3	1	-1	-1	0	-1	0	500	-1	-1	-1	-1	60058	0	1	1	9999	1	10	0	-1	-1	-1	-1	1	0	0	-1	-1	0	0	0
60059	5星树人	1100013	5	4194336	1	60000	4	1	-1	-1	0	-1	0	500	-1	-1	-1	-1	60059	0	1	1	9999	1	10	0	-1	-1	-1	-1	1	0	0	-1	-1	0	0	0
60060	1星岩石巨人	1100015	5	4194336	1	60000	0	1	-1	-1	0	-1	0	500	-1	-1	-1	-1	60060	0	1	1	9999	1	10	0	-1	-1	-1	-1	1	0	0	-1	-1	0	0	0
60061	2星岩石巨人	1100015	5	4194336	1	60000	1	1	-1	-1	0	-1	0	500	-1	-1	-1	-1	60061	0	1	1	9999	1	10	0	-1	-1	-1	-1	1	0	0	-1	-1	0	0	0
60062	3星岩石巨人	1100015	5	4194336	1	60000	2	1	-1	-1	0	-1	0	500	-1	-1	-1	-1	60062	0	1	1	9999	1	10	0	-1	-1	-1	-1	1	0	0	-1	-1	0	0	0
60063	4星岩石巨人	1100015	5	4194336	1	60000	3	1	-1	-1	0	-1	0	500	-1	-1	-1	-1	60063	0	1	1	9999	1	10	0	-1	-1	-1	-1	1	0	0	-1	-1	0	0	0
60064	5星岩石巨人	1100015	5	4194336	1	60000	4	1	-1	-1	0	-1	0	500	-1	-1	-1	-1	60064	0	1	1	9999	1	10	0	-1	-1	-1	-1	1	0	0	-1	-1	0	0	0
60065	1星冰晶兽	1100017	5	4194336	1	60000	0	1	-1	-1	0	-1	0	500	-1	-1	-1	-1	60065	0	1	1	9999	1	10	0	-1	-1	-1	-1	1	0	0	-1	-1	0	0	0
60066	2星冰晶兽	1100017	5	4194336	1	60000	1	1	-1	-1	0	-1	0	500	-1	-1	-1	-1	60066	0	1	1	9999	1	10	0	-1	-1	-1	-1	1	0	0	-1	-1	0	0	0
60067	3星冰晶兽	1100017	5	4194336	1	60000	2	1	-1	-1	0	-1	0	500	-1	-1	-1	-1	60067	0	1	1	9999	1	10	0	-1	-1	-1	-1	1	0	0	-1	-1	0	0	0
60068	4星冰晶兽	1100017	5	4194336	1	60000	3	1	-1	-1	0	-1	0	500	-1	-1	-1	-1	60068	0	1	1	9999	1	10	0	-1	-1	-1	-1	1	0	0	-1	-1	0	0	0
60069	5星冰晶兽	1100017	5	4194336	1	60000	4	1	-1	-1	0	-1	0	500	-1	-1	-1	-1	60069	0	1	1	9999	1	10	0	-1	-1	-1	-1	1	0	0	-1	-1	0	0	0
60070	1星风后	1100054	5	4194336	1	60000	0	1	-1	-1	0	-1	0	500	-1	-1	-1	-1	60070	0	1	1	9999	1	10	0	-1	-1	-1	-1	1	0	0	-1	-1	0	0	0
60071	2星风后	1100054	5	4194336	1	60000	1	1	-1	-1	0	-1	0	500	-1	-1	-1	-1	60071	0	1	1	9999	1	10	0	-1	-1	-1	-1	1	0	0	-1	-1	0	0	0
60072	3星风后	1100054	5	4194336	1	60000	2	1	-1	-1	0	-1	0	500	-1	-1	-1	-1	60072	0	1	1	9999	1	10	0	-1	-1	-1	-1	1	0	0	-1	-1	0	0	0
60073	4星风后	1100054	5	4194336	1	60000	3	1	-1	-1	0	-1	0	500	-1	-1	-1	-1	60073	0	1	1	9999	1	10	0	-1	-1	-1	-1	1	0	0	-1	-1	0	0	0
60074	5星风后	1100054	5	4194336	1	60000	4	1	-1	-1	0	-1	0	500	-1	-1	-1	-1	60074	0	1	1	9999	1	10	0	-1	-1	-1	-1	1	0	0	-1	-1	0	0	0
60075	1星石骨兽	1100036	5	4194336	1	60000	0	1	-1	-1	0	-1	0	500	-1	-1	-1	-1	60075	0	1	1	9999	1	10	0	-1	-1	-1	-1	1	0	0	-1	-1	0	0	0
60076	2星石骨兽	1100036	5	4194336	1	60000	1	1	-1	-1	0	-1	0	500	-1	-1	-1	-1	60076	0	1	1	9999	1	10	0	-1	-1	-1	-1	1	0	0	-1	-1	0	0	0
60077	3星石骨兽	1100036	5	4194336	1	60000	2	1	-1	-1	0	-1	0	500	-1	-1	-1	-1	60077	0	1	1	9999	1	10	0	-1	-1	-1	-1	1	0	0	-1	-1	0	0	0
60078	4星石骨兽	1100036	5	4194336	1	60000	3	1	-1	-1	0	-1	0	500	-1	-1	-1	-1	60078	0	1	1	9999	1	10	0	-1	-1	-1	-1	1	0	0	-1	-1	0	0	0
60079	5星石骨兽	1100036	5	4194336	1	60000	4	1	-1	-1	0	-1	0	500	-1	-1	-1	-1	60079	0	1	1	9999	1	10	0	-1	-1	-1	-1	1	0	0	-1	-1	0	0	0
60080	1星荒古魔蜥	1100045	5	4194336	1	60000	0	1	-1	-1	0	-1	0	500	-1	-1	-1	-1	60080	0	1	1	9999	1	10	0	-1	-1	-1	-1	1	0	0	-1	-1	0	0	0
60081	2星荒古魔蜥	1100045	5	4194336	1	60000	1	1	-1	-1	0	-1	0	500	-1	-1	-1	-1	60081	0	1	1	9999	1	10	0	-1	-1	-1	-1	1	0	0	-1	-1	0	0	0
60082	3星荒古魔蜥	1100045	5	4194336	1	60000	2	1	-1	-1	0	-1	0	500	-1	-1	-1	-1	60082	0	1	1	9999	1	10	0	-1	-1	-1	-1	1	0	0	-1	-1	0	0	0
60083	4星荒古魔蜥	1100045	5	4194336	1	60000	3	1	-1	-1	0	-1	0	500	-1	-1	-1	-1	60083	0	1	1	9999	1	10	0	-1	-1	-1	-1	1	0	0	-1	-1	0	0	0
60084	5星荒古魔蜥	1100045	5	4194336	1	60000	4	1	-1	-1	0	-1	0	500	-1	-1	-1	-1	60084	0	1	1	9999	1	10	0	-1	-1	-1	-1	1	0	0	-1	-1	0	0	0
60085	1星蛇发女妖	1100050	5	4194336	1	60000	0	1	-1	-1	0	-1	0	500	-1	-1	-1	-1	60085	0	1	1	9999	1	10	0	-1	-1	-1	-1	1	0	0	-1	-1	0	0	0
60086	2星蛇发女妖	1100050	5	4194336	1	60000	1	1	-1	-1	0	-1	0	500	-1	-1	-1	-1	60086	0	1	1	9999	1	10	0	-1	-1	-1	-1	1	0	0	-1	-1	0	0	0
60087	3星蛇发女妖	1100050	5	4194336	1	60000	2	1	-1	-1	0	-1	0	500	-1	-1	-1	-1	60087	0	1	1	9999	1	10	0	-1	-1	-1	-1	1	0	0	-1	-1	0	0	0
60088	4星蛇发女妖	1100050	5	4194336	1	60000	3	1	-1	-1	0	-1	0	500	-1	-1	-1	-1	60088	0	1	1	9999	1	10	0	-1	-1	-1	-1	1	0	0	-1	-1	0	0	0
60089	5星蛇发女妖	1100050	5	4194336	1	60000	4	1	-1	-1	0	-1	0	500	-1	-1	-1	-1	60089	0	1	1	9999	1	10	0	-1	-1	-1	-1	1	0	0	-1	-1	0	0	0
60090	1星幻影骑士	1100057	5	4194336	1	60000	0	1	-1	-1	0	-1	0	500	-1	-1	-1	-1	60090	0	1	1	9999	1	10	0	-1	-1	-1	-1	1	0	0	-1	-1	0	0	0
60091	2星幻影骑士	1100057	5	4194336	1	60000	1	1	-1	-1	0	-1	0	500	-1	-1	-1	-1	60091	0	1	1	9999	1	10	0	-1	-1	-1	-1	1	0	0	-1	-1	0	0	0
60092	3星幻影骑士	1100057	5	4194336	1	60000	2	1	-1	-1	0	-1	0	500	-1	-1	-1	-1	60092	0	1	1	9999	1	10	0	-1	-1	-1	-1	1	0	0	-1	-1	0	0	0
60093	4星幻影骑士	1100057	5	4194336	1	60000	3	1	-1	-1	0	-1	0	500	-1	-1	-1	-1	60093	0	1	1	9999	1	10	0	-1	-1	-1	-1	1	0	0	-1	-1	0	0	0
60094	5星幻影骑士	1100057	5	4194336	1	60000	4	1	-1	-1	0	-1	0	500	-1	-1	-1	-1	60094	0	1	1	9999	1	10	0	-1	-1	-1	-1	1	0	0	-1	-1	0	0	0
60095	1星犀牛兽	1100002	5	4194336	1	60000	0	1	-1	-1	0	-1	0	500	-1	-1	-1	-1	60095	0	1	1	9999	1	10	0	-1	-1	-1	-1	1	0	0	-1	-1	0	0	0
60096	2星犀牛兽	1100002	5	4194336	1	60000	1	1	-1	-1	0	-1	0	500	-1	-1	-1	-1	60096	0	1	1	9999	1	10	0	-1	-1	-1	-1	1	0	0	-1	-1	0	0	0
60097	3星犀牛兽	1100002	5	4194336	1	60000	2	1	-1	-1	0	-1	0	500	-1	-1	-1	-1	60097	0	1	1	9999	1	10	0	-1	-1	-1	-1	1	0	0	-1	-1	0	0	0
60098	4星犀牛兽	1100002	5	4194336	1	60000	3	1	-1	-1	0	-1	0	500	-1	-1	-1	-1	60098	0	1	1	9999	1	10	0	-1	-1	-1	-1	1	0	0	-1	-1	0	0	0
60099	5星犀牛兽	1100002	5	4194336	1	60000	4	1	-1	-1	0	-1	0	500	-1	-1	-1	-1	60099	0	1	1	9999	1	10	0	-1	-1	-1	-1	1	0	0	-1	-1	0	0	0
60100	1星骷髅兵	1100005	5	4194336	1	60000	0	1	-1	-1	0	-1	0	500	-1	-1	-1	-1	60100	0	1	1	9999	1	10	0	-1	-1	-1	-1	1	0	0	-1	-1	0	0	0
60101	2星骷髅兵	1100005	5	4194336	1	60000	1	1	-1	-1	0	-1	0	500	-1	-1	-1	-1	60101	0	1	1	9999	1	10	0	-1	-1	-1	-1	1	0	0	-1	-1	0	0	0
60102	3星骷髅兵	1100005	5	4194336	1	60000	2	1	-1	-1	0	-1	0	500	-1	-1	-1	-1	60102	0	1	1	9999	1	10	0	-1	-1	-1	-1	1	0	0	-1	-1	0	0	0
60103	4星骷髅兵	1100005	5	4194336	1	60000	3	1	-1	-1	0	-1	0	500	-1	-1	-1	-1	60103	0	1	1	9999	1	10	0	-1	-1	-1	-1	1	0	0	-1	-1	0	0	0
60104	5星骷髅兵	1100005	5	4194336	1	60000	4	1	-1	-1	0	-1	0	500	-1	-1	-1	-1	60104	0	1	1	9999	1	10	0	-1	-1	-1	-1	1	0	0	-1	-1	0	0	0
60105	1星蜘蛛	1100000	5	4194336	1	60000	0	1	-1	-1	0	-1	0	500	-1	-1	-1	-1	60105	0	1	1	9999	1	10	0	-1	-1	-1	-1	1	0	0	-1	-1	0	0	0
60106	2星蜘蛛	1100000	5	4194336	1	60000	1	1	-1	-1	0	-1	0	500	-1	-1	-1	-1	60106	0	1	1	9999	1	10	0	-1	-1	-1	-1	1	0	0	-1	-1	0	0	0
60107	3星蜘蛛	1100000	5	4194336	1	60000	2	1	-1	-1	0	-1	0	500	-1	-1	-1	-1	60107	0	1	1	9999	1	10	0	-1	-1	-1	-1	1	0	0	-1	-1	0	0	0
60108	4星蜘蛛	1100000	5	4194336	1	60000	3	1	-1	-1	0	-1	0	500	-1	-1	-1	-1	60108	0	1	1	9999	1	10	0	-1	-1	-1	-1	1	0	0	-1	-1	0	0	0
60109	5星蜘蛛	1100000	5	4194336	1	60000	4	1	-1	-1	0	-1	0	500	-1	-1	-1	-1	60109	0	1	1	9999	1	10	0	-1	-1	-1	-1	1	0	0	-1	-1	0	0	0
60110	1星盗贼	1100012	5	4194336	1	60000	0	1	-1	-1	0	-1	0	500	-1	-1	-1	-1	60110	0	1	1	9999	1	10	0	-1	-1	-1	-1	1	0	0	-1	-1	0	0	0
60111	2星盗贼	1100012	5	4194336	1	60000	1	1	-1	-1	0	-1	0	500	-1	-1	-1	-1	60111	0	1	1	9999	1	10	0	-1	-1	-1	-1	1	0	0	-1	-1	0	0	0
60112	3星盗贼	1100012	5	4194336	1	60000	2	1	-1	-1	0	-1	0	500	-1	-1	-1	-1	60112	0	1	1	9999	1	10	0	-1	-1	-1	-1	1	0	0	-1	-1	0	0	0
60113	4星盗贼	1100012	5	4194336	1	60000	3	1	-1	-1	0	-1	0	500	-1	-1	-1	-1	60113	0	1	1	9999	1	10	0	-1	-1	-1	-1	1	0	0	-1	-1	0	0	0
60114	5星盗贼	1100012	5	4194336	1	60000	4	1	-1	-1	0	-1	0	500	-1	-1	-1	-1	60114	0	1	1	9999	1	10	0	-1	-1	-1	-1	1	0	0	-1	-1	0	0	0
60115	1星毒尾兽	1100008	5	4194336	1	60000	0	1	-1	-1	0	-1	0	500	-1	-1	-1	-1	60115	0	1	1	9999	1	10	0	-1	-1	-1	-1	1	0	0	-1	-1	0	0	0
60116	2星毒尾兽	1100008	5	4194336	1	60000	1	1	-1	-1	0	-1	0	500	-1	-1	-1	-1	60116	0	1	1	9999	1	10	0	-1	-1	-1	-1	1	0	0	-1	-1	0	0	0
60117	3星毒尾兽	1100008	5	4194336	1	60000	2	1	-1	-1	0	-1	0	500	-1	-1	-1	-1	60117	0	1	1	9999	1	10	0	-1	-1	-1	-1	1	0	0	-1	-1	0	0	0
60118	4星毒尾兽	1100008	5	4194336	1	60000	3	1	-1	-1	0	-1	0	500	-1	-1	-1	-1	60118	0	1	1	9999	1	10	0	-1	-1	-1	-1	1	0	0	-1	-1	0	0	0
60119	5星毒尾兽	1100008	5	4194336	1	60000	4	1	-1	-1	0	-1	0	500	-1	-1	-1	-1	60119	0	1	1	9999	1	10	0	-1	-1	-1	-1	1	0	0	-1	-1	0	0	0
60120	1星亡灵	1100024	5	4194336	1	60000	0	1	-1	-1	0	-1	0	500	-1	-1	-1	-1	60120	0	1	1	9999	1	10	0	-1	-1	-1	-1	1	0	0	-1	-1	0	0	0
60121	2星亡灵	1100024	5	4194336	1	60000	1	1	-1	-1	0	-1	0	500	-1	-1	-1	-1	60121	0	1	1	9999	1	10	0	-1	-1	-1	-1	1	0	0	-1	-1	0	0	0
60122	3星亡灵	1100024	5	4194336	1	60000	2	1	-1	-1	0	-1	0	500	-1	-1	-1	-1	60122	0	1	1	9999	1	10	0	-1	-1	-1	-1	1	0	0	-1	-1	0	0	0
60123	4星亡灵	1100024	5	4194336	1	60000	3	1	-1	-1	0	-1	0	500	-1	-1	-1	-1	60123	0	1	1	9999	1	10	0	-1	-1	-1	-1	1	0	0	-1	-1	0	0	0
60124	5星亡灵	1100024	5	4194336	1	60000	4	1	-1	-1	0	-1	0	500	-1	-1	-1	-1	60124	0	1	1	9999	1	10	0	-1	-1	-1	-1	1	0	0	-1	-1	0	0	0
60125	1星亡灵巫师	1100030	5	4194336	1	60000	0	1	-1	-1	0	-1	0	500	-1	-1	-1	-1	60125	0	1	1	9999	1	10	0	-1	-1	-1	-1	1	0	0	-1	-1	0	0	0
60126	2星亡灵巫师	1100030	5	4194336	1	60000	1	1	-1	-1	0	-1	0	500	-1	-1	-1	-1	60126	0	1	1	9999	1	10	0	-1	-1	-1	-1	1	0	0	-1	-1	0	0	0
60127	3星亡灵巫师	1100030	5	4194336	1	60000	2	1	-1	-1	0	-1	0	500	-1	-1	-1	-1	60127	0	1	1	9999	1	10	0	-1	-1	-1	-1	1	0	0	-1	-1	0	0	0
60128	4星亡灵巫师	1100030	5	4194336	1	60000	3	1	-1	-1	0	-1	0	500	-1	-1	-1	-1	60128	0	1	1	9999	1	10	0	-1	-1	-1	-1	1	0	0	-1	-1	0	0	0
60129	5星亡灵巫师	1100030	5	4194336	1	60000	4	1	-1	-1	0	-1	0	500	-1	-1	-1	-1	60129	0	1	1	9999	1	10	0	-1	-1	-1	-1	1	0	0	-1	-1	0	0	0
60130	1星骨兵弓手	1100026	5	4194336	1	60000	0	1	-1	-1	0	-1	0	500	-1	-1	-1	-1	60130	0	1	1	9999	1	10	0	-1	-1	-1	-1	1	0	0	-1	-1	0	0	0
