INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT
5109	2	-1	0	-1	1667	1	4000	-1	1413	4000	7	1	2100	16	1	16	-1	-1	3	5	120	-1	-1	-1	-1	0	-1	-1	40	-1	-1	1057	5160	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	1	1	15
5110	2	-1	0	-1	2000	1	2000	-1	1412	2000	4	2	400	0	-1	16	5162	-1	1	7	-1	-1	-1	-1	-1	0	-1	-1	40	-1	-1	-1	5161	5163	-1	-1	-1	-1	2	-1	-1	-1	-1	-1	1	1	15
5111	2	-1	0	-1	1667	1	2000	-1	1410	1667	5	1	2000	16	1	16	-1	-1	5	4	20	-1	-1	-1	-1	0	-1	-1	40	-1	-1	1058	5164	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	1	1	15
5112	2	-1	0	-1	2167	1	4000	-1	1411	4000	7	1	2750	16	1	16	-1	-1	2	4	-1	-1	-1	-1	-1	0	-1	-1	40	-1	-1	1056	5165	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	1	1	15
5113	2	-1	0	-1	1667	1	4000	-1	1413	4000	7	1	2100	16	1	16	-1	-1	3	5	120	-1	-1	-1	-1	0	-1	-1	40	-1	-1	1057	5166	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	1	1	15
5114	2	-1	0	-1	2000	1	2000	-1	1412	2000	4	2	400	0	-1	16	5168	-1	1	7	-1	-1	-1	-1	-1	0	-1	-1	40	-1	-1	-1	5167	5169	-1	-1	-1	-1	2	-1	-1	-1	-1	-1	1	1	15
5115	2	-1	0	-1	1667	1	2000	-1	1410	1667	5	1	2000	16	1	16	-1	-1	5	4	20	-1	-1	-1	-1	0	-1	-1	40	-1	-1	1058	5170	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	1	1	15
5116	2	-1	0	-1	2167	1	4000	-1	1411	4000	7	1	2750	16	1	16	-1	-1	2	4	-1	-1	-1	-1	-1	0	-1	-1	40	-1	-1	1056	5171	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	1	1	15
5117	2	-1	0	-1	1667	1	4000	-1	1413	4000	7	1	2100	16	1	16	-1	-1	3	5	120	-1	-1	-1	-1	0	-1	-1	40	-1	-1	1057	5172	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	1	1	15
5118	2	-1	0	-1	2000	1	2000	-1	1412	2000	4	2	400	0	-1	16	5174	-1	1	7	-1	-1	-1	-1	-1	0	-1	-1	40	-1	-1	-1	5173	5175	-1	-1	-1	-1	2	-1	-1	-1	-1	-1	1	1	15
5119	2	-1	0	-1	1667	1	2000	-1	1410	1667	5	1	2000	16	1	16	-1	-1	5	4	20	-1	-1	-1	-1	0	-1	-1	40	-1	-1	1058	5176	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	1	1	15
5120	2	-1	0	-1	0	1	2000	-1	1402	2000	5	1	2000	16	1	16	-1	-1	5	3	20	-1	-1	-1	-1	0	-1	-1	40	-1	-1	1068	5177	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	1	1	15
5121	2	-1	0	-1	0	1	2667	-1	1401	2667	4	3	800	450	450	16	-1	-1	3	5	160	-1	-1	-1	-1	0	-1	-1	40	-1	-1	-1	5178	5178	5178	-1	-1	-1	0	-1	-1	-1	-1	-1	1	1	15
5122	2	-1	0	-1	0	1	2000	-1	1400	2000	0	-1	-1	-1	-1	-1	-1	-1	3	3	120	-1	-1	-1	-1	0	-1	850	40	-1	-1	-1	-1	5179	-1	5179	-1	-1	0	-1	-1	-1	-1	-1	1	1	15
5123	2	-1	0	-1	0	1	2000	-1	1402	2000	5	1	2000	16	1	16	-1	-1	5	3	20	-1	-1	-1	-1	0	-1	-1	40	-1	-1	1068	5180	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	1	1	15
5124	2	-1	0	-1	0	1	2667	-1	1401	2667	4	3	800	450	450	16	-1	-1	3	5	160	-1	-1	-1	-1	0	-1	-1	40	-1	-1	-1	5181	5181	5181	-1	-1	-1	0	-1	-1	-1	-1	-1	1	1	15
5125	2	-1	0	-1	0	1	2000	-1	1400	2000	0	-1	-1	-1	-1	-1	-1	-1	3	3	120	-1	-1	-1	-1	0	-1	850	40	-1	-1	-1	-1	5182	-1	5182	-1	-1	0	-1	-1	-1	-1	-1	1	1	15
5126	2	-1	0	-1	0	1	2000	-1	1402	2000	5	1	2000	16	1	16	-1	-1	5	3	20	-1	-1	-1	-1	0	-1	-1	10	-1	-1	1068	5183	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	1	1	15
5127	2	-1	0	-1	0	1	2667	-1	1401	2667	4	3	800	450	450	16	-1	-1	3	5	160	-1	-1	-1	-1	0	-1	-1	10	-1	-1	-1	5184	5184	5184	-1	-1	-1	0	-1	-1	-1	-1	-1	1	1	15
5128	2	-1	0	-1	0	1	2000	-1	1400	2000	0	-1	-1	-1	-1	-1	-1	-1	3	3	120	-1	-1	-1	-1	0	-1	850	10	-1	-1	-1	-1	5185	-1	5185	-1	-1	0	-1	-1	-1	-1	-1	1	1	15
5129	2	-1	0	-1	0	1	2000	-1	1402	2000	5	1	2000	16	1	16	-1	-1	5	3	20	-1	-1	-1	-1	0	-1	-1	10	-1	-1	1068	5186	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	1	1	15
5130	2	-1	0	-1	0	1	2667	-1	1401	2667	4	3	800	450	450	16	-1	-1	3	5	160	-1	-1	-1	-1	0	-1	-1	10	-1	-1	-1	5187	5187	5187	-1	-1	-1	0	-1	-1	-1	-1	-1	1	1	15
5131	2	-1	0	-1	0	1	2000	-1	1400	2000	0	-1	-1	-1	-1	-1	-1	-1	3	3	120	-1	-1	-1	-1	0	-1	850	10	-1	-1	-1	-1	5188	-1	5188	-1	-1	0	-1	-1	-1	-1	-1	1	1	15
5132	2	-1	0	-1	0	1	0	-1	1415	-1	0	-1	-1	-1	-1	4	-1	-1	3	8	180	-1	-1	-1	-1	0	-1	750	40	-1	-1	-1	-1	5189	-1	5189	-1	-1	0	-1	-1	-1	-1	-1	1	1	15
5133	2	-1	0	-1	0	1	0	-1	1416	-1	7	1	1200	16	0	16	-1	-1	2	11	-1	-1	-1	-1	-1	0	-1	-1	40	-1	-1	1097	5190	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	1	1	15
5134	2	-1	0	-1	0	1	0	-1	1415	-1	0	-1	-1	-1	-1	4	-1	-1	3	8	180	-1	-1	-1	-1	0	-1	750	40	-1	-1	-1	-1	5191	-1	5191	-1	-1	0	-1	-1	-1	-1	-1	1	1	15
5135	2	-1	0	-1	0	1	0	-1	1416	-1	7	1	1200	16	0	16	-1	-1	2	11	-1	-1	-1	-1	-1	0	-1	-1	40	-1	-1	1097	5192	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	1	1	15
5136	2	-1	0	-1	0	1	0	-1	1415	-1	0	-1	-1	-1	-1	4	-1	-1	3	8	180	-1	-1	-1	-1	0	-1	750	40	-1	-1	-1	-1	5193	-1	5193	-1	-1	0	-1	-1	-1	-1	-1	1	1	15
5137	2	-1	0	-1	0	1	0	-1	1416	-1	7	1	1200	16	0	16	-1	-1	2	11	-1	-1	-1	-1	-1	0	-1	-1	40	-1	-1	1097	5194	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	1	1	15
5138	2	-1	0	-1	0	1	0	-1	1415	-1	0	-1	-1	-1	-1	4	-1	-1	3	8	180	-1	-1	-1	-1	0	-1	750	40	-1	-1	-1	-1	5195	-1	5195	-1	-1	0	-1	-1	-1	-1	-1	1	1	15
5139	2	-1	0	-1	0	1	0	-1	1416	-1	7	1	1200	16	0	16	-1	-1	2	11	-1	-1	-1	-1	-1	0	-1	-1	40	-1	-1	1097	5196	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	1	1	15
5140	2	-1	0	-1	5000	1	1500	-1	1407	-1	0	-1	-1	-1	-1	4	-1	-1	3	10	180	-1	-1	-1	-1	0	-1	-1	40	-1	-1	-1	-1	5197	-1	5197	-1	-1	0	-1	-1	-1	-1	-1	1	1	15
5141	2	-1	0	-1	5000	1	1500	-1	1408	-1	7	1	1200	16	0	16	-1	-1	2	11	-1	-1	-1	-1	-1	0	-1	-1	40	-1	-1	1090	5198	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	1	1	15
5142	2	-1	0	-1	5000	1	1500	-1	1407	-1	0	-1	-1	-1	-1	4	-1	-1	3	10	180	-1	-1	-1	-1	0	-1	-1	40	-1	-1	-1	-1	5199	-1	5199	-1	-1	0	-1	-1	-1	-1	-1	1	1	15
5143	2	-1	0	-1	5000	1	1500	-1	1408	-1	7	1	1200	16	0	16	-1	-1	2	11	-1	-1	-1	-1	-1	0	-1	-1	40	-1	-1	1090	5200	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	1	1	15
5144	2	-1	0	-1	5000	1	1500	-1	1407	-1	0	-1	-1	-1	-1	4	-1	-1	3	10	180	-1	-1	-1	-1	0	-1	-1	40	-1	-1	-1	-1	5201	-1	5201	-1	-1	0	-1	-1	-1	-1	-1	1	1	15
5145	2	-1	0	-1	5000	1	1500	-1	1408	-1	7	1	1200	16	0	16	-1	-1	2	11	-1	-1	-1	-1	-1	0	-1	-1	40	-1	-1	1090	5202	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	1	1	15
5146	2	-1	0	-1	5000	1	1500	-1	1407	-1	0	-1	-1	-1	-1	4	-1	-1	3	10	180	-1	-1	-1	-1	0	-1	-1	40	-1	-1	-1	-1	5203	-1	5203	-1	-1	0	-1	-1	-1	-1	-1	1	1	15
5147	2	-1	0	-1	5000	1	1500	-1	1408	-1	7	1	1200	16	0	16	-1	-1	2	11	-1	-1	-1	-1	-1	0	-1	-1	40	-1	-1	1090	5204	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	1	1	15
5148	2	-1	0	-1	5000	1	1500	-1	1407	-1	0	-1	-1	-1	-1	4	-1	-1	3	10	180	-1	-1	-1	-1	0	-1	-1	40	-1	-1	-1	-1	5205	-1	5205	-1	-1	0	-1	-1	-1	-1	-1	1	1	15
5149	2	-1	0	-1	5000	1	1500	-1	1408	-1	7	1	1200	16	0	16	-1	-1	2	11	-1	-1	-1	-1	-1	0	-1	-1	40	-1	-1	1090	5206	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	1	1	15
5150	2	-1	0	-1	0	1	7000	-1	1001	7000	5	5	1300	16	1	16	-1	-1	5	2	20	-1	-1	-1	-1	0	-1	-1	10	-1	-1	1060	1059	-1	-1	-1	-1	0	0	-1	-1	-1	-1	-1	1	1	15
5151	2	-1	0	-1	0	1	6000	-1	1001	6000	5	2	3000	16	1	16	-1	-1	5	2	20	-1	-1	-1	-1	0	3000	-1	40	-1	-1	1010	5207	-1	-1	-1	-1	0	0	-1	-1	-1	-1	-1	1	1	15
5152	2	-1	0	-1	0	1	1500	5015	1000	0	0	-1	-1	-1	-1	16	-1	-1	1	6	-1	-1	-1	-1	-1	0	-1	500	40	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1	-1	1	1	15
5153	2	-1	0	-1	0	1	5000	-1	1004	4500	2	4500	500	16	0	16	-1	-1	3	7	90	-1	-1	-1	-1	0	-1	-1	40	-1	-1	-1	-1	5209	-1	5209	-1	0	0	-1	-1	-1	-1	-1	1	1	15
5154	2	-1	0	-1	0	1	6000	-1	1001	6000	5	2	3000	16	1	16	-1	-1	5	2	20	-1	-1	-1	-1	0	3000	-1	40	-1	-1	1010	5210	-1	-1	-1	-1	0	0	-1	-1	-1	-1	-1	1	1	15
5155	2	-1	0	-1	0	1	1500	5016	1000	0	0	-1	-1	-1	-1	16	-1	-1	1	6	-1	-1	-1	-1	-1	0	-1	500	40	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1	-1	1	1	15
5156	2	-1	0	-1	0	1	5000	-1	1004	4500	2	4500	500	16	0	16	-1	-1	3	7	90	-1	-1	-1	-1	0	-1	-1	40	-1	-1	-1	-1	5212	-1	5212	-1	0	0	-1	-1	-1	-1	-1	1	1	15
5157	2	-1	0	-1	0	1	6000	-1	1001	6000	5	2	3000	16	1	16	-1	-1	5	2	20	-1	-1	-1	-1	0	3000	-1	40	-1	-1	1010	5213	-1	-1	-1	-1	0	0	-1	-1	-1	-1	-1	1	1	15
5158	2	-1	0	-1	0	1	1500	5017	1000	0	0	-1	-1	-1	-1	16	-1	-1	1	6	-1	-1	-1	-1	-1	0	-1	500	40	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1	-1	1	1	15
5159	2	-1	0	-1	0	1	5000	-1	1004	4500	2	4500	500	16	0	16	-1	-1	3	7	90	-1	-1	-1	-1	0	-1	-1	40	-1	-1	-1	-1	5215	-1	5215	-1	0	0	-1	-1	-1	-1	-1	1	1	15
5160	2	-1	0	-1	0	1	6000	-1	1001	6000	5	2	3000	16	1	16	-1	-1	5	2	20	-1	-1	-1	-1	0	3000	-1	40	-1	-1	1010	5216	-1	-1	-1	-1	0	0	-1	-1	-1	-1	-1	1	1	15
5161	2	-1	0	-1	0	1	1500	5018	1000	0	0	-1	-1	-1	-1	16	-1	-1	1	6	-1	-1	-1	-1	-1	0	-1	500	40	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1	-1	1	1	15
5162	2	-1	0	-1	0	1	5000	-1	1004	4500	2	4500	500	16	0	16	-1	-1	3	7	90	-1	-1	-1	-1	0	-1	-1	40	-1	-1	-1	-1	5218	-1	5218	-1	0	0	-1	-1	-1	-1	-1	1	1	15
5163	2	-1	0	-1	0	1	6000	-1	1001	6000	5	2	3000	16	1	16	-1	-1	5	2	20	-1	-1	-1	-1	0	3000	-1	40	-1	-1	1010	5219	-1	-1	-1	-1	0	0	-1	-1	-1	-1	-1	1	1	15
5164	2	-1	0	-1	0	1	1500	5019	1000	0	0	-1	-1	-1	-1	16	-1	-1	1	6	-1	-1	-1	-1	-1	0	-1	500	40	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1	-1	1	1	15
5165	2	-1	0	-1	0	1	5000	-1	1004	4500	2	4500	500	16	0	16	-1	-1	3	7	90	-1	-1	-1	-1	0	-1	-1	40	-1	-1	-1	-1	5221	-1	5221	-1	0	0	-1	-1	-1	-1	-1	1	1	15
5166	2	-1	0	-1	2167	1	4000	-1	1411	4000	7	1	2750	16	1	16	-1	-1	2	4	-1	-1	-1	-1	-1	0	-1	-1	40	-1	-1	1056	5222	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	1	1	15
5167	2	-1	0	-1	1667	1	4000	-1	1413	4000	7	1	2100	16	1	16	-1	-1	3	5	120	-1	-1	-1	-1	0	-1	-1	40	-1	-1	1057	5223	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	1	1	15
5168	2	-1	0	-1	2000	1	2000	-1	1412	2000	4	2	400	0	-1	16	5225	-1	1	7	-1	-1	-1	-1	-1	0	-1	-1	40	-1	-1	-1	5224	5226	-1	-1	-1	-1	2	-1	-1	-1	-1	-1	1	1	15
5169	2	-1	0	-1	1667	1	2000	-1	1410	1667	5	1	2000	16	1	16	-1	-1	5	4	20	-1	-1	-1	-1	0	-1	-1	40	-1	-1	1058	5227	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	1	1	15
5170	2	-1	0	-1	2167	1	4000	-1	1411	4000	7	1	2750	16	1	16	-1	-1	2	4	-1	-1	-1	-1	-1	0	-1	-1	40	-1	-1	1056	5228	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	1	1	15
5171	2	-1	0	-1	1667	1	4000	-1	1413	4000	7	1	2100	16	1	16	-1	-1	3	5	120	-1	-1	-1	-1	0	-1	-1	40	-1	-1	1057	5229	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	1	1	15
5172	2	-1	0	-1	2000	1	2000	-1	1412	2000	4	2	400	0	-1	16	5231	-1	1	7	-1	-1	-1	-1	-1	0	-1	-1	40	-1	-1	-1	5230	5232	-1	-1	-1	-1	2	-1	-1	-1	-1	-1	1	1	15
5173	2	-1	0	-1	1667	1	2000	-1	1410	1667	5	1	2000	16	1	16	-1	-1	5	4	20	-1	-1	-1	-1	0	-1	-1	40	-1	-1	1058	5233	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	1	1	15
5174	2	-1	0	-1	2167	1	4000	-1	1411	4000	7	1	2750	16	1	16	-1	-1	2	4	-1	-1	-1	-1	-1	0	-1	-1	40	-1	-1	1056	5234	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	1	1	15
5175	2	-1	0	-1	1667	1	4000	-1	1413	4000	7	1	2100	16	1	16	-1	-1	3	5	120	-1	-1	-1	-1	0	-1	-1	40	-1	-1	1057	5235	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	1	1	15
5176	2	-1	0	-1	2000	1	2000	-1	1412	2000	4	2	400	0	-1	16	5237	-1	1	7	-1	-1	-1	-1	-1	0	-1	-1	40	-1	-1	-1	5236	5238	-1	-1	-1	-1	2	-1	-1	-1	-1	-1	1	1	15
5177	2	-1	0	-1	1667	1	2000	-1	1410	1667	5	1	2000	16	1	16	-1	-1	5	4	20	-1	-1	-1	-1	0	-1	-1	40	-1	-1	1058	5239	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	1	1	15
5178	2	-1	0	-1	2167	1	4000	-1	1411	4000	7	1	2750	16	1	16	-1	-1	2	4	-1	-1	-1	-1	-1	0	-1	-1	40	-1	-1	1056	5240	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	1	1	15
5179	2	-1	0	-1	1667	1	4000	-1	1413	4000	7	1	2100	16	1	16	-1	-1	3	5	120	-1	-1	-1	-1	0	-1	-1	40	-1	-1	1057	5241	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	1	1	15
5180	2	-1	0	-1	2000	1	2000	-1	1412	2000	4	2	400	0	-1	16	5243	-1	1	7	-1	-1	-1	-1	-1	0	-1	-1	40	-1	-1	-1	5242	5244	-1	-1	-1	-1	2	-1	-1	-1	-1	-1	1	1	15
5181	2	-1	0	-1	1667	1	2000	-1	1410	1667	5	1	2000	16	1	16	-1	-1	5	4	20	-1	-1	-1	-1	0	-1	-1	40	-1	-1	1058	5245	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	1	1	15
5182	2	-1	0	-1	0	1	2000	5020	1200	1000	0	-1	-1	-1	-1	16	-1	-1	1	6	-1	-1	-1	-1	-1	0	-1	-1	40	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1	-1	1	1	15
5183	2	-1	0	-1	0	1	8000	-1	1201	8000	7	4	2000	16	1	16	-1	-1	2	4	-1	-1	-1	-1	-1	0	-1	-1	40	-1	-1	5248	5247	5247	5248	5247	5248	0	0	-1	-1	-1	-1	-1	1	1	15
5184	2	-1	0	-1	0	1	2000	-1	1204	1500	7	1	1000	16	0	16	-1	-1	3	6	90	-1	-1	-1	-1	0	-1	-1	40	-1	-1	5249	5250	-1	-1	-1	-1	0	0	-1	-1	-1	-1	-1	1	1	15
5185	2	-1	0	-1	0	1	2000	5021	1200	1000	0	-1	-1	-1	-1	16	-1	-1	1	6	-1	-1	-1	-1	-1	0	-1	-1	40	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1	-1	1	1	15
5186	2	-1	0	-1	0	1	8000	-1	1201	8000	7	4	2000	16	1	16	-1	-1	2	4	-1	-1	-1	-1	-1	0	-1	-1	40	-1	-1	5253	5252	5252	5253	5252	5253	0	0	-1	-1	-1	-1	-1	1	1	15
5187	2	-1	0	-1	0	1	2000	-1	1204	1500	7	1	1000	16	0	16	-1	-1	3	6	90	-1	-1	-1	-1	0	-1	-1	40	-1	-1	5254	5255	-1	-1	-1	-1	0	0	-1	-1	-1	-1	-1	1	1	15
5188	2	-1	0	-1	0	1	2000	5022	1200	1000	0	-1	-1	-1	-1	16	-1	-1	1	6	-1	-1	-1	-1	-1	0	-1	-1	40	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1	-1	1	1	15
5189	2	-1	0	-1	0	1	8000	-1	1201	8000	7	4	2000	16	1	16	-1	-1	2	4	-1	-1	-1	-1	-1	0	-1	-1	40	-1	-1	5258	5257	5257	5258	5257	5258	0	0	-1	-1	-1	-1	-1	1	1	15
5190	2	-1	0	-1	0	1	2000	-1	1204	1500	7	1	1000	16	0	16	-1	-1	3	6	90	-1	-1	-1	-1	0	-1	-1	40	-1	-1	5259	5260	-1	-1	-1	-1	0	0	-1	-1	-1	-1	-1	1	1	15
5191	2	-1	0	-1	0	1	2000	5023	1200	1000	0	-1	-1	-1	-1	16	-1	-1	1	6	-1	-1	-1	-1	-1	0	-1	-1	40	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1	-1	1	1	15
5192	2	-1	0	-1	0	1	8000	-1	1201	8000	7	4	2000	16	1	16	-1	-1	2	4	-1	-1	-1	-1	-1	0	-1	-1	40	-1	-1	5263	5262	5262	5263	5262	5263	0	0	-1	-1	-1	-1	-1	1	1	15
5193	2	-1	0	-1	0	1	2000	-1	1204	1500	7	1	1000	16	0	16	-1	-1	3	6	90	-1	-1	-1	-1	0	-1	-1	40	-1	-1	5264	5265	-1	-1	-1	-1	0	0	-1	-1	-1	-1	-1	1	1	15
5194	2	-1	0	-1	0	1	2000	5024	1200	1000	0	-1	-1	-1	-1	16	-1	-1	1	6	-1	-1	-1	-1	-1	0	-1	-1	40	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1	-1	1	1	15
5195	2	-1	0	-1	0	1	8000	-1	1201	8000	7	4	2000	16	1	16	-1	-1	2	4	-1	-1	-1	-1	-1	0	-1	-1	40	-1	-1	5268	5267	5267	5268	5267	5268	0	0	-1	-1	-1	-1	-1	1	1	15
5196	2	-1	0	-1	0	1	2000	-1	1204	1500	7	1	1000	16	0	16	-1	-1	3	6	90	-1	-1	-1	-1	0	-1	-1	40	-1	-1	5269	5270	-1	-1	-1	-1	0	0	-1	-1	-1	-1	-1	1	1	15
5197	2	-1	0	-1	0	1	2000	-1	1402	2000	5	1	2000	16	1	16	-1	-1	5	3	20	-1	-1	-1	-1	0	-1	-1	40	-1	-1	1068	5271	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	1	1	15
5198	2	-1	0	-1	0	1	2667	-1	1401	2667	4	3	800	450	450	16	-1	-1	3	5	160	-1	-1	-1	-1	0	-1	-1	40	-1	-1	-1	5272	5272	5272	-1	-1	-1	0	-1	-1	-1	-1	-1	1	1	15
5199	2	-1	0	-1	0	1	2000	-1	1400	2000	0	-1	-1	-1	-1	-1	-1	-1	3	3	120	-1	-1	-1	-1	0	-1	850	40	-1	-1	-1	-1	5273	-1	5273	-1	-1	0	-1	-1	-1	-1	-1	1	1	15
5200	2	-1	0	-1	0	1	2000	-1	1402	2000	5	1	2000	16	1	16	-1	-1	5	3	20	-1	-1	-1	-1	0	-1	-1	40	-1	-1	1068	5274	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	1	1	15
5201	2	-1	0	-1	0	1	2667	-1	1401	2667	4	3	800	450	450	16	-1	-1	3	5	160	-1	-1	-1	-1	0	-1	-1	40	-1	-1	-1	5275	5275	5275	-1	-1	-1	0	-1	-1	-1	-1	-1	1	1	15
5202	2	-1	0	-1	0	1	2000	-1	1400	2000	0	-1	-1	-1	-1	-1	-1	-1	3	3	120	-1	-1	-1	-1	0	-1	850	40	-1	-1	-1	-1	5276	-1	5276	-1	-1	0	-1	-1	-1	-1	-1	1	1	15
5203	2	-1	0	-1	0	1	2000	-1	1402	2000	5	1	2000	16	1	16	-1	-1	5	3	20	-1	-1	-1	-1	0	-1	-1	40	-1	-1	1068	5277	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	1	1	15
5204	2	-1	0	-1	0	1	2667	-1	1401	2667	4	3	800	450	450	16	-1	-1	3	5	160	-1	-1	-1	-1	0	-1	-1	40	-1	-1	-1	5278	5278	5278	-1	-1	-1	0	-1	-1	-1	-1	-1	1	1	15
5205	2	-1	0	-1	0	1	2000	-1	1400	2000	0	-1	-1	-1	-1	-1	-1	-1	3	3	120	-1	-1	-1	-1	0	-1	850	40	-1	-1	-1	-1	5279	-1	5279	-1	-1	0	-1	-1	-1	-1	-1	1	1	15
5206	2	-1	0	-1	0	1	2000	-1	1402	2000	5	1	2000	16	1	16	-1	-1	5	3	20	-1	-1	-1	-1	0	-1	-1	40	-1	-1	1068	5280	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	1	1	15
5207	2	-1	0	-1	0	1	2667	-1	1401	2667	4	3	800	450	450	16	-1	-1	3	5	160	-1	-1	-1	-1	0	-1	-1	40	-1	-1	-1	5281	5281	5281	-1	-1	-1	0	-1	-1	-1	-1	-1	1	1	15
5208	2	-1	0	-1	0	1	2000	-1	1400	2000	0	-1	-1	-1	-1	-1	-1	-1	3	3	120	-1	-1	-1	-1	0	-1	850	40	-1	-1	-1	-1	5282	-1	5282	-1	-1	0	-1	-1	-1	-1	-1	1	1	15
5209	2	-1	0	-1	0	1	2500	-1	1100	1800	4	3	800	200	200	5	5283	-1	4	3	12	-1	-1	-1	-1	0	-1	-1	40	-1	-1	-1	5284	5284	5284	-1	-1	0	0	-1	-1	-1	-1	-1	1	1	15
5210	2	-1	0	-1	0	1	2000	-1	1101	1500	5	1	2000	16	1	16	-1	-1	5	3	20	-1	-1	-1	-1	0	-1	-1	40	-1	-1	1032	5285	-1	-1	-1	-1	0	0	-1	-1	-1	-1	-1	1	1	15
5211	2	-1	0	-1	0	1	1200	5025	1102	800	0	-1	-1	-1	-1	16	5286	-1	2	15	-1	-1	-1	-1	-1	0	-1	-1	40	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	-1	-1	-1	-1	-1	1	1	15
5212	2	-1	0	-1	0	1	0	-1	-1	-1	3	5287	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	-1	-1	-1	-1	-1	1	1	15
5213	2	-1	0	-1	0	1	0	-1	-1	-1	3	5288	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	-1	-1	-1	-1	-1	1	1	15
5214	2	-1	0	-1	0	1	6000	-1	1001	6000	5	2	3000	16	1	16	-1	-1	5	2	20	-1	-1	-1	-1	0	3000	-1	40	-1	-1	1010	5291	-1	-1	-1	-1	0	0	-1	-1	-1	-1	-1	1	1	15
5215	2	-1	0	-1	0	1	1500	5026	1000	0	0	-1	-1	-1	-1	16	-1	-1	1	6	-1	-1	-1	-1	-1	0	-1	500	40	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1	-1	1	1	15
5216	2	-1	0	-1	0	1	5000	-1	1004	4500	2	4500	500	16	0	16	-1	-1	3	7	90	-1	-1	-1	-1	0	-1	-1	40	-1	-1	-1	-1	5293	-1	5293	-1	0	0	-1	-1	-1	-1	-1	1	1	15
5217	2	-1	0	-1	2167	1	4000	-1	1411	4000	7	1	2750	16	1	16	-1	-1	2	4	-1	-1	-1	-1	-1	0	-1	-1	40	-1	-1	1056	5294	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	1	1	15
