INT	INT	STRING	INT	INT	INT	INT	INT
110006	0	527|587|642|700|761|890|958|1115|1184|1253|1327|1403|1478|1554|1634|1710|1790|1861|1917|1972|2027|2080|2131|2181|2230|2276|2336|2393|2448|2503|2555|2605|2654|2700|2744|2784|2822|2856|2888|2916|2937|3014|3093|3171|3249|3328|3407|3485|3563|3642	-1	-1	-1	-1	-1
110007	0	32|48|61|77|96|131|158|186|208|229|254|279|307|337|368|397|427|457|484|513|542|571|602|634|667|702|742|785|829|875|922|972|1024|1077|1132|1190|1248|1309|1372|1439|1506|1575|1648|1723|1800|1879|1960|2045|2132|2221	-1	-1	-1	-1	-1
110008	0	10446|11794|13191|14638|16136|17683|19281|20928|22626|24373|26171|28019|29916|31864|33862|35909|38006|40154|42352|44600|46897|49245|51643|54091|56588|59136|61734|64382|67079|69827|72625|75473|78371|81319|84317|87364|90463|93610|96808|100056|103354|106702|110100|113548|117046|120594|124192|127840|131539|135287	-1	-1	-1	-1	-1
110009	0	561|708|791|879|972|1070|1158|1234|1313|1394|1476|1561|1646|1734|1823|1913|2006|2099|2192|2286|2382|2478|2576|2675|2776|2877|2983|3091|3200|3310|3422|3535|3650|3767|3885|4004|4125|4247|4371|4496|4623|4751|4881|5012|5161|5320|5482|5646|5813|5983	-1	-1	-1	-1	-1
110010	0	702|839|931|1028|1131|1241|1346|1579|1690|1807|1928|2054|2185|2321|2460|2586|2715|2841|2959|3078|3198|3320|3443|3568|3694|3822|3973|4127|4284|4444|4607|4773|4942|5114|5290|5468|5650|5835|6023|6215|6410|6608|6809|7014|7250|7505|7765|8031|8302|8580	-1	-1	-1	-1	-1
110011	0	352|426|483|546|615|755|837|985|1068|1155|1247|1343|1445|1550|1659|1774|1893|2008|2110|2215|2322|2431|2544|2658|2776|2897|3038|3182|3332|3486|3644|3807|3974|4146|4324|4506|4692|4884|5081|5283|5491|5703|5921|6145|6374|6610|6849|7089|7334|7586	-1	-1	-1	-1	-1
110012	0	452|547|622|703|791|972|1076|1266|1373|1485|1603|1728|1858|1993|2134|2280|2433|2582|2713|2847|2985|3126|3270|3418|3569|3724|3905|4092|4284|4482|4685|4895|5110|5331|5559|5793|6033|6279|6533|6793|7060|7333|7613|7901|8196|8498|8806|9114|9430|9753	-1	-1	-1	-1	-1
110013	0	331|401|455|514|579|711|788|927|1005|1087|1174|1264|1360|1459|1562|1669|1781|1890|1986|2084|2185|2288|2394|2502|2613|2726|2859|2995|3136|3281|3430|3583|3740|3902|4069|4241|4416|4597|4782|4972|5168|5368|5573|5783|5999|6221|6446|6672|6903|7139	-1	-1	-1	-1	-1
110014	0	425|515|585|662|745|914|1013|1192|1292|1397|1508|1626|1749|1876|2008|2146|2290|2430|2554|2680|2809|2942|3078|3217|3359|3505|3676|3851|4032|4218|4409|4607|4810|5018|5232|5452|5678|5910|6149|6393|6644|6901|7165|7436|7714|7998|8288|8578|8875|9179	-1	-1	-1	-1	-1
110015	0	1050|1540|1920|2373|2905|3975|4760|5525|6300|7220|8150|9240|10395|11615|12960|14438|15990|17550|19110|20808|22500|24335|26240|28298|30430|32638|35100|37833|40565|43583|46700|49918|53340|56868|60610|64463|68540|72850|77280|81953|86750|91800|96980|102423|108135|113988|120120|126398|132965|139830	-1	-1	-1	-1	-1
110016	0	527|587|642|700|761|890|958|1115|1184|1253|1327|1403|1478|1554|1634|1710|1790|1861|1917|1972|2027|2080|2131|2181|2230|2276|2336|2393|2448|2503|2555|2605|2654|2700|2744|2784|2822|2856|2888|2916|2937|3014|3093|3171|3249|3328|3407|3485|3563|3642	-1	-1	-1	-1	-1
110017	0	527|587|642|700|761|890|958|1115|1184|1253|1327|1403|1478|1554|1634|1710|1790|1861|1917|1972|2027|2080|2131|2181|2230|2276|2336|2393|2448|2503|2555|2605|2654|2700|2744|2784|2822|2856|2888|2916|2937|3014|3093|3171|3249|3328|3407|3485|3563|3642	-1	-1	-1	-1	-1
110018	0	32|48|61|77|96|131|158|186|208|229|254|279|307|337|368|397|427|457|484|513|542|571|602|634|667|702|742|785|829|875|922|972|1024|1077|1132|1190|1248|1309|1372|1439|1506|1575|1648|1723|1800|1879|1960|2045|2132|2221	-1	-1	-1	-1	-1
110019	0	10446|11794|13191|14638|16136|17683|19281|20928|22626|24373|26171|28019|29916|31864|33862|35909|38006|40154|42352|44600|46897|49245|51643|54091|56588|59136|61734|64382|67079|69827|72625|75473|78371|81319|84317|87364|90463|93610|96808|100056|103354|106702|110100|113548|117046|120594|124192|127840|131539|135287	-1	-1	-1	-1	-1
110020	0	561|708|791|879|972|1070|1158|1234|1313|1394|1476|1561|1646|1734|1823|1913|2006|2099|2192|2286|2382|2478|2576|2675|2776|2877|2983|3091|3200|3310|3422|3535|3650|3767|3885|4004|4125|4247|4371|4496|4623|4751|4881|5012|5161|5320|5482|5646|5813|5983	-1	-1	-1	-1	-1
110021	0	702|839|931|1028|1131|1241|1346|1579|1690|1807|1928|2054|2185|2321|2460|2586|2715|2841|2959|3078|3198|3320|3443|3568|3694|3822|3973|4127|4284|4444|4607|4773|4942|5114|5290|5468|5650|5835|6023|6215|6410|6608|6809|7014|7250|7505|7765|8031|8302|8580	-1	-1	-1	-1	-1
110022	0	393|476|540|611|688|844|936|1101|1193|1291|1394|1501|1615|1733|1855|1982|2115|2244|2358|2475|2595|2717|2843|2971|3103|3238|3395|3557|3724|3896|4073|4255|4442|4634|4832|5036|5244|5458|5679|5904|6137|6374|6618|6868|7124|7387|7654|7923|8197|8478	-1	-1	-1	-1	-1
110023	0	505|611|695|786|884|1086|1203|1415|1534|1659|1791|1931|2077|2228|2385|2548|2720|2886|3032|3182|3336|3493|3655|3820|3989|4162|4365|4574|4788|5009|5236|5471|5711|5959|6213|6474|6742|7018|7302|7592|7890|8195|8509|8831|9160|9498|9842|10187|10539|10901	-1	-1	-1	-1	-1
110024	0	248|301|341|386|434|533|591|695|754|815|880|948|1020|1094|1171|1252|1336|1418|1490|1563|1639|1716|1796|1877|1960|2045|2144|2246|2352|2461|2572|2687|2805|2927|3052|3181|3312|3447|3587|3729|3876|4026|4180|4338|4500|4666|4834|5004|5177|5355	-1	-1	-1	-1	-1
110025	0	319|386|439|496|558|686|760|894|969|1048|1131|1220|1312|1407|1506|1609|1718|1823|1915|2010|2107|2206|2309|2413|2520|2629|2757|2889|3024|3164|3307|3455|3607|3763|3924|4089|4258|4433|4612|4795|4983|5176|5374|5577|5785|5999|6216|6434|6656|6885	-1	-1	-1	-1	-1
110026	0	1050|1540|1920|2373|2905|3975|4760|5525|6300|7220|8150|9240|10395|11615|12960|14438|15990|17550|19110|20808|22500|24335|26240|28298|30430|32638|35100|37833|40565|43583|46700|49918|53340|56868|60610|64463|68540|72850|77280|81953|86750|91800|96980|102423|108135|113988|120120|126398|132965|139830	-1	-1	-1	-1	-1
110027	0	527|587|642|700|761|890|958|1115|1184|1253|1327|1403|1478|1554|1634|1710|1790|1861|1917|1972|2027|2080|2131|2181|2230|2276|2336|2393|2448|2503|2555|2605|2654|2700|2744|2784|2822|2856|2888|2916|2937|3014|3093|3171|3249|3328|3407|3485|3563|3642	-1	-1	-1	-1	-1
110028	0	527|587|642|700|761|890|958|1115|1184|1253|1327|1403|1478|1554|1634|1710|1790|1861|1917|1972|2027|2080|2131|2181|2230|2276|2336|2393|2448|2503|2555|2605|2654|2700|2744|2784|2822|2856|2888|2916|2937|3014|3093|3171|3249|3328|3407|3485|3563|3642	-1	-1	-1	-1	-1
110029	0	32|48|61|77|96|131|158|186|208|229|254|279|307|337|368|397|427|457|484|513|542|571|602|634|667|702|742|785|829|875|922|972|1024|1077|1132|1190|1248|1309|1372|1439|1506|1575|1648|1723|1800|1879|1960|2045|2132|2221	-1	-1	-1	-1	-1
110030	0	12405|14005|15664|17383|19161|20999|22896|24852|26868|28943|31078|33272|35525|37838|40211|42642|45133|47683|50293|52962|55690|58478|61326|64233|67199|70224|73309|76453|79657|82920|86242|89624|93065|96566|100126|103745|107424|111162|114960|118817|122733|126709|130744|134838|138992|143205|147478|151810|156202|160653	-1	-1	-1	-1	-1
110031	0	561|708|791|879|972|1070|1158|1234|1313|1394|1476|1561|1646|1734|1823|1913|2006|2099|2192|2286|2382|2478|2576|2675|2776|2877|2983|3091|3200|3310|3422|3535|3650|3767|3885|4004|4125|4247|4371|4496|4623|4751|4881|5012|5161|5320|5482|5646|5813|5983	-1	-1	-1	-1	-1
110032	0	702|839|931|1028|1131|1241|1346|1579|1690|1807|1928|2054|2185|2321|2460|2586|2715|2841|2959|3078|3198|3320|3443|3568|3694|3822|3973|4127|4284|4444|4607|4773|4942|5114|5290|5468|5650|5835|6023|6215|6410|6608|6809|7014|7250|7505|7765|8031|8302|8580	-1	-1	-1	-1	-1
110033	0	393|476|540|611|688|844|936|1101|1193|1291|1394|1501|1615|1733|1855|1982|2115|2244|2358|2475|2595|2717|2843|2971|3103|3238|3395|3557|3724|3896|4073|4255|4442|4634|4832|5036|5244|5458|5679|5904|6137|6374|6618|6868|7124|7387|7654|7923|8197|8478	-1	-1	-1	-1	-1
110034	0	505|611|695|786|884|1086|1203|1415|1534|1659|1791|1931|2077|2228|2385|2548|2720|2886|3032|3182|3336|3493|3655|3820|3989|4162|4365|4574|4788|5009|5236|5471|5711|5959|6213|6474|6742|7018|7302|7592|7890|8195|8509|8831|9160|9498|9842|10187|10539|10901	-1	-1	-1	-1	-1
110035	0	248|301|341|386|434|533|591|695|754|815|880|948|1020|1094|1171|1252|1336|1418|1490|1563|1639|1716|1796|1877|1960|2045|2144|2246|2352|2461|2572|2687|2805|2927|3052|3181|3312|3447|3587|3729|3876|4026|4180|4338|4500|4666|4834|5004|5177|5355	-1	-1	-1	-1	-1
110036	0	319|386|439|496|558|686|760|894|969|1048|1131|1220|1312|1407|1506|1609|1718|1823|1915|2010|2107|2206|2309|2413|2520|2629|2757|2889|3024|3164|3307|3455|3607|3763|3924|4089|4258|4433|4612|4795|4983|5176|5374|5577|5785|5999|6216|6434|6656|6885	-1	-1	-1	-1	-1
110037	0	1050|1540|1920|2373|2905|3975|4760|5525|6300|7220|8150|9240|10395|11615|12960|14438|15990|17550|19110|20808|22500|24335|26240|28298|30430|32638|35100|37833|40565|43583|46700|49918|53340|56868|60610|64463|68540|72850|77280|81953|86750|91800|96980|102423|108135|113988|120120|126398|132965|139830	-1	-1	-1	-1	-1
110038	0	527|587|642|700|761|890|958|1115|1184|1253|1327|1403|1478|1554|1634|1710|1790|1861|1917|1972|2027|2080|2131|2181|2230|2276|2336|2393|2448|2503|2555|2605|2654|2700|2744|2784|2822|2856|2888|2916|2937|3014|3093|3171|3249|3328|3407|3485|3563|3642	-1	-1	-1	-1	-1
110039	0	527|587|642|700|761|890|958|1115|1184|1253|1327|1403|1478|1554|1634|1710|1790|1861|1917|1972|2027|2080|2131|2181|2230|2276|2336|2393|2448|2503|2555|2605|2654|2700|2744|2784|2822|2856|2888|2916|2937|3014|3093|3171|3249|3328|3407|3485|3563|3642	-1	-1	-1	-1	-1
110040	0	32|48|61|77|96|131|158|186|208|229|254|279|307|337|368|397|427|457|484|513|542|571|602|634|667|702|742|785|829|875|922|972|1024|1077|1132|1190|1248|1309|1372|1439|1506|1575|1648|1723|1800|1879|1960|2045|2132|2221	-1	-1	-1	-1	-1
110041	0	12405|14005|15664|17383|19161|20999|22896|24852|26868|28943|31078|33272|35525|37838|40211|42642|45133|47683|50293|52962|55690|58478|61326|64233|67199|70224|73309|76453|79657|82920|86242|89624|93065|96566|100126|103745|107424|111162|114960|118817|122733|126709|130744|134838|138992|143205|147478|151810|156202|160653	-1	-1	-1	-1	-1
110042	0	561|708|791|879|972|1070|1158|1234|1313|1394|1476|1561|1646|1734|1823|1913|2006|2099|2192|2286|2382|2478|2576|2675|2776|2877|2983|3091|3200|3310|3422|3535|3650|3767|3885|4004|4125|4247|4371|4496|4623|4751|4881|5012|5161|5320|5482|5646|5813|5983	-1	-1	-1	-1	-1
110043	0	702|839|931|1028|1131|1241|1346|1579|1690|1807|1928|2054|2185|2321|2460|2586|2715|2841|2959|3078|3198|3320|3443|3568|3694|3822|3973|4127|4284|4444|4607|4773|4942|5114|5290|5468|5650|5835|6023|6215|6410|6608|6809|7014|7250|7505|7765|8031|8302|8580	-1	-1	-1	-1	-1
110044	0	402|486|551|623|702|862|955|1124|1219|1318|1423|1533|1649|1769|1894|2024|2160|2292|2408|2527|2650|2775|2903|3034|3168|3306|3467|3632|3803|3978|4158|4345|4535|4732|4934|5142|5354|5573|5798|6029|6266|6508|6757|7012|7274|7543|7816|8090|8370|8657	-1	-1	-1	-1	-1
110045	0	516|624|709|802|903|1109|1228|1445|1566|1694|1829|1972|2121|2275|2435|2602|2777|2946|3096|3249|3406|3567|3732|3901|4073|4250|4457|4670|4889|5114|5346|5586|5832|6084|6344|6611|6884|7166|7455|7752|8056|8368|8688|9017|9353|9698|10049|10401|10761|11130	-1	-1	-1	-1	-1
110046	0	273|331|375|424|478|587|650|765|829|897|968|1043|1122|1204|1288|1377|1470|1559|1638|1720|1803|1888|1975|2064|2156|2249|2359|2471|2587|2707|2829|2956|3086|3219|3357|3499|3643|3792|3945|4102|4263|4428|4598|4771|4950|5132|5318|5504|5695|5890	-1	-1	-1	-1	-1
110047	0	351|425|483|546|614|754|836|983|1066|1153|1244|1341|1443|1548|1657|1770|1889|2005|2107|2211|2318|2427|2539|2654|2772|2892|3032|3177|3326|3480|3638|3801|3968|4140|4316|4498|4684|4876|5073|5274|5482|5693|5911|6135|6364|6598|6837|7077|7322|7573	-1	-1	-1	-1	-1
110048	0	1050|1540|1920|2373|2905|3975|4760|5525|6300|7220|8150|9240|10395|11615|12960|14438|15990|17550|19110|20808|22500|24335|26240|28298|30430|32638|35100|37833|40565|43583|46700|49918|53340|56868|60610|64463|68540|72850|77280|81953|86750|91800|96980|102423|108135|113988|120120|126398|132965|139830	-1	-1	-1	-1	-1
110049	0	527|587|642|700|761|890|958|1115|1184|1253|1327|1403|1478|1554|1634|1710|1790|1861|1917|1972|2027|2080|2131|2181|2230|2276|2336|2393|2448|2503|2555|2605|2654|2700|2744|2784|2822|2856|2888|2916|2937|3014|3093|3171|3249|3328|3407|3485|3563|3642	-1	-1	-1	-1	-1
110050	0	527|587|642|700|761|890|958|1115|1184|1253|1327|1403|1478|1554|1634|1710|1790|1861|1917|1972|2027|2080|2131|2181|2230|2276|2336|2393|2448|2503|2555|2605|2654|2700|2744|2784|2822|2856|2888|2916|2937|3014|3093|3171|3249|3328|3407|3485|3563|3642	-1	-1	-1	-1	-1
110051	0	32|48|61|77|96|131|158|186|208|229|254|279|307|337|368|397|427|457|484|513|542|571|602|634|667|702|742|785|829|875|922|972|1024|1077|1132|1190|1248|1309|1372|1439|1506|1575|1648|1723|1800|1879|1960|2045|2132|2221	-1	-1	-1	-1	-1
110052	0	12013|13563|15170|16834|18556|20336|22173|24067|26020|28029|30096|32222|34403|36643|38941|41295|43707|46178|48705|51290|53932|56632|59389|62204|65077|68006|70994|74039|77141|80302|83519|86794|90126|93516|96964|100469|104032|107652|111329|115064|118857|122708|126615|130580|134603|138683|142821|147016|151269|155580	-1	-1	-1	-1	-1
110053	0	561|708|791|879|972|1070|1158|1234|1313|1394|1476|1561|1646|1734|1823|1913|2006|2099|2192|2286|2382|2478|2576|2675|2776|2877|2983|3091|3200|3310|3422|3535|3650|3767|3885|4004|4125|4247|4371|4496|4623|4751|4881|5012|5161|5320|5482|5646|5813|5983	-1	-1	-1	-1	-1
110054	0	702|839|931|1028|1131|1241|1346|1579|1690|1807|1928|2054|2185|2321|2460|2586|2715|2841|2959|3078|3198|3320|3443|3568|3694|3822|3973|4127|4284|4444|4607|4773|4942|5114|5290|5468|5650|5835|6023|6215|6410|6608|6809|7014|7250|7505|7765|8031|8302|8580	-1	-1	-1	-1	-1
110055	0	414|501|569|643|724|889|985|1159|1256|1359|1467|1580|1700|1824|1952|2087|2227|2363|2483|2606|2732|2861|2993|3128|3266|3408|3574|3744|3920|4101|4287|4479|4676|4878|5087|5301|5520|5746|5978|6215|6460|6710|6966|7229|7499|7776|8057|8340|8629|8924	-1	-1	-1	-1	-1
110056	0	532|644|731|827|931|1143|1266|1490|1615|1747|1886|2033|2186|2345|2510|2682|2863|3038|3192|3350|3512|3677|3848|4022|4199|4382|4595|4814|5040|5273|5512|5759|6012|6272|6540|6815|7097|7388|7686|7991|8306|8627|8957|9296|9642|9998|10360|10723|11094|11474	-1	-1	-1	-1	-1
110057	0	290|351|398|450|507|622|689|811|879|951|1027|1106|1190|1277|1367|1461|1559|1654|1738|1824|1912|2002|2095|2189|2286|2386|2502|2621|2744|2871|3001|3135|3273|3415|3561|3711|3864|4022|4184|4351|4522|4697|4876|5060|5249|5443|5640|5838|6040|6247	-1	-1	-1	-1	-1
110058	0	372|450|512|579|652|800|886|1043|1130|1223|1320|1423|1530|1642|1757|1877|2004|2126|2234|2345|2458|2574|2693|2815|2939|3067|3216|3370|3528|3691|3858|4031|4208|4391|4578|4771|4968|5171|5380|5594|5814|6039|6270|6507|6749|6998|7252|7506|7766|8032	-1	-1	-1	-1	-1
110059	0	1050|1540|1920|2373|2905|3975|4760|5525|6300|7220|8150|9240|10395|11615|12960|14438|15990|17550|19110|20808|22500|24335|26240|28298|30430|32638|35100|37833|40565|43583|46700|49918|53340|56868|60610|64463|68540|72850|77280|81953|86750|91800|96980|102423|108135|113988|120120|126398|132965|139830	-1	-1	-1	-1	-1
110060	0	527|587|642|700|761|890|958|1115|1184|1253|1327|1403|1478|1554|1634|1710|1790|1861|1917|1972|2027|2080|2131|2181|2230|2276|2336|2393|2448|2503|2555|2605|2654|2700|2744|2784|2822|2856|2888|2916|2937|3014|3093|3171|3249|3328|3407|3485|3563|3642	-1	-1	-1	-1	-1
110061	0	527|587|642|700|761|890|958|1115|1184|1253|1327|1403|1478|1554|1634|1710|1790|1861|1917|1972|2027|2080|2131|2181|2230|2276|2336|2393|2448|2503|2555|2605|2654|2700|2744|2784|2822|2856|2888|2916|2937|3014|3093|3171|3249|3328|3407|3485|3563|3642	-1	-1	-1	-1	-1
110062	0	32|48|61|77|96|131|158|186|208|229|254|279|307|337|368|397|427|457|484|513|542|571|602|634|667|702|742|785|829|875|922|972|1024|1077|1132|1190|1248|1309|1372|1439|1506|1575|1648|1723|1800|1879|1960|2045|2132|2221	-1	-1	-1	-1	-1
110063	0	11752|13268|14840|16468|18153|19894|21691|23544|25454|27420|29442|31521|33656|35847|38094|40397|42757|45174|47646|50175|52759|55401|58098|60852|63662|66528|69451|72430|75464|78556|81703|84907|88167|91483|94856|98285|101770|105311|108909|112563|116273|120040|123863|127742|131677|135668|139716|143820|147981|152198	-1	-1	-1	-1	-1
110064	0	561|708|791|879|972|1070|1158|1234|1313|1394|1476|1561|1646|1734|1823|1913|2006|2099|2192|2286|2382|2478|2576|2675|2776|2877|2983|3091|3200|3310|3422|3535|3650|3767|3885|4004|4125|4247|4371|4496|4623|4751|4881|5012|5161|5320|5482|5646|5813|5983	-1	-1	-1	-1	-1
110065	0	702|839|931|1028|1131|1241|1346|1579|1690|1807|1928|2054|2185|2321|2460|2586|2715|2841|2959|3078|3198|3320|3443|3568|3694|3822|3973|4127|4284|4444|4607|4773|4942|5114|5290|5468|5650|5835|6023|6215|6410|6608|6809|7014|7250|7505|7765|8031|8302|8580	-1	-1	-1	-1	-1
110066	0	414|501|569|643|724|889|985|1159|1256|1359|1467|1580|1700|1824|1952|2087|2227|2363|2483|2606|2732|2861|2993|3128|3266|3408|3574|3744|3920|4101|4287|4479|4676|4878|5087|5301|5520|5746|5978|6215|6460|6710|6966|7229|7499|7776|8057|8340|8629|8924	-1	-1	-1	-1	-1
110067	0	532|644|731|827|931|1143|1266|1490|1615|1747|1886|2033|2186|2345|2510|2682|2863|3038|3192|3350|3512|3677|3848|4022|4199|4382|4595|4814|5040|5273|5512|5759|6012|6272|6540|6815|7097|7388|7686|7991|8306|8627|8957|9296|9642|9998|10360|10723|11094|11474	-1	-1	-1	-1	-1
110068	0	261|316|358|405|456|560|620|730|791|856|924|996|1071|1149|1230|1314|1403|1488|1564|1641|1721|1802|1885|1970|2058|2147|2251|2359|2470|2584|2701|2822|2946|3073|3204|3340|3478|3620|3766|3916|4070|4227|4389|4554|4725|4899|5076|5254|5436|5622	-1	-1	-1	-1	-1
110069	0	335|405|461|521|586|720|798|938|1017|1100|1188|1280|1377|1478|1581|1690|1804|1914|2011|2110|2212|2317|2424|2534|2646|2760|2895|3033|3175|3322|3472|3628|3788|3952|4120|4294|4471|4654|4842|5034|5232|5435|5643|5856|6074|6298|6527|6755|6989|7229	-1	-1	-1	-1	-1
110070	0	1050|1540|1920|2373|2905|3975|4760|5525|6300|7220|8150|9240|10395|11615|12960|14438|15990|17550|19110|20808|22500|24335|26240|28298|30430|32638|35100|37833|40565|43583|46700|49918|53340|56868|60610|64463|68540|72850|77280|81953|86750|91800|96980|102423|108135|113988|120120|126398|132965|139830	-1	-1	-1	-1	-1
110071	0	527|587|642|700|761|890|958|1115|1184|1253|1327|1403|1478|1554|1634|1710|1790|1861|1917|1972|2027|2080|2131|2181|2230|2276|2336|2393|2448|2503|2555|2605|2654|2700|2744|2784|2822|2856|2888|2916|2937|3014|3093|3171|3249|3328|3407|3485|3563|3642	-1	-1	-1	-1	-1
110072	0	527|587|642|700|761|890|958|1115|1184|1253|1327|1403|1478|1554|1634|1710|1790|1861|1917|1972|2027|2080|2131|2181|2230|2276|2336|2393|2448|2503|2555|2605|2654|2700|2744|2784|2822|2856|2888|2916|2937|3014|3093|3171|3249|3328|3407|3485|3563|3642	-1	-1	-1	-1	-1
110073	0	32|48|61|77|96|131|158|186|208|229|254|279|307|337|368|397|427|457|484|513|542|571|602|634|667|702|742|785|829|875|922|972|1024|1077|1132|1190|1248|1309|1372|1439|1506|1575|1648|1723|1800|1879|1960|2045|2132|2221	-1	-1	-1	-1	-1
110074	0	12666|14300|15994|17749|19565|21441|23378|25375|27434|29553|31732|33973|36273|38635|41057|43539|46083|48687|51352|54077|56863|59710|62617|65585|68613|71702|74852|78063|81334|84666|88058|91511|95025|98599|102234|105929|109686|113502|117380|121318|125317|129376|133496|137677|141919|146220|150583|155006|159491|164035	-1	-1	-1	-1	-1
110075	0	561|708|791|879|972|1070|1158|1234|1313|1394|1476|1561|1646|1734|1823|1913|2006|2099|2192|2286|2382|2478|2576|2675|2776|2877|2983|3091|3200|3310|3422|3535|3650|3767|3885|4004|4125|4247|4371|4496|4623|4751|4881|5012|5161|5320|5482|5646|5813|5983	-1	-1	-1	-1	-1
110076	0	702|839|931|1028|1131|1241|1346|1579|1690|1807|1928|2054|2185|2321|2460|2586|2715|2841|2959|3078|3198|3320|3443|3568|3694|3822|3973|4127|4284|4444|4607|4773|4942|5114|5290|5468|5650|5835|6023|6215|6410|6608|6809|7014|7250|7505|7765|8031|8302|8580	-1	-1	-1	-1	-1
110077	0	290|351|398|450|507|622|689|811|879|951|1027|1106|1190|1277|1367|1461|1559|1654|1738|1824|1912|2002|2095|2189|2286|2386|2502|2621|2744|2871|3001|3135|3273|3415|3561|3711|3864|4022|4184|4351|4522|4697|4876|5060|5249|5443|5640|5838|6040|6247	-1	-1	-1	-1	-1
110078	0	372|450|512|579|652|800|886|1043|1130|1223|1320|1423|1530|1642|1757|1877|2004|2126|2234|2345|2458|2574|2693|2815|2939|3067|3216|3370|3528|3691|3858|4031|4208|4391|4578|4771|4968|5171|5380|5594|5814|6039|6270|6507|6749|6998|7252|7506|7766|8032	-1	-1	-1	-1	-1
110079	0	414|501|569|643|724|889|985|1159|1256|1359|1467|1580|1700|1824|1952|2087|2227|2363|2483|2606|2732|2861|2993|3128|3266|3408|3574|3744|3920|4101|4287|4479|4676|4878|5087|5301|5520|5746|5978|6215|6460|6710|6966|7229|7499|7776|8057|8340|8629|8924	-1	-1	-1	-1	-1
110080	0	532|644|731|827|931|1143|1266|1490|1615|1747|1886|2033|2186|2345|2510|2682|2863|3038|3192|3350|3512|3677|3848|4022|4199|4382|4595|4814|5040|5273|5512|5759|6012|6272|6540|6815|7097|7388|7686|7991|8306|8627|8957|9296|9642|9998|10360|10723|11094|11474	-1	-1	-1	-1	-1
110081	0	1050|1540|1920|2373|2905|3975|4760|5525|6300|7220|8150|9240|10395|11615|12960|14438|15990|17550|19110|20808|22500|24335|26240|28298|30430|32638|35100|37833|40565|43583|46700|49918|53340|56868|60610|64463|68540|72850|77280|81953|86750|91800|96980|102423|108135|113988|120120|126398|132965|139830	-1	-1	-1	-1	-1
110082	0	527|587|642|700|761|890|958|1115|1184|1253|1327|1403|1478|1554|1634|1710|1790|1861|1917|1972|2027|2080|2131|2181|2230|2276|2336|2393|2448|2503|2555|2605|2654|2700|2744|2784|2822|2856|2888|2916|2937|3014|3093|3171|3249|3328|3407|3485|3563|3642	-1	-1	-1	-1	-1
110083	0	527|587|642|700|761|890|958|1115|1184|1253|1327|1403|1478|1554|1634|1710|1790|1861|1917|1972|2027|2080|2131|2181|2230|2276|2336|2393|2448|2503|2555|2605|2654|2700|2744|2784|2822|2856|2888|2916|2937|3014|3093|3171|3249|3328|3407|3485|3563|3642	-1	-1	-1	-1	-1
110084	0	32|48|61|77|96|131|158|186|208|229|254|279|307|337|368|397|427|457|484|513|542|571|602|634|667|702|742|785|829|875|922|972|1024|1077|1132|1190|1248|1309|1372|1439|1506|1575|1648|1723|1800|1879|1960|2045|2132|2221	-1	-1	-1	-1	-1
110085	0	9793|11057|12367|13723|15127|16578|18076|19620|21212|22850|24535|26268|28046|29872|31745|33665|35631|37645|39705|41812|43966|46167|48415|50710|53052|55440|57876|60358|62887|65463|68086|70756|73473|76236|79047|81904|84809|87760|90758|93803|96895|100033|103219|106451|109731|113057|116430|119850|123317|126831	-1	-1	-1	-1	-1
110086	0	561|708|791|879|972|1070|1158|1234|1313|1394|1476|1561|1646|1734|1823|1913|2006|2099|2192|2286|2382|2478|2576|2675|2776|2877|2983|3091|3200|3310|3422|3535|3650|3767|3885|4004|4125|4247|4371|4496|4623|4751|4881|5012|5161|5320|5482|5646|5813|5983	-1	-1	-1	-1	-1
110087	0	702|839|931|1028|1131|1241|1346|1579|1690|1807|1928|2054|2185|2321|2460|2586|2715|2841|2959|3078|3198|3320|3443|3568|3694|3822|3973|4127|4284|4444|4607|4773|4942|5114|5290|5468|5650|5835|6023|6215|6410|6608|6809|7014|7250|7505|7765|8031|8302|8580	-1	-1	-1	-1	-1
110088	0	373|451|512|578|651|800|886|1043|1131|1223|1320|1422|1530|1642|1757|1878|2004|2126|2234|2345|2458|2574|2693|2815|2940|3067|3216|3370|3528|3691|3858|4031|4208|4390|4578|4771|4968|5171|5380|5594|5814|6039|6269|6506|6749|6998|7252|7506|7766|8032	-1	-1	-1	-1	-1
110089	0	479|579|658|745|838|1029|1139|1341|1453|1572|1697|1829|1968|2111|2259|2414|2576|2734|2873|3015|3160|3310|3463|3619|3779|3943|4135|4333|4536|4745|4961|5183|5411|5645|5886|6134|6388|6649|6917|7192|7475|7764|8061|8366|8678|8998|9324|9650|9985|10327	-1	-1	-1	-1	-1
