INT	STRING	STRING	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT
20406	玛雅女神	灭世之战大胜排名奖励	敬爱的玛雅大陆守护者，为嘉奖你在灭世之战中伤害排名第（{0}）名的英勇表现，并感谢您对守护玛雅大陆做出的努力；恭喜您获得如下奖励，请在附件中提取！	99999	23181	1	11	30000	8	2160	-1	-1	-1	-1	-1
20407	玛雅女神	灭世之战大胜排名奖励	敬爱的玛雅大陆守护者，为嘉奖你在灭世之战中伤害排名第（{0}）名的英勇表现，并感谢您对守护玛雅大陆做出的努力；恭喜您获得如下奖励，请在附件中提取！	99999	23181	1	11	24000	8	1440	-1	-1	-1	-1	-1
20408	玛雅女神	灭世之战大胜排名奖励	敬爱的玛雅大陆守护者，为嘉奖你在灭世之战中伤害排名第（{0}）名的英勇表现，并感谢您对守护玛雅大陆做出的努力；恭喜您获得如下奖励，请在附件中提取！	99999	23181	1	11	18000	8	720	-1	-1	-1	-1	-1
20409	玛雅女神	灭世之战大胜排名奖励	敬爱的玛雅大陆守护者，为嘉奖你在灭世之战中伤害排名第（{0}）名的英勇表现，并感谢您对守护玛雅大陆做出的努力；恭喜您获得如下奖励，请在附件中提取！	99999	23181	1	11	14400	8	360	-1	-1	-1	-1	-1
20410	玛雅女神	灭世之战大胜排名奖励	敬爱的玛雅大陆守护者，为嘉奖你在灭世之战中伤害排名第（{0}）名的英勇表现，并感谢您对守护玛雅大陆做出的努力；恭喜您获得如下奖励，请在附件中提取！	99999	23181	1	11	12000	8	360	-1	-1	-1	-1	-1
20411	玛雅女神	灭世之战大胜排名奖励	敬爱的玛雅大陆守护者，为嘉奖你在灭世之战中伤害排名第（{0}）名的英勇表现，并感谢您对守护玛雅大陆做出的努力；恭喜您获得如下奖励，请在附件中提取！	99999	23181	1	11	12000	8	360	-1	-1	-1	-1	-1
20412	玛雅女神	灭世之战大胜排名奖励	敬爱的玛雅大陆守护者，为嘉奖你在灭世之战中伤害排名第（{0}）名的英勇表现，并感谢您对守护玛雅大陆做出的努力；恭喜您获得如下奖励，请在附件中提取！	99999	23181	1	11	12000	8	360	-1	-1	-1	-1	-1
20413	玛雅女神	灭世之战大胜排名奖励	敬爱的玛雅大陆守护者，为嘉奖你在灭世之战中伤害排名第（{0}）名的英勇表现，并感谢您对守护玛雅大陆做出的努力；恭喜您获得如下奖励，请在附件中提取！	99999	23181	1	11	12000	8	360	-1	-1	-1	-1	-1
20414	玛雅女神	灭世之战大胜排名奖励	敬爱的玛雅大陆守护者，为嘉奖你在灭世之战中伤害排名第（{0}）名的英勇表现，并感谢您对守护玛雅大陆做出的努力；恭喜您获得如下奖励，请在附件中提取！	99999	23181	1	11	12000	8	360	-1	-1	-1	-1	-1
20501	玛雅女神	灭世之战完胜排名奖励	敬爱的玛雅大陆守护者，为嘉奖你在灭世之战中伤害排名第（{0}）名的英勇表现，并感谢您对守护玛雅大陆做出的努力；恭喜您获得如下奖励，请在附件中提取！	99999	22007	1	11	72000	8	21000	-1	-1	-1	-1	-1
20502	玛雅女神	灭世之战完胜排名奖励	敬爱的玛雅大陆守护者，为嘉奖你在灭世之战中伤害排名第（{0}）名的英勇表现，并感谢您对守护玛雅大陆做出的努力；恭喜您获得如下奖励，请在附件中提取！	99999	23181	5	11	64800	8	12600	-1	-1	-1	-1	-1
20503	玛雅女神	灭世之战完胜排名奖励	敬爱的玛雅大陆守护者，为嘉奖你在灭世之战中伤害排名第（{0}）名的英勇表现，并感谢您对守护玛雅大陆做出的努力；恭喜您获得如下奖励，请在附件中提取！	99999	23181	3	11	57600	8	8400	-1	-1	-1	-1	-1
20504	玛雅女神	灭世之战完胜排名奖励	敬爱的玛雅大陆守护者，为嘉奖你在灭世之战中伤害排名第（{0}）名的英勇表现，并感谢您对守护玛雅大陆做出的努力；恭喜您获得如下奖励，请在附件中提取！	99999	23181	2	11	50400	8	4200	-1	-1	-1	-1	-1
20505	玛雅女神	灭世之战完胜排名奖励	敬爱的玛雅大陆守护者，为嘉奖你在灭世之战中伤害排名第（{0}）名的英勇表现，并感谢您对守护玛雅大陆做出的努力；恭喜您获得如下奖励，请在附件中提取！	99999	23181	1	11	43200	8	3360	-1	-1	-1	-1	-1
20506	玛雅女神	灭世之战完胜排名奖励	敬爱的玛雅大陆守护者，为嘉奖你在灭世之战中伤害排名第（{0}）名的英勇表现，并感谢您对守护玛雅大陆做出的努力；恭喜您获得如下奖励，请在附件中提取！	99999	23181	1	11	36000	8	2520	-1	-1	-1	-1	-1
20507	玛雅女神	灭世之战完胜排名奖励	敬爱的玛雅大陆守护者，为嘉奖你在灭世之战中伤害排名第（{0}）名的英勇表现，并感谢您对守护玛雅大陆做出的努力；恭喜您获得如下奖励，请在附件中提取！	99999	23181	1	11	28800	8	1680	-1	-1	-1	-1	-1
20508	玛雅女神	灭世之战完胜排名奖励	敬爱的玛雅大陆守护者，为嘉奖你在灭世之战中伤害排名第（{0}）名的英勇表现，并感谢您对守护玛雅大陆做出的努力；恭喜您获得如下奖励，请在附件中提取！	99999	23181	1	11	21600	8	840	-1	-1	-1	-1	-1
20509	玛雅女神	灭世之战完胜排名奖励	敬爱的玛雅大陆守护者，为嘉奖你在灭世之战中伤害排名第（{0}）名的英勇表现，并感谢您对守护玛雅大陆做出的努力；恭喜您获得如下奖励，请在附件中提取！	99999	23181	1	11	17280	8	420	-1	-1	-1	-1	-1
20510	玛雅女神	灭世之战完胜排名奖励	敬爱的玛雅大陆守护者，为嘉奖你在灭世之战中伤害排名第（{0}）名的英勇表现，并感谢您对守护玛雅大陆做出的努力；恭喜您获得如下奖励，请在附件中提取！	99999	23181	1	11	14400	8	420	-1	-1	-1	-1	-1
20511	玛雅女神	灭世之战完胜排名奖励	敬爱的玛雅大陆守护者，为嘉奖你在灭世之战中伤害排名第（{0}）名的英勇表现，并感谢您对守护玛雅大陆做出的努力；恭喜您获得如下奖励，请在附件中提取！	99999	23181	1	11	14400	8	420	-1	-1	-1	-1	-1
20512	玛雅女神	灭世之战完胜排名奖励	敬爱的玛雅大陆守护者，为嘉奖你在灭世之战中伤害排名第（{0}）名的英勇表现，并感谢您对守护玛雅大陆做出的努力；恭喜您获得如下奖励，请在附件中提取！	99999	23181	1	11	14400	8	420	-1	-1	-1	-1	-1
20513	玛雅女神	灭世之战完胜排名奖励	敬爱的玛雅大陆守护者，为嘉奖你在灭世之战中伤害排名第（{0}）名的英勇表现，并感谢您对守护玛雅大陆做出的努力；恭喜您获得如下奖励，请在附件中提取！	99999	23181	1	11	14400	8	420	-1	-1	-1	-1	-1
20514	玛雅女神	灭世之战完胜排名奖励	敬爱的玛雅大陆守护者，为嘉奖你在灭世之战中伤害排名第（{0}）名的英勇表现，并感谢您对守护玛雅大陆做出的努力；恭喜您获得如下奖励，请在附件中提取！	99999	23181	1	11	14400	8	420	-1	-1	-1	-1	-1
20601	玛雅女神	灭世之战碾压排名奖励	敬爱的玛雅大陆守护者，为嘉奖你在灭世之战中伤害排名第（{0}）名的英勇表现，并感谢您对守护玛雅大陆做出的努力；恭喜您获得如下奖励，请在附件中提取！	99999	22007	1	11	90000	8	30000	-1	-1	-1	-1	-1
20602	玛雅女神	灭世之战碾压排名奖励	敬爱的玛雅大陆守护者，为嘉奖你在灭世之战中伤害排名第（{0}）名的英勇表现，并感谢您对守护玛雅大陆做出的努力；恭喜您获得如下奖励，请在附件中提取！	99999	23181	5	11	81000	8	18000	-1	-1	-1	-1	-1
20603	玛雅女神	灭世之战碾压排名奖励	敬爱的玛雅大陆守护者，为嘉奖你在灭世之战中伤害排名第（{0}）名的英勇表现，并感谢您对守护玛雅大陆做出的努力；恭喜您获得如下奖励，请在附件中提取！	99999	23181	3	11	72000	8	12000	-1	-1	-1	-1	-1
20604	玛雅女神	灭世之战碾压排名奖励	敬爱的玛雅大陆守护者，为嘉奖你在灭世之战中伤害排名第（{0}）名的英勇表现，并感谢您对守护玛雅大陆做出的努力；恭喜您获得如下奖励，请在附件中提取！	99999	23181	2	11	63000	8	6000	-1	-1	-1	-1	-1
20605	玛雅女神	灭世之战碾压排名奖励	敬爱的玛雅大陆守护者，为嘉奖你在灭世之战中伤害排名第（{0}）名的英勇表现，并感谢您对守护玛雅大陆做出的努力；恭喜您获得如下奖励，请在附件中提取！	99999	23181	1	11	54000	8	4800	-1	-1	-1	-1	-1
20606	玛雅女神	灭世之战碾压排名奖励	敬爱的玛雅大陆守护者，为嘉奖你在灭世之战中伤害排名第（{0}）名的英勇表现，并感谢您对守护玛雅大陆做出的努力；恭喜您获得如下奖励，请在附件中提取！	99999	23181	1	11	45000	8	3600	-1	-1	-1	-1	-1
20607	玛雅女神	灭世之战碾压排名奖励	敬爱的玛雅大陆守护者，为嘉奖你在灭世之战中伤害排名第（{0}）名的英勇表现，并感谢您对守护玛雅大陆做出的努力；恭喜您获得如下奖励，请在附件中提取！	99999	23181	1	11	36000	8	2400	-1	-1	-1	-1	-1
20608	玛雅女神	灭世之战碾压排名奖励	敬爱的玛雅大陆守护者，为嘉奖你在灭世之战中伤害排名第（{0}）名的英勇表现，并感谢您对守护玛雅大陆做出的努力；恭喜您获得如下奖励，请在附件中提取！	99999	23181	1	11	27000	8	1200	-1	-1	-1	-1	-1
20609	玛雅女神	灭世之战碾压排名奖励	敬爱的玛雅大陆守护者，为嘉奖你在灭世之战中伤害排名第（{0}）名的英勇表现，并感谢您对守护玛雅大陆做出的努力；恭喜您获得如下奖励，请在附件中提取！	99999	23181	1	11	21600	8	600	-1	-1	-1	-1	-1
20610	玛雅女神	灭世之战碾压排名奖励	敬爱的玛雅大陆守护者，为嘉奖你在灭世之战中伤害排名第（{0}）名的英勇表现，并感谢您对守护玛雅大陆做出的努力；恭喜您获得如下奖励，请在附件中提取！	99999	23181	1	11	18000	8	600	-1	-1	-1	-1	-1
20611	玛雅女神	灭世之战碾压排名奖励	敬爱的玛雅大陆守护者，为嘉奖你在灭世之战中伤害排名第（{0}）名的英勇表现，并感谢您对守护玛雅大陆做出的努力；恭喜您获得如下奖励，请在附件中提取！	99999	23181	1	11	18000	8	600	-1	-1	-1	-1	-1
20612	玛雅女神	灭世之战碾压排名奖励	敬爱的玛雅大陆守护者，为嘉奖你在灭世之战中伤害排名第（{0}）名的英勇表现，并感谢您对守护玛雅大陆做出的努力；恭喜您获得如下奖励，请在附件中提取！	99999	23181	1	11	18000	8	600	-1	-1	-1	-1	-1
20613	玛雅女神	灭世之战碾压排名奖励	敬爱的玛雅大陆守护者，为嘉奖你在灭世之战中伤害排名第（{0}）名的英勇表现，并感谢您对守护玛雅大陆做出的努力；恭喜您获得如下奖励，请在附件中提取！	99999	23181	1	11	18000	8	600	-1	-1	-1	-1	-1
20614	玛雅女神	灭世之战碾压排名奖励	敬爱的玛雅大陆守护者，为嘉奖你在灭世之战中伤害排名第（{0}）名的英勇表现，并感谢您对守护玛雅大陆做出的努力；恭喜您获得如下奖励，请在附件中提取！	99999	23181	1	11	18000	8	600	-1	-1	-1	-1	-1
30101	玛雅女神	灭世之战险胜排名奖励	敬爱的玛雅大陆守护者，为嘉奖你在灭世之战中伤害排名第（{0}）名的英勇表现，并感谢您对守护玛雅大陆做出的努力；恭喜您获得如下奖励，请在附件中提取！	99999	22007	1	11	21000	8	12000	-1	-1	-1	-1	-1
30102	玛雅女神	灭世之战险胜排名奖励	敬爱的玛雅大陆守护者，为嘉奖你在灭世之战中伤害排名第（{0}）名的英勇表现，并感谢您对守护玛雅大陆做出的努力；恭喜您获得如下奖励，请在附件中提取！	99999	23181	5	11	18900	8	7200	-1	-1	-1	-1	-1
30103	玛雅女神	灭世之战险胜排名奖励	敬爱的玛雅大陆守护者，为嘉奖你在灭世之战中伤害排名第（{0}）名的英勇表现，并感谢您对守护玛雅大陆做出的努力；恭喜您获得如下奖励，请在附件中提取！	99999	23181	3	11	16800	8	4800	-1	-1	-1	-1	-1
30104	玛雅女神	灭世之战险胜排名奖励	敬爱的玛雅大陆守护者，为嘉奖你在灭世之战中伤害排名第（{0}）名的英勇表现，并感谢您对守护玛雅大陆做出的努力；恭喜您获得如下奖励，请在附件中提取！	99999	23181	2	11	14700	8	2400	-1	-1	-1	-1	-1
30105	玛雅女神	灭世之战险胜排名奖励	敬爱的玛雅大陆守护者，为嘉奖你在灭世之战中伤害排名第（{0}）名的英勇表现，并感谢您对守护玛雅大陆做出的努力；恭喜您获得如下奖励，请在附件中提取！	99999	23181	1	11	12600	8	1920	-1	-1	-1	-1	-1
30106	玛雅女神	灭世之战险胜排名奖励	敬爱的玛雅大陆守护者，为嘉奖你在灭世之战中伤害排名第（{0}）名的英勇表现，并感谢您对守护玛雅大陆做出的努力；恭喜您获得如下奖励，请在附件中提取！	99999	23181	1	11	10500	8	1440	-1	-1	-1	-1	-1
30107	玛雅女神	灭世之战险胜排名奖励	敬爱的玛雅大陆守护者，为嘉奖你在灭世之战中伤害排名第（{0}）名的英勇表现，并感谢您对守护玛雅大陆做出的努力；恭喜您获得如下奖励，请在附件中提取！	99999	23181	1	11	8400	8	960	-1	-1	-1	-1	-1
30108	玛雅女神	灭世之战险胜排名奖励	敬爱的玛雅大陆守护者，为嘉奖你在灭世之战中伤害排名第（{0}）名的英勇表现，并感谢您对守护玛雅大陆做出的努力；恭喜您获得如下奖励，请在附件中提取！	99999	23181	1	11	6300	8	480	-1	-1	-1	-1	-1
30109	玛雅女神	灭世之战险胜排名奖励	敬爱的玛雅大陆守护者，为嘉奖你在灭世之战中伤害排名第（{0}）名的英勇表现，并感谢您对守护玛雅大陆做出的努力；恭喜您获得如下奖励，请在附件中提取！	99999	23181	1	11	5040	8	240	-1	-1	-1	-1	-1
30110	玛雅女神	灭世之战险胜排名奖励	敬爱的玛雅大陆守护者，为嘉奖你在灭世之战中伤害排名第（{0}）名的英勇表现，并感谢您对守护玛雅大陆做出的努力；恭喜您获得如下奖励，请在附件中提取！	99999	23181	1	11	4200	8	240	-1	-1	-1	-1	-1
30111	玛雅女神	灭世之战险胜排名奖励	敬爱的玛雅大陆守护者，为嘉奖你在灭世之战中伤害排名第（{0}）名的英勇表现，并感谢您对守护玛雅大陆做出的努力；恭喜您获得如下奖励，请在附件中提取！	99999	23181	1	11	4200	8	240	-1	-1	-1	-1	-1
30112	玛雅女神	灭世之战险胜排名奖励	敬爱的玛雅大陆守护者，为嘉奖你在灭世之战中伤害排名第（{0}）名的英勇表现，并感谢您对守护玛雅大陆做出的努力；恭喜您获得如下奖励，请在附件中提取！	99999	23181	1	11	4200	8	240	-1	-1	-1	-1	-1
30113	玛雅女神	灭世之战险胜排名奖励	敬爱的玛雅大陆守护者，为嘉奖你在灭世之战中伤害排名第（{0}）名的英勇表现，并感谢您对守护玛雅大陆做出的努力；恭喜您获得如下奖励，请在附件中提取！	99999	23181	1	11	4200	8	240	-1	-1	-1	-1	-1
30114	玛雅女神	灭世之战险胜排名奖励	敬爱的玛雅大陆守护者，为嘉奖你在灭世之战中伤害排名第（{0}）名的英勇表现，并感谢您对守护玛雅大陆做出的努力；恭喜您获得如下奖励，请在附件中提取！	99999	23181	1	11	4200	8	240	-1	-1	-1	-1	-1
30201	玛雅女神	灭世之战小胜排名奖励	敬爱的玛雅大陆守护者，为嘉奖你在灭世之战中伤害排名第（{0}）名的英勇表现，并感谢您对守护玛雅大陆做出的努力；恭喜您获得如下奖励，请在附件中提取！	99999	22007	1	11	35000	8	16000	-1	-1	-1	-1	-1
30202	玛雅女神	灭世之战小胜排名奖励	敬爱的玛雅大陆守护者，为嘉奖你在灭世之战中伤害排名第（{0}）名的英勇表现，并感谢您对守护玛雅大陆做出的努力；恭喜您获得如下奖励，请在附件中提取！	99999	23181	5	11	31500	8	9600	-1	-1	-1	-1	-1
