INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	INT	INT	INT
5283	0	-1	-1	0	0	0	1	0	1	1	-1	-1	-1	-1	-1	3	3	-1	0	0	-4	16	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	-1	-1
5284	0	-1	-1	0	0	0	1	0	1	1	-1	-1	-1	-1	-1	0	1	-1	0	0	6	5000	55	70	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	-1	-1
5285	0	-1	-1	0	0	0	1	0	1	1	-1	-1	-1	-1	-1	0	1	-1	0	0	6	5000	80	100	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	-1	-1
5286	0	-1	-1	0	0	0	1	0	1	1	-1	-1	-1	-1	-1	4	1	-1	10000	6	5290	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	-1	-1
5287	0	-1	-1	7000	0	0	1	0	1	1	-1	-1	-1	-1	-1	25	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	-1	-1
5288	0	-1	-1	10000	0	0	1	0	1	1	-1	-1	-1	-1	-1	4	4097	-1	10000	8	5289	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	-1	-1
5289	0	-1	-1	0	0	0	1	0	1	1	-1	-1	-1	-1	-1	0	1	-1	4	0	8	0	100	500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	-1	-1
5290	0	0	-1	0	0	0	1	0	1	1	-1	-1	-1	-1	-1	13	1	-1	10016	3	0	2	5	60	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	-1	-1
5291	0	-1	-1	0	0	0	1	0	1	1	-1	-1	-1	-1	-1	0	1	-1	1	0	8	5000	500	1000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	-1	-1
5292	0	1005	-1	0	0	0	1	0	1	1	-1	-1	-1	-1	-1	0	1	-1	1	0	8	5000	40	60	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	-1	-1
5293	0	1003	-1	0	0	0	1	0	1	1	-1	-1	-1	-1	-1	0	1	-1	1	0	8	5000	40	60	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1		0	-1	-1
5294	0	502	-1	2000	0	6	1	0	1	1	-1	-1	-1	-1	-1	0	1	-1	0	0	6	5000	20	30	9	3	-1	3	15	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	-1	-1
5295	0	-1	-1	0	0	0	1	0	1	1	-1	-1	-1	-1	-1	0	1	-1	0	0	6	5000	20	30	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	-1	-1
5296	0	-1	-1	0	0	0	1	0	1	1	-1	-1	-1	-1	-1	0	1	-1	0	0	6	4000	20	30	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	-1	-1
5297	0	-1	-1	0	0	0	1	0	1	1	-1	-1	-1	-1	-1	3	1	-1	0	0	6	20	100	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	-1	-1
5298	0	0	-1	0	0	0	1	0	1	1	-1	-1	-1	-1	-1	3	3	-1	0	0	4	15	0	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	-1	-1
5299	0	-1	-1	0	0	0	1	0	1	1	-1	-1	-1	-1	-1	0	1	-1	1	0	8	5000	20	30	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	-1	-1
5300	0	1125	-1	0	0	0	1	0	1	1	-1	-1	-1	-1	-1	0	1	-1	1	0	8	5000	100	200	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	-1	-1
5301	0	-1	-1	0	0	0	1	0	1	1	-1	-1	-1	-1	-1	0	1	-1	1	0	8	5000	500	1000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	-1	-1
5302	0	-1	-1	2000	0	1	1	0	1	1	-1	-1	-1	-1	-1	2	3	-1	25	25	-3000	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	-1	-1
5303	0	1106	-1	0	0	0	1	0	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	-1	-1
5304	1	-1	-1	4000	0	1	1	0	1	1	-1	-1	-1	-1	-1	0	1	-1	1	0	8	5000	200	400	2	3	-1	25	25	-6000	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	-1	-1
5305	0	-1	-1	3000	0	0	1	0	1	1	-1	-1	-1	-1	-1	0	1	-1	1	0	8	5000	200	400	2	3	-1	25	25	-4000	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	-1	-1
5306	0	-1	-1	0	0	0	1	0	1	1	-1	-1	-1	-1	-1	0	1	-1	1	0	8	5000	200	400	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	-1	-1
5307	0	-1	-1	0	0	0	1	0	1	1	-1	-1	-1	-1	-1	0	1	-1	0	0	6	4000	200	400	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	-1	-1
5308	0	1125	-1	0	0	0	1	0	1	1	-1	-1	-1	-1	-1	0	1	-1	1	0	8	5000	100	200	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	-1	-1
5309	0	-1	-1	0	0	0	1	0	1	1	-1	-1	-1	-1	-1	0	1	-1	1	0	8	5000	100	200	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	-1	-1
5310	0	-1	-1	2000	0	1	1	0	1	1	-1	-1	-1	-1	-1	2	3	-1	25	25	-3000	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	-1	-1
5311	0	1106	-1	0	0	0	1	0	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	-1	-1
5312	1	-1	-1	4000	0	1	1	0	1	1	-1	-1	-1	-1	-1	0	1	-1	1	0	8	5000	200	400	2	3	-1	25	25	-6000	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	-1	-1
5313	0	1125	-1	0	0	0	1	0	1	1	-1	-1	-1	-1	-1	0	1	-1	1	0	8	5000	100	200	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	-1	-1
5314	0	-1	-1	0	0	0	1	0	1	1	-1	-1	-1	-1	-1	0	1	-1	1	0	8	5000	100	200	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	-1	-1
5315	0	-1	-1	2000	0	1	1	0	1	1	-1	-1	-1	-1	-1	2	3	-1	25	25	-3000	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	-1	-1
5316	0	1106	-1	0	0	0	1	0	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	-1	-1
5317	1	-1	-1	4000	0	1	1	0	1	1	-1	-1	-1	-1	-1	0	1	-1	1	0	8	5000	200	400	2	3	-1	25	25	-6000	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	-1	-1
5318	0	1125	-1	0	0	0	1	0	1	1	-1	-1	-1	-1	-1	0	1	-1	1	0	8	5000	100	200	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	-1	-1
5319	0	-1	-1	0	0	0	1	0	1	1	-1	-1	-1	-1	-1	0	1	-1	1	0	8	5000	100	200	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	-1	-1
5320	0	-1	-1	2000	0	1	1	0	1	1	-1	-1	-1	-1	-1	2	3	-1	25	25	-3000	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	-1	-1
5321	0	1106	-1	0	0	0	1	0	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	-1	-1
5322	1	-1	-1	4000	0	1	1	0	1	1	-1	-1	-1	-1	-1	0	1	-1	1	0	8	5000	200	400	2	3	-1	25	25	-6000	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	-1	-1
5323	0	-1	-1	0	0	1	1	0	1	1	-1	-1	-1	-1	-1	0	1	-1	1	0	8	5000	200	400	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	-1	-1
5324	1	-1	-1	1500	0	1	1	0	1	1	-1	-1	-1	-1	-1	2	3	-1	25	25	-6000	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	-1	-1
5325	0	-1	-1	0	0	1	1	0	1	1	-1	-1	-1	-1	-1	0	1	-1	1	0	8	5000	200	400	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	-1	-1
5326	1	-1	-1	1500	0	1	1	0	1	1	-1	-1	-1	-1	-1	2	3	-1	25	25	-6000	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	-1	-1
5327	0	-1	-1	0	0	1	1	0	1	1	-1	-1	-1	-1	-1	0	1	-1	1	0	8	5000	200	400	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	-1	-1
5328	1	-1	-1	1500	0	1	1	0	1	1	-1	-1	-1	-1	-1	2	3	-1	25	25	-6000	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	-1	-1
5329	0	-1	-1	0	0	1	1	0	1	1	-1	-1	-1	-1	-1	0	1	-1	1	0	8	5000	200	400	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	-1	-1
5330	1	-1	-1	1500	0	1	1	0	1	1	-1	-1	-1	-1	-1	2	3	-1	25	25	-6000	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	-1	-1
5331	0	1137	-1	0	0	0	1	0	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	-1	-1
5332	0	-1	-1	0	0	1	1	0	1	1	-1	-1	-1	-1	-1	0	1	-1	1	0	8	5000	200	400	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	-1	-1
5333	0	1138	-1	0	0	0	1	0	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	-1	-1
5334	0	-1	-1	0	0	1	1	0	1	1	-1	-1	-1	-1	-1	0	1	-1	1	0	6	5000	200	400	3	1	-1	0	0	3	15	0	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	-1	-1
5335	0	1136	-1	0	0	0	1	0	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	-1	-1
5336	1	0	-1	5000	0	1	0	0	1	1	-1	-1	-1	-1	5	8	3	-1	63	1000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	-1	-1
5337	1	0	-1	5000	0	1	0	0	1	1	-1	-1	-1	-1	5	8	3	-1	63	1500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	-1	-1
5338	1	0	-1	5000	0	1	0	0	1	1	-1	-1	-1	-1	5	8	3	-1	63	2000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	-1	-1
5339	1	0	-1	5000	0	1	0	0	1	1	-1	-1	-1	-1	5	8	3	-1	63	1500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	-1	-1
5340	1	0	-1	5000	0	1	0	0	1	1	-1	-1	-1	-1	5	8	3	-1	63	2000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	-1	-1
5341	1	0	-1	5000	0	1	0	0	1	1	-1	-1	-1	-1	5	8	3	-1	63	2500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	-1	-1
5342	0	-1	-1	0	0	0	1	0	1	1	-1	-1	-1	-1	-1	13	1	-1	10104	1	0	0	0	30	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	-1	-1
5343	0	-1	-1	6000	0	0	1	0	1	1	-1	-1	-1	-1	-1	25	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	-1	-1
5344	0	-1	-1	0	0	0	1	0	1	1	-1	-1	-1	-1	-1	0	1	-1	4	0	8	0	5000	10000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	-1	-1
5345	0	-1	-1	6000	0	0	1	0	1	1	-1	-1	-1	-1	-1	4	2049	-1	10000	12	5344	-1	-1	-1	4	2049	-1	10000	12	5349	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	-1	-1
5346	0	-1	-1	-1	0	0	1	0	1	1	-1	-1	-1	-1	-1	10	3	-1	64	3	63	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	-1	-1
5347	1	506	-1	5000	0	1	1	0	1	1	-1	-1	-1	-1	-1	0	1	-1	1	0	5	10000	0	0	2	3	-1	19	19	-5000	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	-1	-1
5348	0	1145	-1	0	0	0	1	0	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	-1	-1
5349	1	-1	-1	2000	0	0	1	0	1	1	-1	-1	-1	-1	-1	2	3	-1	25	25	-6000	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	-1	-1
5350	0	-1	-1	0	0	0	1	0	1	1	-1	-1	-1	-1	-1	0	1	-1	2	0	7	5000	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	-1	-1
5351	0	-1	-1	0	0	0	1	0	1	1	-1	-1	-1	-1	-1	13	1	-1	10105	1	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	-1	-1
5352	0	-1	-1	6000	0	0	1	0	1	1	-1	-1	-1	-1	-1	25	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	-1	-1
5353	0	-1	-1	0	0	0	1	0	1	1	-1	-1	-1	-1	-1	0	1	-1	4	0	8	0	5000	10000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	-1	-1
5354	0	-1	-1	6000	0	0	1	0	1	1	-1	-1	-1	-1	-1	4	2049	-1	10000	12	5353	-1	-1	-1	4	2049	-1	10000	12	5358	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	-1	-1
5355	0	-1	-1	-1	0	0	1	0	1	1	-1	-1	-1	-1	-1	10	3	-1	64	3	63	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	-1	-1
5356	1	506	-1	5000	0	1	1	0	1	1	-1	-1	-1	-1	-1	0	1	-1	1	0	5	10000	0	0	2	3	-1	19	19	-5000	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	-1	-1
5357	0	1145	-1	0	0	0	1	0	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	-1	-1
5358	1	-1	-1	2000	0	0	1	0	1	1	-1	-1	-1	-1	-1	2	3	-1	25	25	-6000	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	-1	-1
5359	0	-1	-1	0	0	0	1	0	1	1	-1	-1	-1	-1	-1	0	1	-1	2	0	7	5000	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	-1	-1
5360	0	-1	-1	0	0	0	1	0	1	1	-1	-1	-1	-1	-1	13	1	-1	10106	1	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	-1	-1
5361	0	-1	-1	6000	0	0	1	0	1	1	-1	-1	-1	-1	-1	25	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	-1	-1
5362	0	-1	-1	0	0	0	1	0	1	1	-1	-1	-1	-1	-1	0	1	-1	4	0	8	0	5000	10000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	-1	-1
5363	0	-1	-1	6000	0	0	1	0	1	1	-1	-1	-1	-1	-1	4	2049	-1	10000	12	5362	-1	-1	-1	4	2049	-1	10000	12	5367	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	-1	-1
5364	0	-1	-1	-1	0	0	1	0	1	1	-1	-1	-1	-1	-1	10	3	-1	64	3	63	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	-1	-1
5365	1	506	-1	5000	0	1	1	0	1	1	-1	-1	-1	-1	-1	0	1	-1	1	0	5	10000	0	0	2	3	-1	19	19	-5000	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	-1	-1
5366	0	1145	-1	0	0	0	1	0	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	-1	-1
5367	1	-1	-1	2000	0	0	1	0	1	1	-1	-1	-1	-1	-1	2	3	-1	25	25	-6000	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	-1	-1
5368	0	-1	-1	0	0	0	1	0	1	1	-1	-1	-1	-1	-1	0	1	-1	2	0	7	5000	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	-1	-1
5369	0	-1	-1	0	0	0	1	0	1	1	-1	-1	-1	-1	-1	13	1	-1	10107	1	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	-1	-1
5370	0	-1	-1	6000	0	0	1	0	1	1	-1	-1	-1	-1	-1	25	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	-1	-1
5371	0	-1	-1	0	0	0	1	0	1	1	-1	-1	-1	-1	-1	0	1	-1	4	0	8	0	5000	10000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	-1	-1
5372	0	-1	-1	6000	0	0	1	0	1	1	-1	-1	-1	-1	-1	4	2049	-1	10000	12	5371	-1	-1	-1	4	2049	-1	10000	12	5378	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	-1	-1
5373	0	1104	-1	-1	0	0	1	0	1	1	-1	-1	-1	-1	-1	10	3	-1	64	3	63	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	-1	-1
