INT	STRING	INT	INT	INT	INT	INT	INT	FLOAT	FLOAT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	FLOAT	FLOAT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	STRING	INT
469	主线:达到220级	0	575	0	-1	71	6	29	103	1	13	3	-1	-1	18	46	220	-1	73	6	78.73	55.42	316	-1	1	1850886	2	80950	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1974	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1
470	主线:塞西莉亚的发现	0	194	0	-1	71	6	30.29	101.69	0	6	28	80	-1	0	72	-1	-1	72	6	25.5	83.5	471	-1	1	2211795	2	89570	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1975	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1
471	主线:寻找气息	0	380	0	-1	72	6	25.5	83.5	0	6	100	41	-1	3	1500	10054	-1	72	6	25.5	83.5	472	-1	1	2230233	2	89992	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1976	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1
472	主线:潜伏的魔族	0	381	0	-1	72	6	25.5	83.5	0	6	60	102	-1	1	1045	80	-1	72	6	25.5	83.5	473	-1	1	2248789	2	90414	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1977	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1
473	主线:对策	0	382	0	-1	72	6	25.5	83.5	0	6	29	103	-1	0	71	-1	-1	71	6	30.29	101.69	676	-1	1	2267463	2	90838	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1978	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1
474	主线:达到230级	0	601	0	-1	71	6	30.29	101.69	1	13	3	-1	-1	18	46	230	-1	71	6	30.29	101.69	325	-1	1	2582758	2	97750	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1979	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1
475	主线:魔灵踪迹	0	214	0	-1	72	6	25.5	83.5	0	6	15	70	-1	0	69	-1	-1	69	6	12.96	73.44	476	-1	1	3046387	2	107210	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1980	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1
476	主线:追踪	0	385	0	-1	69	6	12.96	73.44	0	6	28	80	-1	5	119	-1	-1	72	6	25.5	83.5	477	-1	1	3069951	2	107672	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1981	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1
477	主线:狂化	0	386	0	-1	72	6	25.5	83.5	0	6	46	57	-1	0	74	-1	-1	74	6	45.2	58.5	478	-1	1	3093655	2	108134	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1982	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1
478	主线:平息	0	387	0	-1	74	6	45.2	58.5	0	6	53	90	-1	1	1044	80	-1	74	6	45.2	58.5	704	-1	1	3117498	2	108598	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1983	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1
479	主线:达到240级	0	625	0	-1	72	6	25	83	1	13	3	-1	-1	18	46	240	-1	72	6	25.5	83.5	332	-1	1	3414749	2	114238	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1984	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1
480	主线:全面清理	0	394	0	-1	72	6	25.5	83.5	0	6	60	102	-1	1	1045	80	-1	72	6	25.5	83.5	481	-1	1	4103419	2	126450	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1985	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1
481	主线:芭芭拉的请求	0	390	0	-1	72	6	25.5	83.5	0	6	45	56	-1	0	74	-1	-1	74	6	45.2	58.5	482	-1	1	4133014	2	126952	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1986	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1
482	主线:回收	0	391	0	-1	74	6	45.2	58.5	0	6	44	40	-1	4	25531	50	1041	74	6	45.2	58.5	730	-1	1	4162773	2	127454	-1	-1	25531	4000	1041	-1	-1	-1	-1	-1	1987	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1
483	主线:重归宁静	0	260	0	-1	74	6	45.2	58.5	0	6	28	80	-1	0	72	-1	-1	72	6	25.5	83.5	715	-1	1	3624652	2	118078	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1988	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1
484	主线:达到245级	0	640	0	-1	72	6	25.5	83.5	1	13	3	-1	-1	18	245	-1	-1	72	6	25.5	83.5	480	-1	1	4073986	2	125950	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1989	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1
485	主线:恐怖	0	272	0	-1	77	7	26.3	19.5	0	7	20	46	-1	1	1072	80	-1	77	7	26.3	19.5	486	-1	1	5384178	2	146750	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1990	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1
486	主线:美味	0	395	0	-1	77	7	26.3	19.5	0	7	78	31	-1	0	81	-1	-1	81	7	78.43	29.24	487	-1	1	5420599	2	147290	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1991	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1
487	主线:好吃之人	0	396	0	-1	81	7	78.43	29.24	0	7	99	30	-1	4	25563	50	1074	81	7	78.43	29.24	488	-1	1	5457208	2	147832	-1	-1	25563	4000	1074	-1	-1	-1	-1	-1	1992	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1
488	主线:分享	0	397	0	-1	81	7	78.43	29.24	0	7	29	20	-1	0	77	-1	-1	77	7	26.3	19.5	760	-1	1	5494005	2	148374	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1993	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1
489	主线:达到260级	0	679	0	-1	77	7	26.3	19.5	1	13	3	-1	-1	18	46	260	-1	77	7	26.3	19.5	362	-1	1	6108956	2	157190	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1994	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1
490	主线:复仇之旅	0	284	0	-1	80	7	17.5	70.3	0	7	134	113	-1	1	1075	80	-1	80	7	17.5	70.3	491	-1	1	7038708	2	169730	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1995	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1
491	主线:爪牙	0	400	0	-1	80	7	17.5	70.3	0	7	30	40	-1	0	67	-1	-1	76	7	29	42	492	-1	1	7083389	2	170312	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1996	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1
492	主线:人面蝎心	0	401	0	-1	76	7	29	42	0	7	30	63	-1	1	1077	80	-1	76	7	29	42	493	-1	1	7128286	2	170894	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1997	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1
493	主线:颤抖吧	0	402	0	-1	76	7	29	42	0	7	140	94	-1	4	25562	50	1076	76	7	29	42	784	-1	1	7173400	2	171478	-1	-1	25562	4000	1076	-1	-1	-1	-1	-1	1998	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1
494	主线:达到270级	0	703	0	-1	76	7	29	42	1	13	3	-1	-1	18	46	270	-1	80	7	17.5	70.3	374	-1	1	7925286	2	180950	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1999	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1
495	主线:重大发现	0	297	0	-1	84	7	30	93.75	0	7	80	30	-1	0	81	-1	-1	81	7	78.43	29.24	496	-1	1	9055488	2	194392	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3020	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1
496	主线:准备	0	405	0	-1	81	7	78.43	29.24	0	7	52	95	-1	4	25553	50	1080	81	7	78.43	29.24	497	-1	1	9109622	2	195014	-1	-1	25553	4000	1080	-1	-1	-1	-1	-1	3021	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1
497	主线:诱惑	0	406	0	-1	81	7	78.43	29.24	0	7	40	66	-1	1	1078	80	-1	81	7	78.43	29.24	498	-1	1	9164003	2	195638	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3022	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1
498	主线:成功诱捕	0	407	0	-1	81	7	78.43	29.24	0	7	28	62	-1	4	25551	50	1077	81	7	78.43	29.24	807	-1	1	9218631	2	196262	-1	-1	25551	4000	1077	-1	-1	-1	-1	-1	3023	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1
499	主线:达到280级	0	726	0	-1	81	7	78.43	29.24	1	13	3	-1	-1	18	46	280	-1	84	7	30	93.75	387	-1	1	10126881	2	206390	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3024	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1
500	主线:重伤	0	310	0	-1	79	7	41.87	88.92	0	7	48	28	-1	0	78	-1	-1	78	7	48	30	501	-1	1	11420505	2	220072	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3025	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1
501	主线:求医	0	410	0	-1	78	7	48	30	0	7	33	95	-1	0	84	-1	-1	84	7	30	93.75	502	-1	1	11485092	2	220734	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3026	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1
502	主线:腐朽	0	411	0	-1	84	7	30	93.75	0	7	116	67	-1	4	25555	50	1082	84	7	30	93.75	503	-1	1	11549955	2	221398	-1	-1	25555	4000	1082	-1	-1	-1	-1	-1	3027	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1
503	主线:感谢	0	412	0	-1	84	7	30	93.75	0	7	48	28	-1	0	78	-1	-1	78	7	48	30	829	-1	1	11615098	2	222062	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3028	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1
504	主线:达到290级	0	748	0	-1	79	7	41.87	88.92	1	13	3	-1	-1	18	46	290	-1	79	7	41.87	88.92	400	-1	1	12695888	2	232830	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3029	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1
505	主线:感叹	0	531	0	-1	84	7	30	93.75	0	7	18	68	-1	0	80	-1	-1	80	7	17.5	70.3	506	-1	1	14304845	2	248054	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3030	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1
506	主线:新的目标	0	415	0	-1	80	7	17.5	70.3	0	7	42	90	-1	0	79	-1	-1	79	7	41.87	88.92	507	-1	1	14381485	2	248758	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3031	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1
507	主线:再见	0	416	0	-1	79	7	41.87	88.92	0	7	30	43	-1	0	76	-1	-1	76	7	29	42	508	-1	1	14458437	2	249462	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3032	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1
508	主线:久违的相见	0	417	0	-1	76	7	29	42	0	3	43	93	-1	0	25	-1	-1	25	3	40.53	94.16	853	-1	1	14535701	2	250168	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3033	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1
509	主线:升空？天之界	0	772	0	-1	25	3	40.53	94.16	1	13	3	-1	-1	18	46	300	-1	25	3	40.53	94.16	-1	-1	1	15815131	2	261592	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3034	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1
510	主线:书？	0	99999	0	-1	20	3	12.2	94	0	3	14	94	-1	0	20	-1	-1	20	3	12.2	94	1	-1	1	352	2	1254	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3035	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1
511	主线:完成拼接	0	51	0	-1	36	5	114.5	72.1	0	5	89	111	-1	0	34	-1	-1	34	5	90.77	109.73	115	-1	1	2845	2	3194	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3036	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1
512	主线:顺风	0	47	0	-1	34	5	90.77	109.73	0	5	114	69	-1	0	36	-1	-1	36	5	114.5	72.1	120	-1	1	3241	2	3330	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3037	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1
513	主线:兽王传说	0	57	0	-1	11	1	151.29	57.29	1	104	-1	-1	-1	7	212	1	-1	11	1	151.29	57.29	-1	-1	1	2321	7	200	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3038	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1
514	主线:打探消息	0	71	0	-1	15	1	112.03	57.24	0	1	119	49	-1	3	1500	10067	-1	15	1	112.03	57.24	154	-1	1	3524	2	5654	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3039	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1
515	主线:风声	0	155	0	-1	17	1	131.26	16.37	0	1	115	58	-1	0	15	-1	-1	15	1	112.03	57.24	141	-1	1	3561	2	6358	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3040	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1
516	主线:归心	0	72	0	-1	15	1	112.03	57.24	0	1	133	17	-1	0	17	-1	-1	17	1	131.26	16.37	164	-1	1	3452	2	6568	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3041	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1
517	主线:机关金库	0	85	0	-1	48	2	54.6	91	1	60	1	-1	-1	7	6200	1	-1	48	2	54.6	91	206	-1	1	12035	2	8392	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3042	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1
518	主线:前进	0	342	0	-1	53	2	111.49	70.84	0	2	109	70	-1	0	53	-1	-1	53	2	111.49	70.84	221	-1	1	20105	2	23000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3043	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1
519	主线:维护治安	0	6	0	-1	40	3	126	125	0	3	127	122	-1	5	121	121	121	40	3	126	125	4	-1	1	120	2	1150	14999	1	-1	-1	-1	-1	-1	-1	-1	-1	3044	-1	-1	-1	-1	-1	24512	1	-1	-1	24512	1	-1	-1	24512	1	-1	-1	-1	0	0	-1	-1	-1	-1
520	主线:魔狼的哀嚎	0	95	0	-1	54	2	110.62	67.16	0	2	76	46	-1	1	1027	25	-1	48	2	54.6	91	521	-1	1	197584	2	10750	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3045	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1
521	主线:寻找艾维斯	0	431	0	-1	48	2	54.6	91	0	2	60	111	-1	0	47	-1	-1	47	2	58.8	110.7	522	-1	1	32510	2	10890	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3046	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1
522	主线:回复流浪者	0	432	0	-1	47	2	58.8	110.7	0	2	54	90	-1	0	48	-1	-1	48	2	54.6	91	523	-1	1	108273	2	11032	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3047	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1
523	主线:毒气扩散	0	433	0	-1	48	2	54.6	91	0	2	98	28	-1	1	1031	25	-1	48	2	54.6	91	524	-1	1	194330	2	11174	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3048	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1
524	主线:骚扰艾维斯	0	434	0	-1	48	2	54.6	91	0	2	60	111	-1	0	47	-1	-1	47	2	58.8	110.7	525	-1	1	32510	2	11318	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3049	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1
525	主线:无聊的流浪者	0	435	0	-1	47	2	58.8	110.7	0	2	54	90	-1	0	48	-1	-1	48	2	54.6	91	526	-1	1	32510	2	11462	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3050	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1
526	主线:收集毒气	0	436	0	-1	48	2	54.6	91	0	2	98	28	-1	4	25549	25	1031	48	2	54.6	91	527	-1	1	194330	2	11608	-1	-1	25549	8000	1031	-1	-1	-1	-1	-1	3051	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1
527	主线:魔狼传情	0	437	0	-1	48	2	54.6	91	0	2	76	46	-1	4	25565	20	1027	54	2	110.62	67.16	232	-1	1	194330	2	11754	-1	-1	25565	8000	1027	-1	-1	-1	-1	-1	3052	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1
528	主线:寻找西露芙	0	333	0	-1	51	2	47.2	25.3	0	2	48	40	-1	0	51	-1	-1	51	2	47.2	25.3	529	-1	1	35210	2	12654	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3053	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1
529	主线:毒牛威胁	0	439	0	-1	51	2	47.2	25.3	0	2	98	28	-1	1	1031	25	-1	51	2	47.2	25.3	530	-1	1	220334	2	12808	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3054	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1
530	主线:巨人灵气	0	440	0	-1	51	2	47.2	25.3	0	2	112	44	-1	4	25566	30	1025	51	2	47.2	25.3	531	-1	1	220334	2	12962	-1	-1	25566	8000	1025	-1	-1	-1	-1	-1	3055	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1
531	主线:寻找伊登	0	441	0	-1	51	2	47.2	25.3	0	2	111	69	-1	0	53	-1	-1	53	2	111.49	70.84	532	-1	1	68150	2	13118	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3056	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1
532	主线:寻找露娜	0	442	0	-1	53	2	111.49	70.84	0	2	109	69	-1	0	54	-1	-1	54	2	110.62	67.16	533	-1	1	35200	2	13274	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3057	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1
533	主线:噬魂威胁	0	443	0	-1	54	2	110.62	67.16	0	2	110	42	-1	1	1025	30	-1	54	2	110.62	67.16	534	-1	1	69253	2	13432	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3058	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1
534	主线:蜘蛛的魂魄	0	444	0	-1	54	2	110.62	67.16	0	2	124	34	-1	4	25567	30	1028	54	2	110.62	67.16	535	-1	1	35210	2	13590	-1	-1	25567	8000	1028	-1	-1	-1	-1	-1	3059	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1
535	主线:寻找欧尼斯特	0	445	0	-1	54	2	110.62	67.16	0	2	80	76	-1	0	46	-1	-1	46	2	94.2	101.3	424	-1	1	35210	2	13750	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3060	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1
536	主线:巨人之魂	0	100	0	-1	53	2	111.49	70.84	0	2	112	44	-1	4	25568	30	1025	53	2	111.49	70.84	537	-1	1	246646	2	15062	-1	-1	25568	8000	1025	-1	-1	-1	-1	-1	3061	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1
537	主线:寻找温蒂尼	0	447	0	-1	53	2	111.49	70.84	0	2	48	29	-1	0	50	-1	-1	50	2	44.5	27.6	538	-1	1	235620	2	15230	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3062	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1
538	主线:恐怖的噬魂	0	448	0	-1	50	2	44.5	27.6	0	2	110	42	-1	1	1025	30	-1	50	2	44.5	27.6	539	-1	1	239531	2	15400	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3063	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1
539	主线:清理蜘蛛	0	449	0	-1	50	2	44.5	27.6	0	2	128	34	-1	1	1028	30	-1	50	2	44.5	27.6	540	-1	1	235974	2	15570	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3064	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1
540	主线:寻找露娜	0	450	0	-1	50	2	44.5	27.6	0	2	109	69	-1	0	54	-1	-1	54	2	110.62	67.16	541	-1	1	211403	2	15742	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3065	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1
541	主线:蜘蛛之魂	0	451	0	-1	54	2	110.62	67.16	0	2	130	34	-1	4	25569	30	1028	54	2	110.62	67.16	542	-1	1	238367	2	15914	-1	-1	25569	8000	1028	-1	-1	-1	-1	-1	3066	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1
542	主线:寻找安妮	0	452	0	-1	54	2	110.62	67.16	0	2	96	99	-1	0	35	-1	-1	45	2	78.1	76.2	543	-1	1	246646	2	16088	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3067	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1
543	主线:清理噬魂巨人	0	453	0	-1	45	2	78.1	76.2	0	2	110	42	-1	1	1025	30	-1	45	2	78.1	76.2	544	-1	1	235620	2	16262	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3068	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1
