INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT
20056	-1	-1	-1	-1	-1	-1	10000	20056	1	1	-1	7500	20056	1	1	-1	5000	20056	1	1	-1	2500	20056	1	1	-1	0	20056	1	1	-1	0	20056	1	1	-1	0	20056	1	1	-1	0	20056	1	1	-1	0	20056	1	1	-1	0	20056	1	1
20057	-1	-1	-1	-1	-1	-1	10000	20057	1	1	-1	10000	20057	1	1	-1	6666	20057	1	1	-1	3333	20057	1	1	-1	0	20057	1	1	-1	0	20057	1	1	-1	0	20057	1	1	-1	0	20057	1	1	-1	0	20057	1	1	-1	0	20057	1	1
20058	-1	-1	-1	-1	-1	-1	10000	20058	1	1	-1	10000	20058	1	1	-1	6666	20058	1	1	-1	3333	20058	1	1	-1	0	20058	1	1	-1	0	20058	1	1	-1	0	20058	1	1	-1	0	20058	1	1	-1	0	20058	1	1	-1	0	20058	1	1
20059	-1	-1	-1	-1	-1	-1	10000	20059	1	1	-1	10000	20059	1	1	-1	6666	20059	1	1	-1	3333	20059	1	1	-1	0	20059	1	1	-1	0	20059	1	1	-1	0	20059	1	1	-1	0	20059	1	1	-1	0	20059	1	1	-1	0	20059	1	1
20060	-1	-1	-1	-1	-1	-1	10000	20060	1	1	-1	5000	20060	1	1	-1	0	20060	1	1	-1	0	20060	1	1	-1	0	20060	1	1	-1	0	20060	1	1	-1	0	20060	1	1	-1	0	20060	1	1	-1	0	20060	1	1	-1	0	20060	1	1
20061	-1	-1	-1	-1	-1	-1	10000	20061	1	1	-1	5000	20061	1	1	-1	0	20061	1	1	-1	0	20061	1	1	-1	0	20061	1	1	-1	0	20061	1	1	-1	0	20061	1	1	-1	0	20061	1	1	-1	0	20061	1	1	-1	0	20061	1	1
20062	-1	-1	-1	-1	-1	-1	10000	20062	1	1	-1	6666	20062	1	1	-1	3333	20062	1	1	-1	0	20062	1	1	-1	0	20062	1	1	-1	0	20062	1	1	-1	0	20062	1	1	-1	0	20062	1	1	-1	0	20062	1	1	-1	0	20062	1	1
20063	-1	-1	-1	-1	-1	-1	10000	20063	1	1	-1	6666	20063	1	1	-1	3333	20063	1	1	-1	0	20063	1	1	-1	0	20063	1	1	-1	0	20063	1	1	-1	0	20063	1	1	-1	0	20063	1	1	-1	0	20063	1	1	-1	0	20063	1	1
20064	-1	-1	-1	-1	-1	-1	10000	20064	1	1	-1	7500	20064	1	1	-1	5000	20064	1	1	-1	2500	20064	1	1	-1	0	20064	1	1	-1	0	20064	1	1	-1	0	20064	1	1	-1	0	20064	1	1	-1	0	20064	1	1	-1	0	20064	1	1
20065	-1	-1	-1	-1	-1	-1	10000	20065	1	1	-1	7500	20065	1	1	-1	5000	20065	1	1	-1	2500	20065	1	1	-1	0	20065	1	1	-1	0	20065	1	1	-1	0	20065	1	1	-1	0	20065	1	1	-1	0	20065	1	1	-1	0	20065	1	1
20066	-1	-1	-1	-1	-1	-1	10000	20066	1	1	-1	7500	20066	1	1	-1	5000	20066	1	1	-1	2500	20066	1	1	-1	0	20066	1	1	-1	0	20066	1	1	-1	0	20066	1	1	-1	0	20066	1	1	-1	0	20066	1	1	-1	0	20066	1	1
20067	-1	-1	-1	-1	-1	-1	10000	20067	1	1	-1	10000	20067	1	1	-1	6666	20067	1	1	-1	3333	20067	1	1	-1	0	20067	1	1	-1	0	20067	1	1	-1	0	20067	1	1	-1	0	20067	1	1	-1	0	20067	1	1	-1	0	20067	1	1
20068	-1	-1	-1	-1	-1	-1	10000	20068	1	1	-1	10000	20068	1	1	-1	6666	20068	1	1	-1	3333	20068	1	1	-1	0	20068	1	1	-1	0	20068	1	1	-1	0	20068	1	1	-1	0	20068	1	1	-1	0	20068	1	1	-1	0	20068	1	1
20069	-1	-1	-1	-1	-1	-1	10000	20069	1	1	-1	10000	20069	1	1	-1	6666	20069	1	1	-1	3333	20069	1	1	-1	0	20069	1	1	-1	0	20069	1	1	-1	0	20069	1	1	-1	0	20069	1	1	-1	0	20069	1	1	-1	0	20069	1	1
20070	-1	-1	-1	-1	-1	-1	10000	20070	1	1	-1	5000	20070	1	1	-1	0	20070	1	1	-1	0	20070	1	1	-1	0	20070	1	1	-1	0	20070	1	1	-1	0	20070	1	1	-1	0	20070	1	1	-1	0	20070	1	1	-1	0	20070	1	1
20071	-1	-1	-1	-1	-1	-1	10000	20071	1	1	-1	5000	20071	1	1	-1	0	20071	1	1	-1	0	20071	1	1	-1	0	20071	1	1	-1	0	20071	1	1	-1	0	20071	1	1	-1	0	20071	1	1	-1	0	20071	1	1	-1	0	20071	1	1
20072	-1	-1	-1	-1	-1	-1	10000	20072	1	1	-1	6666	20072	1	1	-1	3333	20072	1	1	-1	0	20072	1	1	-1	0	20072	1	1	-1	0	20072	1	1	-1	0	20072	1	1	-1	0	20072	1	1	-1	0	20072	1	1	-1	0	20072	1	1
20073	-1	-1	-1	-1	-1	-1	10000	20073	1	1	-1	6666	20073	1	1	-1	3333	20073	1	1	-1	0	20073	1	1	-1	0	20073	1	1	-1	0	20073	1	1	-1	0	20073	1	1	-1	0	20073	1	1	-1	0	20073	1	1	-1	0	20073	1	1
20074	-1	-1	-1	-1	-1	-1	10000	20074	1	1	-1	7500	20074	1	1	-1	5000	20074	1	1	-1	2500	20074	1	1	-1	0	20074	1	1	-1	0	20074	1	1	-1	0	20074	1	1	-1	0	20074	1	1	-1	0	20074	1	1	-1	0	20074	1	1
20075	-1	-1	-1	-1	-1	-1	10000	20075	1	1	-1	7500	20075	1	1	-1	5000	20075	1	1	-1	2500	20075	1	1	-1	0	20075	1	1	-1	0	20075	1	1	-1	0	20075	1	1	-1	0	20075	1	1	-1	0	20075	1	1	-1	0	20075	1	1
20076	-1	-1	-1	-1	-1	-1	10000	20076	1	1	-1	7500	20076	1	1	-1	5000	20076	1	1	-1	2500	20076	1	1	-1	0	20076	1	1	-1	0	20076	1	1	-1	0	20076	1	1	-1	0	20076	1	1	-1	0	20076	1	1	-1	0	20076	1	1
20077	-1	-1	-1	-1	-1	-1	10000	20077	1	1	-1	10000	20077	1	1	-1	6666	20077	1	1	-1	3333	20077	1	1	-1	0	20077	1	1	-1	0	20077	1	1	-1	0	20077	1	1	-1	0	20077	1	1	-1	0	20077	1	1	-1	0	20077	1	1
20078	-1	-1	-1	-1	-1	-1	10000	20078	1	1	-1	10000	20078	1	1	-1	6666	20078	1	1	-1	3333	20078	1	1	-1	0	20078	1	1	-1	0	20078	1	1	-1	0	20078	1	1	-1	0	20078	1	1	-1	0	20078	1	1	-1	0	20078	1	1
20079	-1	-1	-1	-1	-1	-1	10000	20079	1	1	-1	10000	20079	1	1	-1	6666	20079	1	1	-1	3333	20079	1	1	-1	0	20079	1	1	-1	0	20079	1	1	-1	0	20079	1	1	-1	0	20079	1	1	-1	0	20079	1	1	-1	0	20079	1	1
20080	-1	-1	-1	-1	-1	-1	10000	20080	1	1	-1	5000	20080	1	1	-1	0	20080	1	1	-1	0	20080	1	1	-1	0	20080	1	1	-1	0	20080	1	1	-1	0	20080	1	1	-1	0	20080	1	1	-1	0	20080	1	1	-1	0	20080	1	1
20081	-1	-1	-1	-1	-1	-1	10000	20081	1	1	-1	5000	20081	1	1	-1	0	20081	1	1	-1	0	20081	1	1	-1	0	20081	1	1	-1	0	20081	1	1	-1	0	20081	1	1	-1	0	20081	1	1	-1	0	20081	1	1	-1	0	20081	1	1
20082	-1	-1	-1	-1	-1	-1	10000	20082	1	1	-1	6666	20082	1	1	-1	3333	20082	1	1	-1	0	20082	1	1	-1	0	20082	1	1	-1	0	20082	1	1	-1	0	20082	1	1	-1	0	20082	1	1	-1	0	20082	1	1	-1	0	20082	1	1
20083	-1	-1	-1	-1	-1	-1	10000	20083	1	1	-1	6666	20083	1	1	-1	3333	20083	1	1	-1	0	20083	1	1	-1	0	20083	1	1	-1	0	20083	1	1	-1	0	20083	1	1	-1	0	20083	1	1	-1	0	20083	1	1	-1	0	20083	1	1
20084	-1	-1	-1	-1	-1	-1	10000	20084	1	1	-1	7500	20084	1	1	-1	5000	20084	1	1	-1	2500	20084	1	1	-1	0	20084	1	1	-1	0	20084	1	1	-1	0	20084	1	1	-1	0	20084	1	1	-1	0	20084	1	1	-1	0	20084	1	1
20085	-1	-1	-1	-1	-1	-1	10000	20085	1	1	-1	7500	20085	1	1	-1	5000	20085	1	1	-1	2500	20085	1	1	-1	0	20085	1	1	-1	0	20085	1	1	-1	0	20085	1	1	-1	0	20085	1	1	-1	0	20085	1	1	-1	0	20085	1	1
20086	-1	-1	-1	-1	-1	-1	10000	20086	1	1	-1	7500	20086	1	1	-1	5000	20086	1	1	-1	2500	20086	1	1	-1	0	20086	1	1	-1	0	20086	1	1	-1	0	20086	1	1	-1	0	20086	1	1	-1	0	20086	1	1	-1	0	20086	1	1
20087	-1	-1	-1	-1	-1	-1	10000	20087	1	1	-1	10000	20087	1	1	-1	6666	20087	1	1	-1	3333	20087	1	1	-1	0	20087	1	1	-1	0	20087	1	1	-1	0	20087	1	1	-1	0	20087	1	1	-1	0	20087	1	1	-1	0	20087	1	1
20088	-1	-1	-1	-1	-1	-1	10000	20088	1	1	-1	10000	20088	1	1	-1	6666	20088	1	1	-1	3333	20088	1	1	-1	0	20088	1	1	-1	0	20088	1	1	-1	0	20088	1	1	-1	0	20088	1	1	-1	0	20088	1	1	-1	0	20088	1	1
20089	-1	-1	-1	-1	-1	-1	10000	20089	1	1	-1	10000	20089	1	1	-1	6666	20089	1	1	-1	3333	20089	1	1	-1	0	20089	1	1	-1	0	20089	1	1	-1	0	20089	1	1	-1	0	20089	1	1	-1	0	20089	1	1	-1	0	20089	1	1
20090	-1	-1	-1	-1	-1	-1	10000	20090	1	1	-1	5000	20090	1	1	-1	0	20090	1	1	-1	0	20090	1	1	-1	0	20090	1	1	-1	0	20090	1	1	-1	0	20090	1	1	-1	0	20090	1	1	-1	0	20090	1	1	-1	0	20090	1	1
20091	-1	-1	-1	-1	-1	-1	10000	20091	1	1	-1	5000	20091	1	1	-1	0	20091	1	1	-1	0	20091	1	1	-1	0	20091	1	1	-1	0	20091	1	1	-1	0	20091	1	1	-1	0	20091	1	1	-1	0	20091	1	1	-1	0	20091	1	1
20092	-1	-1	-1	-1	-1	-1	10000	20092	1	1	-1	6666	20092	1	1	-1	3333	20092	1	1	-1	0	20092	1	1	-1	0	20092	1	1	-1	0	20092	1	1	-1	0	20092	1	1	-1	0	20092	1	1	-1	0	20092	1	1	-1	0	20092	1	1
20093	-1	-1	-1	-1	-1	-1	10000	20093	1	1	-1	6666	20093	1	1	-1	3333	20093	1	1	-1	0	20093	1	1	-1	0	20093	1	1	-1	0	20093	1	1	-1	0	20093	1	1	-1	0	20093	1	1	-1	0	20093	1	1	-1	0	20093	1	1
20094	-1	-1	-1	-1	-1	-1	10000	20094	1	1	-1	7500	20094	1	1	-1	5000	20094	1	1	-1	2500	20094	1	1	-1	0	20094	1	1	-1	0	20094	1	1	-1	0	20094	1	1	-1	0	20094	1	1	-1	0	20094	1	1	-1	0	20094	1	1
20095	-1	-1	-1	-1	-1	-1	10000	20095	1	1	-1	7500	20095	1	1	-1	5000	20095	1	1	-1	2500	20095	1	1	-1	0	20095	1	1	-1	0	20095	1	1	-1	0	20095	1	1	-1	0	20095	1	1	-1	0	20095	1	1	-1	0	20095	1	1
20096	-1	-1	-1	-1	-1	-1	10000	20096	1	1	-1	7500	20096	1	1	-1	5000	20096	1	1	-1	2500	20096	1	1	-1	0	20096	1	1	-1	0	20096	1	1	-1	0	20096	1	1	-1	0	20096	1	1	-1	0	20096	1	1	-1	0	20096	1	1
20097	-1	-1	-1	-1	-1	-1	10000	20097	1	1	-1	10000	20097	1	1	-1	6666	20097	1	1	-1	3333	20097	1	1	-1	0	20097	1	1	-1	0	20097	1	1	-1	0	20097	1	1	-1	0	20097	1	1	-1	0	20097	1	1	-1	0	20097	1	1
20098	-1	-1	-1	-1	-1	-1	10000	20098	1	1	-1	10000	20098	1	1	-1	6666	20098	1	1	-1	3333	20098	1	1	-1	0	20098	1	1	-1	0	20098	1	1	-1	0	20098	1	1	-1	0	20098	1	1	-1	0	20098	1	1	-1	0	20098	1	1
20099	-1	-1	-1	-1	-1	-1	10000	20099	1	1	-1	10000	20099	1	1	-1	6666	20099	1	1	-1	3333	20099	1	1	-1	0	20099	1	1	-1	0	20099	1	1	-1	0	20099	1	1	-1	0	20099	1	1	-1	0	20099	1	1	-1	0	20099	1	1
20100	-1	-1	-1	-1	-1	-1	10000	20100	1	1	-1	5000	20100	1	1	-1	0	20100	1	1	-1	0	20100	1	1	-1	0	20100	1	1	-1	0	20100	1	1	-1	0	20100	1	1	-1	0	20100	1	1	-1	0	20100	1	1	-1	0	20100	1	1
20101	-1	-1	-1	-1	-1	-1	10000	20101	1	1	-1	5000	20101	1	1	-1	0	20101	1	1	-1	0	20101	1	1	-1	0	20101	1	1	-1	0	20101	1	1	-1	0	20101	1	1	-1	0	20101	1	1	-1	0	20101	1	1	-1	0	20101	1	1
20102	-1	-1	-1	-1	-1	-1	10000	20102	1	1	-1	6666	20102	1	1	-1	3333	20102	1	1	-1	0	20102	1	1	-1	0	20102	1	1	-1	0	20102	1	1	-1	0	20102	1	1	-1	0	20102	1	1	-1	0	20102	1	1	-1	0	20102	1	1
20103	-1	-1	-1	-1	-1	-1	10000	20103	1	1	-1	6666	20103	1	1	-1	3333	20103	1	1	-1	0	20103	1	1	-1	0	20103	1	1	-1	0	20103	1	1	-1	0	20103	1	1	-1	0	20103	1	1	-1	0	20103	1	1	-1	0	20103	1	1
20104	-1	-1	-1	-1	-1	-1	10000	20104	1	1	-1	7500	20104	1	1	-1	5000	20104	1	1	-1	2500	20104	1	1	-1	0	20104	1	1	-1	0	20104	1	1	-1	0	20104	1	1	-1	0	20104	1	1	-1	0	20104	1	1	-1	0	20104	1	1
20105	-1	-1	-1	-1	-1	-1	10000	20105	1	1	-1	7500	20105	1	1	-1	5000	20105	1	1	-1	2500	20105	1	1	-1	0	20105	1	1	-1	0	20105	1	1	-1	0	20105	1	1	-1	0	20105	1	1	-1	0	20105	1	1	-1	0	20105	1	1
20106	-1	-1	-1	-1	-1	-1	10000	20106	1	1	-1	7500	20106	1	1	-1	5000	20106	1	1	-1	2500	20106	1	1	-1	0	20106	1	1	-1	0	20106	1	1	-1	0	20106	1	1	-1	0	20106	1	1	-1	0	20106	1	1	-1	0	20106	1	1
20107	-1	-1	-1	-1	-1	-1	10000	20107	1	1	-1	10000	20107	1	1	-1	6666	20107	1	1	-1	3333	20107	1	1	-1	0	20107	1	1	-1	0	20107	1	1	-1	0	20107	1	1	-1	0	20107	1	1	-1	0	20107	1	1	-1	0	20107	1	1
20108	-1	-1	-1	-1	-1	-1	10000	20108	1	1	-1	10000	20108	1	1	-1	6666	20108	1	1	-1	3333	20108	1	1	-1	0	20108	1	1	-1	0	20108	1	1	-1	0	20108	1	1	-1	0	20108	1	1	-1	0	20108	1	1	-1	0	20108	1	1
20109	-1	-1	-1	-1	-1	-1	10000	20109	1	1	-1	10000	20109	1	1	-1	6666	20109	1	1	-1	3333	20109	1	1	-1	0	20109	1	1	-1	0	20109	1	1	-1	0	20109	1	1	-1	0	20109	1	1	-1	0	20109	1	1	-1	0	20109	1	1
20110	-1	-1	-1	-1	-1	-1	10000	20110	1	1	-1	5000	20110	1	1	-1	0	20110	1	1	-1	0	20110	1	1	-1	0	20110	1	1	-1	0	20110	1	1	-1	0	20110	1	1	-1	0	20110	1	1	-1	0	20110	1	1	-1	0	20110	1	1
20111	-1	-1	-1	-1	-1	-1	10000	20111	1	1	-1	5000	20111	1	1	-1	0	20111	1	1	-1	0	20111	1	1	-1	0	20111	1	1	-1	0	20111	1	1	-1	0	20111	1	1	-1	0	20111	1	1	-1	0	20111	1	1	-1	0	20111	1	1
20112	-1	-1	-1	-1	-1	-1	10000	20112	1	1	-1	6666	20112	1	1	-1	3333	20112	1	1	-1	0	20112	1	1	-1	0	20112	1	1	-1	0	20112	1	1	-1	0	20112	1	1	-1	0	20112	1	1	-1	0	20112	1	1	-1	0	20112	1	1
20113	-1	-1	-1	-1	-1	-1	10000	20113	1	1	-1	6666	20113	1	1	-1	3333	20113	1	1	-1	0	20113	1	1	-1	0	20113	1	1	-1	0	20113	1	1	-1	0	20113	1	1	-1	0	20113	1	1	-1	0	20113	1	1	-1	0	20113	1	1
20114	-1	-1	-1	-1	-1	-1	10000	20114	1	1	-1	7500	20114	1	1	-1	5000	20114	1	1	-1	2500	20114	1	1	-1	0	20114	1	1	-1	0	20114	1	1	-1	0	20114	1	1	-1	0	20114	1	1	-1	0	20114	1	1	-1	0	20114	1	1
20115	-1	-1	-1	-1	-1	-1	10000	20115	1	1	-1	7500	20115	1	1	-1	5000	20115	1	1	-1	2500	20115	1	1	-1	0	20115	1	1	-1	0	20115	1	1	-1	0	20115	1	1	-1	0	20115	1	1	-1	0	20115	1	1	-1	0	20115	1	1
20116	-1	-1	-1	-1	-1	-1	10000	20116	1	1	-1	7500	20116	1	1	-1	5000	20116	1	1	-1	2500	20116	1	1	-1	0	20116	1	1	-1	0	20116	1	1	-1	0	20116	1	1	-1	0	20116	1	1	-1	0	20116	1	1	-1	0	20116	1	1
20117	-1	-1	-1	-1	-1	-1	10000	20117	1	1	-1	10000	20117	1	1	-1	6666	20117	1	1	-1	3333	20117	1	1	-1	0	20117	1	1	-1	0	20117	1	1	-1	0	20117	1	1	-1	0	20117	1	1	-1	0	20117	1	1	-1	0	20117	1	1
20118	-1	-1	-1	-1	-1	-1	10000	20118	1	1	-1	10000	20118	1	1	-1	6666	20118	1	1	-1	3333	20118	1	1	-1	0	20118	1	1	-1	0	20118	1	1	-1	0	20118	1	1	-1	0	20118	1	1	-1	0	20118	1	1	-1	0	20118	1	1
20119	-1	-1	-1	-1	-1	-1	10000	20119	1	1	-1	10000	20119	1	1	-1	6666	20119	1	1	-1	3333	20119	1	1	-1	0	20119	1	1	-1	0	20119	1	1	-1	0	20119	1	1	-1	0	20119	1	1	-1	0	20119	1	1	-1	0	20119	1	1
20120	-1	-1	-1	-1	-1	-1	10000	20120	1	1	-1	5000	20120	1	1	-1	0	20120	1	1	-1	0	20120	1	1	-1	0	20120	1	1	-1	0	20120	1	1	-1	0	20120	1	1	-1	0	20120	1	1	-1	0	20120	1	1	-1	0	20120	1	1
20121	-1	-1	-1	-1	-1	-1	10000	20121	1	1	-1	5000	20121	1	1	-1	0	20121	1	1	-1	0	20121	1	1	-1	0	20121	1	1	-1	0	20121	1	1	-1	0	20121	1	1	-1	0	20121	1	1	-1	0	20121	1	1	-1	0	20121	1	1
20122	-1	-1	-1	-1	-1	-1	10000	20122	1	1	-1	6666	20122	1	1	-1	3333	20122	1	1	-1	0	20122	1	1	-1	0	20122	1	1	-1	0	20122	1	1	-1	0	20122	1	1	-1	0	20122	1	1	-1	0	20122	1	1	-1	0	20122	1	1
20123	-1	-1	-1	-1	-1	-1	10000	20123	1	1	-1	6666	20123	1	1	-1	3333	20123	1	1	-1	0	20123	1	1	-1	0	20123	1	1	-1	0	20123	1	1	-1	0	20123	1	1	-1	0	20123	1	1	-1	0	20123	1	1	-1	0	20123	1	1
20124	-1	-1	-1	-1	-1	-1	10000	20124	1	1	-1	7500	20124	1	1	-1	5000	20124	1	1	-1	2500	20124	1	1	-1	0	20124	1	1	-1	0	20124	1	1	-1	0	20124	1	1	-1	0	20124	1	1	-1	0	20124	1	1	-1	0	20124	1	1
20125	-1	-1	-1	-1	-1	-1	10000	20125	1	1	-1	7500	20125	1	1	-1	5000	20125	1	1	-1	2500	20125	1	1	-1	0	20125	1	1	-1	0	20125	1	1	-1	0	20125	1	1	-1	0	20125	1	1	-1	0	20125	1	1	-1	0	20125	1	1
20126	-1	-1	-1	-1	-1	-1	10000	20126	1	1	-1	7500	20126	1	1	-1	5000	20126	1	1	-1	2500	20126	1	1	-1	0	20126	1	1	-1	0	20126	1	1	-1	0	20126	1	1	-1	0	20126	1	1	-1	0	20126	1	1	-1	0	20126	1	1
20127	-1	-1	-1	-1	-1	-1	10000	20127	1	1	-1	10000	20127	1	1	-1	6666	20127	1	1	-1	3333	20127	1	1	-1	0	20127	1	1	-1	0	20127	1	1	-1	0	20127	1	1	-1	0	20127	1	1	-1	0	20127	1	1	-1	0	20127	1	1
20128	-1	-1	-1	-1	-1	-1	10000	20128	1	1	-1	10000	20128	1	1	-1	6666	20128	1	1	-1	3333	20128	1	1	-1	0	20128	1	1	-1	0	20128	1	1	-1	0	20128	1	1	-1	0	20128	1	1	-1	0	20128	1	1	-1	0	20128	1	1
20129	-1	-1	-1	-1	-1	-1	10000	20129	1	1	-1	10000	20129	1	1	-1	6666	20129	1	1	-1	3333	20129	1	1	-1	0	20129	1	1	-1	0	20129	1	1	-1	0	20129	1	1	-1	0	20129	1	1	-1	0	20129	1	1	-1	0	20129	1	1
20130	-1	-1	-1	-1	-1	-1	10000	20130	1	1	-1	5000	20130	1	1	-1	0	20130	1	1	-1	0	20130	1	1	-1	0	20130	1	1	-1	0	20130	1	1	-1	0	20130	1	1	-1	0	20130	1	1	-1	0	20130	1	1	-1	0	20130	1	1
20131	-1	-1	-1	-1	-1	-1	10000	20131	1	1	-1	5000	20131	1	1	-1	0	20131	1	1	-1	0	20131	1	1	-1	0	20131	1	1	-1	0	20131	1	1	-1	0	20131	1	1	-1	0	20131	1	1	-1	0	20131	1	1	-1	0	20131	1	1
20132	-1	-1	-1	-1	-1	-1	10000	20132	1	1	-1	6666	20132	1	1	-1	3333	20132	1	1	-1	0	20132	1	1	-1	0	20132	1	1	-1	0	20132	1	1	-1	0	20132	1	1	-1	0	20132	1	1	-1	0	20132	1	1	-1	0	20132	1	1
20133	-1	-1	-1	-1	-1	-1	10000	20133	1	1	-1	6666	20133	1	1	-1	3333	20133	1	1	-1	0	20133	1	1	-1	0	20133	1	1	-1	0	20133	1	1	-1	0	20133	1	1	-1	0	20133	1	1	-1	0	20133	1	1	-1	0	20133	1	1
20134	-1	-1	-1	-1	-1	-1	10000	20134	1	1	-1	7500	20134	1	1	-1	5000	20134	1	1	-1	2500	20134	1	1	-1	0	20134	1	1	-1	0	20134	1	1	-1	0	20134	1	1	-1	0	20134	1	1	-1	0	20134	1	1	-1	0	20134	1	1
20135	-1	-1	-1	-1	-1	-1	10000	20135	1	1	-1	7500	20135	1	1	-1	5000	20135	1	1	-1	2500	20135	1	1	-1	0	20135	1	1	-1	0	20135	1	1	-1	0	20135	1	1	-1	0	20135	1	1	-1	0	20135	1	1	-1	0	20135	1	1
20136	-1	-1	-1	-1	-1	-1	10000	20136	1	1	-1	7500	20136	1	1	-1	5000	20136	1	1	-1	2500	20136	1	1	-1	0	20136	1	1	-1	0	20136	1	1	-1	0	20136	1	1	-1	0	20136	1	1	-1	0	20136	1	1	-1	0	20136	1	1
20137	-1	-1	-1	-1	-1	-1	10000	20137	1	1	-1	10000	20137	1	1	-1	6666	20137	1	1	-1	3333	20137	1	1	-1	0	20137	1	1	-1	0	20137	1	1	-1	0	20137	1	1	-1	0	20137	1	1	-1	0	20137	1	1	-1	0	20137	1	1
20138	-1	-1	-1	-1	-1	-1	10000	20138	1	1	-1	10000	20138	1	1	-1	6666	20138	1	1	-1	3333	20138	1	1	-1	0	20138	1	1	-1	0	20138	1	1	-1	0	20138	1	1	-1	0	20138	1	1	-1	0	20138	1	1	-1	0	20138	1	1
20139	-1	-1	-1	-1	-1	-1	10000	20139	1	1	-1	10000	20139	1	1	-1	6666	20139	1	1	-1	3333	20139	1	1	-1	0	20139	1	1	-1	0	20139	1	1	-1	0	20139	1	1	-1	0	20139	1	1	-1	0	20139	1	1	-1	0	20139	1	1
20140	-1	-1	-1	-1	-1	-1	10000	20140	1	1	-1	5000	20140	1	1	-1	0	20140	1	1	-1	0	20140	1	1	-1	0	20140	1	1	-1	0	20140	1	1	-1	0	20140	1	1	-1	0	20140	1	1	-1	0	20140	1	1	-1	0	20140	1	1
20141	-1	-1	-1	-1	-1	-1	10000	20141	1	1	-1	5000	20141	1	1	-1	0	20141	1	1	-1	0	20141	1	1	-1	0	20141	1	1	-1	0	20141	1	1	-1	0	20141	1	1	-1	0	20141	1	1	-1	0	20141	1	1	-1	0	20141	1	1
20142	-1	-1	-1	-1	-1	-1	10000	20142	1	1	-1	6666	20142	1	1	-1	3333	20142	1	1	-1	0	20142	1	1	-1	0	20142	1	1	-1	0	20142	1	1	-1	0	20142	1	1	-1	0	20142	1	1	-1	0	20142	1	1	-1	0	20142	1	1
20143	-1	-1	-1	-1	-1	-1	10000	20143	1	1	-1	6666	20143	1	1	-1	3333	20143	1	1	-1	0	20143	1	1	-1	0	20143	1	1	-1	0	20143	1	1	-1	0	20143	1	1	-1	0	20143	1	1	-1	0	20143	1	1	-1	0	20143	1	1
20144	-1	-1	-1	-1	-1	-1	10000	20144	1	1	-1	7500	20144	1	1	-1	5000	20144	1	1	-1	2500	20144	1	1	-1	0	20144	1	1	-1	0	20144	1	1	-1	0	20144	1	1	-1	0	20144	1	1	-1	0	20144	1	1	-1	0	20144	1	1
20145	-1	-1	-1	-1	-1	-1	10000	20145	1	1	-1	7500	20145	1	1	-1	5000	20145	1	1	-1	2500	20145	1	1	-1	0	20145	1	1	-1	0	20145	1	1	-1	0	20145	1	1	-1	0	20145	1	1	-1	0	20145	1	1	-1	0	20145	1	1
20146	-1	-1	-1	-1	-1	-1	10000	20146	1	1	-1	7500	20146	1	1	-1	5000	20146	1	1	-1	2500	20146	1	1	-1	0	20146	1	1	-1	0	20146	1	1	-1	0	20146	1	1	-1	0	20146	1	1	-1	0	20146	1	1	-1	0	20146	1	1
20147	-1	-1	-1	-1	-1	-1	10000	20147	1	1	-1	10000	20147	1	1	-1	6666	20147	1	1	-1	3333	20147	1	1	-1	0	20147	1	1	-1	0	20147	1	1	-1	0	20147	1	1	-1	0	20147	1	1	-1	0	20147	1	1	-1	0	20147	1	1
20148	-1	-1	-1	-1	-1	-1	10000	20148	1	1	-1	10000	20148	1	1	-1	6666	20148	1	1	-1	3333	20148	1	1	-1	0	20148	1	1	-1	0	20148	1	1	-1	0	20148	1	1	-1	0	20148	1	1	-1	0	20148	1	1	-1	0	20148	1	1
20149	-1	-1	-1	-1	-1	-1	10000	20149	1	1	-1	10000	20149	1	1	-1	6666	20149	1	1	-1	3333	20149	1	1	-1	0	20149	1	1	-1	0	20149	1	1	-1	0	20149	1	1	-1	0	20149	1	1	-1	0	20149	1	1	-1	0	20149	1	1
20150	-1	-1	-1	-1	-1	-1	10000	20150	1	1	-1	5000	20150	1	1	-1	0	20150	1	1	-1	0	20150	1	1	-1	0	20150	1	1	-1	0	20150	1	1	-1	0	20150	1	1	-1	0	20150	1	1	-1	0	20150	1	1	-1	0	20150	1	1
20151	-1	-1	-1	-1	-1	-1	10000	20151	1	1	-1	5000	20151	1	1	-1	0	20151	1	1	-1	0	20151	1	1	-1	0	20151	1	1	-1	0	20151	1	1	-1	0	20151	1	1	-1	0	20151	1	1	-1	0	20151	1	1	-1	0	20151	1	1
20152	-1	-1	-1	-1	-1	-1	10000	20152	1	1	-1	6666	20152	1	1	-1	3333	20152	1	1	-1	0	20152	1	1	-1	0	20152	1	1	-1	0	20152	1	1	-1	0	20152	1	1	-1	0	20152	1	1	-1	0	20152	1	1	-1	0	20152	1	1
