INT	STRING	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	STRING	STRING	INT	INT	INT	INT
302502	抽奖奖励10	抽奖奖励2(测试数据)	1	1	-1	1025	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		300	1	-1	-1	1	26930,1	26930,1	26930,1	-1	-1	-1	-1
302503	抽奖奖励10	抽奖奖励3(测试数据)	1	1	-1	1025	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		300	1	-1	-1	1	26951,1	26951,1	26951,1	-1	-1	-1	-1
302504	抽奖奖励10	抽奖奖励4(测试数据)	1	1	-1	1025	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		800	0	-1	-1	1	23580,1	23580,1	23580,1	-1	-1	-1	-1
302505	抽奖奖励10	抽奖奖励5(测试数据)	1	1	-1	1025	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		800	0	-1	-1	1	23581,1	23581,1	23581,1	-1	-1	-1	-1
302506	抽奖奖励10	抽奖奖励6(测试数据)	1	1	-1	1025	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		800	0	-1	-1	1	23582,1	23582,1	23582,1	-1	-1	-1	-1
302507	抽奖奖励10	抽奖奖励7(测试数据)	1	1	-1	1025	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		350	0	-1	-1	1	7,1800	7,1800	7,1800	-1	-1	-1	-1
302508	抽奖奖励10	抽奖奖励8(测试数据)	1	1	-1	1025	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		2200	0	-1	-1	1	24515,1	24515,1	24515,1	-1	-1	-1	-1
302509	抽奖奖励10	抽奖奖励9(测试数据)	1	1	-1	1025	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		2200	0	-1	-1	1	23212,1	23212,1	23212,1	-1	-1	-1	-1
302510	抽奖奖励10	抽奖奖励10(测试数据)	1	1	-1	1025	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		2200	0	-1	-1	1	2,500000	2,500000	2,500000	-1	-1	-1	-1
302601	抽奖奖励10	抽奖奖励1(测试数据)	1	1	-1	1026	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		50	1	-1	-1	1	22091,1	22091,1	22091,1	-1	-1	-1	-1
302602	抽奖奖励10	抽奖奖励2(测试数据)	1	1	-1	1026	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		100	1	-1	-1	1	22086,1	22086,1	22086,1	-1	-1	-1	-1
302603	抽奖奖励10	抽奖奖励3(测试数据)	1	1	-1	1026	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		200	1	-1	-1	1	22085,1	22085,1	22085,1	-1	-1	-1	-1
302604	抽奖奖励10	抽奖奖励4(测试数据)	1	1	-1	1026	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		400	1	-1	-1	1	22084,1	22084,1	22084,1	-1	-1	-1	-1
302605	抽奖奖励10	抽奖奖励5(测试数据)	1	1	-1	1026	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		800	0	-1	-1	1	22083,1	22083,1	22083,1	-1	-1	-1	-1
302606	抽奖奖励10	抽奖奖励6(测试数据)	1	1	-1	1026	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		1450	0	-1	-1	1	22082,1	22082,1	22082,1	-1	-1	-1	-1
302607	抽奖奖励10	抽奖奖励7(测试数据)	1	1	-1	1026	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		1000	0	-1	-1	1	22066,2	22066,2	22066,2	-1	-1	-1	-1
302608	抽奖奖励10	抽奖奖励8(测试数据)	1	1	-1	1026	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		2000	0	-1	-1	1	24515,1	24515,1	24515,1	-1	-1	-1	-1
302609	抽奖奖励10	抽奖奖励9(测试数据)	1	1	-1	1026	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		2000	0	-1	-1	1	23212,1	23212,1	23212,1	-1	-1	-1	-1
302610	抽奖奖励10	抽奖奖励10(测试数据)	1	1	-1	1026	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		2000	0	-1	-1	1	2,500000	2,500000	2,500000	-1	-1	-1	-1
302701	抽奖奖励10	抽奖奖励1(测试数据)	1	1	-1	1027	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		50	1	-1	-1	1	80406,1	80406,1	80406,1	-1	-1	-1	-1
302702	抽奖奖励10	抽奖奖励2(测试数据)	1	1	-1	1027	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		50	1	-1	-1	1	80407,1	80407,1	80407,1	-1	-1	-1	-1
302703	抽奖奖励10	抽奖奖励3(测试数据)	1	1	-1	1027	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		200	1	-1	-1	1	18,10000	18,10000	18,10000	-1	-1	-1	-1
302704	抽奖奖励10	抽奖奖励4(测试数据)	1	1	-1	1027	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		200	1	-1	-1	1	12,20000	12,20000	12,20000	-1	-1	-1	-1
302705	抽奖奖励10	抽奖奖励5(测试数据)	1	1	-1	1027	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		1000	0	-1	-1	1	20404,1	20404,1	20404,1	-1	-1	-1	-1
302706	抽奖奖励10	抽奖奖励6(测试数据)	1	1	-1	1027	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		1500	0	-1	-1	1	20403,1	20403,1	20403,1	-1	-1	-1	-1
302707	抽奖奖励10	抽奖奖励7(测试数据)	1	1	-1	1027	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		1000	0	-1	-1	1	22002,5	22002,5	22002,5	-1	-1	-1	-1
302708	抽奖奖励10	抽奖奖励8(测试数据)	1	1	-1	1027	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		2000	0	-1	-1	1	24515,1	24515,1	24515,1	-1	-1	-1	-1
302709	抽奖奖励10	抽奖奖励9(测试数据)	1	1	-1	1027	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		2000	0	-1	-1	1	23212,1	23212,1	23212,1	-1	-1	-1	-1
302710	抽奖奖励10	抽奖奖励10(测试数据)	1	1	-1	1027	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		2000	0	-1	-1	1	2,500000	2,500000	2,500000	-1	-1	-1	-1
302801	抽奖奖励1	抽奖奖励1(测试数据)	1	1	-1	1028	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		50	1	-1	-1	1	23653,1	23653,1	23653,1	-1	-1	-1	-1
302802	抽奖奖励2	抽奖奖励2(测试数据)	1	1	-1	1028	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		100	1	-1	-1	1	22007,1	22007,1	22007,1	-1	-1	-1	-1
302803	抽奖奖励3	抽奖奖励3(测试数据)	1	1	-1	1028	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		250	1	-1	-1	1	22001,5	22001,5	22001,5	-1	-1	-1	-1
302804	抽奖奖励4	抽奖奖励4(测试数据)	1	1	-1	1028	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		600	0	-1	-1	1	22000,5	22000,5	22000,5	-1	-1	-1	-1
302805	抽奖奖励5	抽奖奖励5(测试数据)	1	1	-1	1028	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		1000	0	-1	-1	1	22003,5	22003,5	22003,5	-1	-1	-1	-1
302806	抽奖奖励6	抽奖奖励6(测试数据)	1	1	-1	1028	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		1000	0	-1	-1	1	10,20000	10,20000	10,20000	-1	-1	-1	-1
302807	抽奖奖励7	抽奖奖励7(测试数据)	1	1	-1	1028	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		1000	0	-1	-1	1	22002,5	22002,5	22002,5	-1	-1	-1	-1
302808	抽奖奖励8	抽奖奖励8(测试数据)	1	1	-1	1028	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		2000	0	-1	-1	1	24515,1	24515,1	24515,1	-1	-1	-1	-1
302809	抽奖奖励9	抽奖奖励9(测试数据)	1	1	-1	1028	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		2000	0	-1	-1	1	23212,1	23212,1	23212,1	-1	-1	-1	-1
302810	抽奖奖励10	抽奖奖励10(测试数据)	1	1	-1	1028	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		2000	0	-1	-1	1	2,500000	2,500000	2,500000	-1	-1	-1	-1
302901	抽奖奖励1	抽奖奖励1(测试数据)	1	1	-1	1029	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		50	1	-1	-1	1	22056,1	22056,1	22056,1	-1	-1	-1	-1
302902	抽奖奖励2	抽奖奖励2(测试数据)	1	1	-1	1029	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		100	1	-1	-1	1	22055,1	22055,1	22055,1	-1	-1	-1	-1
302903	抽奖奖励3	抽奖奖励3(测试数据)	1	1	-1	1029	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		350	1	-1	-1	1	22054,1	22054,1	22054,1	-1	-1	-1	-1
302904	抽奖奖励4	抽奖奖励4(测试数据)	1	1	-1	1029	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		500	0	-1	-1	1	22018,10	22018,10	22018,10	-1	-1	-1	-1
302905	抽奖奖励5	抽奖奖励5(测试数据)	1	1	-1	1029	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		1000	0	-1	-1	1	22017,20	22017,20	22017,20	-1	-1	-1	-1
302906	抽奖奖励6	抽奖奖励6(测试数据)	1	1	-1	1029	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		1000	0	-1	-1	1	22019,3	22019,3	22019,3	-1	-1	-1	-1
302907	抽奖奖励7	抽奖奖励7(测试数据)	1	1	-1	1029	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		1000	0	-1	-1	1	22002,5	22002,5	22002,5	-1	-1	-1	-1
302908	抽奖奖励8	抽奖奖励8(测试数据)	1	1	-1	1029	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		2000	0	-1	-1	1	24515,1	24515,1	24515,1	-1	-1	-1	-1
302909	抽奖奖励9	抽奖奖励9(测试数据)	1	1	-1	1029	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		2000	0	-1	-1	1	23212,1	23212,1	23212,1	-1	-1	-1	-1
302910	抽奖奖励10	抽奖奖励10(测试数据)	1	1	-1	1029	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		2000	0	-1	-1	1	2,500000	2,500000	2,500000	-1	-1	-1	-1
303001	抽奖奖励1	抽奖奖励1(测试数据)	1	1	-1	1030	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		200	1	-1	-1	1	36020,10	36020,10	36020,10	-1	-1	-1	-1
303002	抽奖奖励2	抽奖奖励2(测试数据)	1	1	-1	1030	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		300	1	-1	-1	1	35021,20	35021,20	35021,20	-1	-1	-1	-1
303003	抽奖奖励3	抽奖奖励3(测试数据)	1	1	-1	1030	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		300	1	-1	-1	1	35019,20	35019,20	35019,20	-1	-1	-1	-1
303004	抽奖奖励4	抽奖奖励4(测试数据)	1	1	-1	1030	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		600	1	-1	-1	1	35015,20	35015,20	35015,20	-1	-1	-1	-1
303005	抽奖奖励5	抽奖奖励5(测试数据)	1	1	-1	1030	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		600	0	-1	-1	1	35014,20	35014,20	35014,20	-1	-1	-1	-1
303006	抽奖奖励6	抽奖奖励6(测试数据)	1	1	-1	1030	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		1000	0	-1	-1	1	35007,20	35007,20	35007,20	-1	-1	-1	-1
303007	抽奖奖励7	抽奖奖励7(测试数据)	1	1	-1	1030	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		1000	0	-1	-1	1	35006,20	35006,20	35006,20	-1	-1	-1	-1
303008	抽奖奖励8	抽奖奖励8(测试数据)	1	1	-1	1030	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		2000	0	-1	-1	1	24515,1	24515,1	24515,1	-1	-1	-1	-1
303009	抽奖奖励9	抽奖奖励9(测试数据)	1	1	-1	1030	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		2000	0	-1	-1	1	23212,1	23212,1	23212,1	-1	-1	-1	-1
303010	抽奖奖励10	抽奖奖励10(测试数据)	1	1	-1	1030	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		2000	0	-1	-1	1	2,500000	2,500000	2,500000	-1	-1	-1	-1
303101	抽奖奖励1	抽奖奖励1(测试数据)	1	1	-1	1031	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		50	1	-1	-1	1	20006,1	20106,1	20201,1	-1	-1	-1	-1
303102	抽奖奖励2	抽奖奖励2(测试数据)	1	1	-1	1031	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		100	1	-1	-1	1	20004,1	20104,1	20204,1	-1	-1	-1	-1
303103	抽奖奖励3	抽奖奖励3(测试数据)	1	1	-1	1031	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		150	1	-1	-1	1	20000,1	20100,1	20200,1	-1	-1	-1	-1
303104	抽奖奖励4	抽奖奖励4(测试数据)	1	1	-1	1031	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		600	1	-1	-1	1	20306,1	20306,1	20306,1	-1	-1	-1	-1
303105	抽奖奖励5	抽奖奖励5(测试数据)	1	1	-1	1031	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		900	0	-1	-1	1	20305,1	20305,1	20305,1	-1	-1	-1	-1
303106	抽奖奖励6	抽奖奖励6(测试数据)	1	1	-1	1031	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		1200	0	-1	-1	1	20304,1	20304,1	20304,1	-1	-1	-1	-1
303107	抽奖奖励7	抽奖奖励7(测试数据)	1	1	-1	1031	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		1000	0	-1	-1	1	5,5000	5,5000	5,5000	-1	-1	-1	-1
303108	抽奖奖励8	抽奖奖励8(测试数据)	1	1	-1	1031	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		2000	0	-1	-1	1	24515,1	24515,1	24515,1	-1	-1	-1	-1
303109	抽奖奖励9	抽奖奖励9(测试数据)	1	1	-1	1031	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		2000	0	-1	-1	1	23212,1	23212,1	23212,1	-1	-1	-1	-1
303110	抽奖奖励10	抽奖奖励10(测试数据)	1	1	-1	1031	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		2000	0	-1	-1	1	2,500000	2,500000	2,500000	-1	-1	-1	-1
303201	抽奖奖励10	抽奖奖励1(测试数据)	1	1	-1	1032	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		50	1	-1	-1	1	40203,1	40203,1	40203,1	-1	-1	-1	-1
303202	抽奖奖励10	抽奖奖励2(测试数据)	1	1	-1	1032	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		300	1	-1	-1	1	26930,1	26930,1	26930,1	-1	-1	-1	-1
303203	抽奖奖励10	抽奖奖励3(测试数据)	1	1	-1	1032	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		300	1	-1	-1	1	26951,1	26951,1	26951,1	-1	-1	-1	-1
303204	抽奖奖励10	抽奖奖励4(测试数据)	1	1	-1	1032	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		800	0	-1	-1	1	23580,1	23580,1	23580,1	-1	-1	-1	-1
303205	抽奖奖励10	抽奖奖励5(测试数据)	1	1	-1	1032	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		800	0	-1	-1	1	23581,1	23581,1	23581,1	-1	-1	-1	-1
303206	抽奖奖励10	抽奖奖励6(测试数据)	1	1	-1	1032	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		800	0	-1	-1	1	23582,1	23582,1	23582,1	-1	-1	-1	-1
303207	抽奖奖励10	抽奖奖励7(测试数据)	1	1	-1	1032	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		350	0	-1	-1	1	7,1800	7,1800	7,1800	-1	-1	-1	-1
303208	抽奖奖励10	抽奖奖励8(测试数据)	1	1	-1	1032	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		2200	0	-1	-1	1	24515,1	24515,1	24515,1	-1	-1	-1	-1
303209	抽奖奖励10	抽奖奖励9(测试数据)	1	1	-1	1032	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		2200	0	-1	-1	1	23212,1	23212,1	23212,1	-1	-1	-1	-1
303210	抽奖奖励10	抽奖奖励10(测试数据)	1	1	-1	1032	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		2200	0	-1	-1	1	2,500000	2,500000	2,500000	-1	-1	-1	-1
303301	抽奖奖励10	抽奖奖励1(测试数据)	1	1	-1	1033	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		50	1	-1	-1	1	22091,1	22091,1	22091,1	-1	-1	-1	-1
303302	抽奖奖励10	抽奖奖励2(测试数据)	1	1	-1	1033	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		100	1	-1	-1	1	22086,1	22086,1	22086,1	-1	-1	-1	-1
303303	抽奖奖励10	抽奖奖励3(测试数据)	1	1	-1	1033	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		200	1	-1	-1	1	22085,1	22085,1	22085,1	-1	-1	-1	-1
303304	抽奖奖励10	抽奖奖励4(测试数据)	1	1	-1	1033	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		400	1	-1	-1	1	22084,1	22084,1	22084,1	-1	-1	-1	-1
303305	抽奖奖励10	抽奖奖励5(测试数据)	1	1	-1	1033	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		800	0	-1	-1	1	22083,1	22083,1	22083,1	-1	-1	-1	-1
303306	抽奖奖励10	抽奖奖励6(测试数据)	1	1	-1	1033	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		1450	0	-1	-1	1	22082,1	22082,1	22082,1	-1	-1	-1	-1
303307	抽奖奖励10	抽奖奖励7(测试数据)	1	1	-1	1033	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		1000	0	-1	-1	1	22066,2	22066,2	22066,2	-1	-1	-1	-1
303308	抽奖奖励10	抽奖奖励8(测试数据)	1	1	-1	1033	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		2000	0	-1	-1	1	24515,1	24515,1	24515,1	-1	-1	-1	-1
303309	抽奖奖励10	抽奖奖励9(测试数据)	1	1	-1	1033	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		2000	0	-1	-1	1	23212,1	23212,1	23212,1	-1	-1	-1	-1
303310	抽奖奖励10	抽奖奖励10(测试数据)	1	1	-1	1033	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		2000	0	-1	-1	1	2,500000	2,500000	2,500000	-1	-1	-1	-1
303401	抽奖奖励10	抽奖奖励1(测试数据)	1	1	-1	1034	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		50	1	-1	-1	1	80406,1	80406,1	80406,1	-1	-1	-1	-1
303402	抽奖奖励10	抽奖奖励2(测试数据)	1	1	-1	1034	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		50	1	-1	-1	1	80407,1	80407,1	80407,1	-1	-1	-1	-1
303403	抽奖奖励10	抽奖奖励3(测试数据)	1	1	-1	1034	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		200	1	-1	-1	1	18,10000	18,10000	18,10000	-1	-1	-1	-1
303404	抽奖奖励10	抽奖奖励4(测试数据)	1	1	-1	1034	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		200	1	-1	-1	1	12,20000	12,20000	12,20000	-1	-1	-1	-1
303405	抽奖奖励10	抽奖奖励5(测试数据)	1	1	-1	1034	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		1000	0	-1	-1	1	20404,1	20404,1	20404,1	-1	-1	-1	-1
303406	抽奖奖励10	抽奖奖励6(测试数据)	1	1	-1	1034	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		1500	0	-1	-1	1	20403,1	20403,1	20403,1	-1	-1	-1	-1
303407	抽奖奖励10	抽奖奖励7(测试数据)	1	1	-1	1034	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		1000	0	-1	-1	1	22002,5	22002,5	22002,5	-1	-1	-1	-1
303408	抽奖奖励10	抽奖奖励8(测试数据)	1	1	-1	1034	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		2000	0	-1	-1	1	24515,1	24515,1	24515,1	-1	-1	-1	-1
303409	抽奖奖励10	抽奖奖励9(测试数据)	1	1	-1	1034	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		2000	0	-1	-1	1	23212,1	23212,1	23212,1	-1	-1	-1	-1
303410	抽奖奖励10	抽奖奖励10(测试数据)	1	1	-1	1034	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		2000	0	-1	-1	1	2,500000	2,500000	2,500000	-1	-1	-1	-1
303501	抽奖奖励1	抽奖奖励1(测试数据)	1	1	-1	1035	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		50	1	-1	-1	1	23653,1	23653,1	23653,1	-1	-1	-1	-1
303502	抽奖奖励2	抽奖奖励2(测试数据)	1	1	-1	1035	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		100	1	-1	-1	1	22007,1	22007,1	22007,1	-1	-1	-1	-1
303503	抽奖奖励3	抽奖奖励3(测试数据)	1	1	-1	1035	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		250	1	-1	-1	1	22001,5	22001,5	22001,5	-1	-1	-1	-1
303504	抽奖奖励4	抽奖奖励4(测试数据)	1	1	-1	1035	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		600	0	-1	-1	1	22000,5	22000,5	22000,5	-1	-1	-1	-1
303505	抽奖奖励5	抽奖奖励5(测试数据)	1	1	-1	1035	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		1000	0	-1	-1	1	22003,5	22003,5	22003,5	-1	-1	-1	-1
303506	抽奖奖励6	抽奖奖励6(测试数据)	1	1	-1	1035	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		1000	0	-1	-1	1	10,20000	10,20000	10,20000	-1	-1	-1	-1
303507	抽奖奖励7	抽奖奖励7(测试数据)	1	1	-1	1035	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		1000	0	-1	-1	1	22002,5	22002,5	22002,5	-1	-1	-1	-1
303508	抽奖奖励8	抽奖奖励8(测试数据)	1	1	-1	1035	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		2000	0	-1	-1	1	24515,1	24515,1	24515,1	-1	-1	-1	-1
303509	抽奖奖励9	抽奖奖励9(测试数据)	1	1	-1	1035	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		2000	0	-1	-1	1	23212,1	23212,1	23212,1	-1	-1	-1	-1
303510	抽奖奖励10	抽奖奖励10(测试数据)	1	1	-1	1035	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		2000	0	-1	-1	1	2,500000	2,500000	2,500000	-1	-1	-1	-1
303601	抽奖奖励1	抽奖奖励1(测试数据)	1	1	-1	1036	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		50	1	-1	-1	1	22056,1	22056,1	22056,1	-1	-1	-1	-1
303602	抽奖奖励2	抽奖奖励2(测试数据)	1	1	-1	1036	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		100	1	-1	-1	1	22055,1	22055,1	22055,1	-1	-1	-1	-1
303603	抽奖奖励3	抽奖奖励3(测试数据)	1	1	-1	1036	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		350	1	-1	-1	1	22054,1	22054,1	22054,1	-1	-1	-1	-1
303604	抽奖奖励4	抽奖奖励4(测试数据)	1	1	-1	1036	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		500	0	-1	-1	1	22018,10	22018,10	22018,10	-1	-1	-1	-1
303605	抽奖奖励5	抽奖奖励5(测试数据)	1	1	-1	1036	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		1000	0	-1	-1	1	22017,20	22017,20	22017,20	-1	-1	-1	-1
303606	抽奖奖励6	抽奖奖励6(测试数据)	1	1	-1	1036	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		1000	0	-1	-1	1	22019,3	22019,3	22019,3	-1	-1	-1	-1
303607	抽奖奖励7	抽奖奖励7(测试数据)	1	1	-1	1036	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		1000	0	-1	-1	1	22002,5	22002,5	22002,5	-1	-1	-1	-1
303608	抽奖奖励8	抽奖奖励8(测试数据)	1	1	-1	1036	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		2000	0	-1	-1	1	24515,1	24515,1	24515,1	-1	-1	-1	-1
303609	抽奖奖励9	抽奖奖励9(测试数据)	1	1	-1	1036	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		2000	0	-1	-1	1	23212,1	23212,1	23212,1	-1	-1	-1	-1
303610	抽奖奖励10	抽奖奖励10(测试数据)	1	1	-1	1036	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		2000	0	-1	-1	1	2,500000	2,500000	2,500000	-1	-1	-1	-1
303701	抽奖奖励1	抽奖奖励1(测试数据)	1	1	-1	1037	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		200	1	-1	-1	1	36020,10	36020,10	36020,10	-1	-1	-1	-1
303702	抽奖奖励2	抽奖奖励2(测试数据)	1	1	-1	1037	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		300	1	-1	-1	1	35021,20	35021,20	35021,20	-1	-1	-1	-1
303703	抽奖奖励3	抽奖奖励3(测试数据)	1	1	-1	1037	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		300	1	-1	-1	1	35019,20	35019,20	35019,20	-1	-1	-1	-1
303704	抽奖奖励4	抽奖奖励4(测试数据)	1	1	-1	1037	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		600	1	-1	-1	1	35015,20	35015,20	35015,20	-1	-1	-1	-1
303705	抽奖奖励5	抽奖奖励5(测试数据)	1	1	-1	1037	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		600	0	-1	-1	1	35014,20	35014,20	35014,20	-1	-1	-1	-1
303706	抽奖奖励6	抽奖奖励6(测试数据)	1	1	-1	1037	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		1000	0	-1	-1	1	35007,20	35007,20	35007,20	-1	-1	-1	-1
303707	抽奖奖励7	抽奖奖励7(测试数据)	1	1	-1	1037	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		1000	0	-1	-1	1	35006,20	35006,20	35006,20	-1	-1	-1	-1
303708	抽奖奖励8	抽奖奖励8(测试数据)	1	1	-1	1037	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		2000	0	-1	-1	1	24515,1	24515,1	24515,1	-1	-1	-1	-1
303709	抽奖奖励9	抽奖奖励9(测试数据)	1	1	-1	1037	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		2000	0	-1	-1	1	23212,1	23212,1	23212,1	-1	-1	-1	-1
303710	抽奖奖励10	抽奖奖励10(测试数据)	1	1	-1	1037	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		2000	0	-1	-1	1	2,500000	2,500000	2,500000	-1	-1	-1	-1
303801	抽奖奖励1	抽奖奖励1(测试数据)	1	1	-1	1038	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		50	1	-1	-1	1	20006,1	20106,1	20201,1	-1	-1	-1	-1
303802	抽奖奖励2	抽奖奖励2(测试数据)	1	1	-1	1038	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		100	1	-1	-1	1	20004,1	20104,1	20204,1	-1	-1	-1	-1
